Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.9930738,0.01367019,0.0132455,-0.01367539,0.9931617,0.0003001534,-0.01324013,-0.0004818489,0.9931675
0.002478123,0.9930741,0.01367706,0.01322024,-0.0136827,0.9931616,0.0003339681,-0.01321441,-0.0005154079,0.9931678
0.004955292,0.9930735,0.01367867,0.01325516,-0.01368409,0.9931616,0.0003168723,-0.01324956,-0.0004988131,0.9931674
0.007432461,0.993073,0.01368293,0.01326172,-0.01368847,0.9931612,0.0003258581,-0.013256,-0.0005079455,0.993167
0.009910107,0.9930729,0.01368718,0.01327496,-0.01369285,0.9931611,0.0003348835,-0.01326911,-0.0005172094,0.9931668
0.012387276,0.9930721,0.01369672,0.01332357,-0.01370227,0.9931611,0.0003236388,-0.01331786,-0.0005067602,0.9931662
0.014864445,0.9930716,0.01370624,0.01334607,-0.01371135,0.9931609,0.0002899056,-0.01334082,-0.000473464,0.9931659
0.017342567,0.9930719,0.01371044,0.01332635,-0.01371585,0.9931608,0.0003131139,-0.01332078,-0.0004964569,0.9931661
0.019819736,0.9930719,0.01371207,0.01331709,-0.0137176,0.9931607,0.0003221829,-0.0133114,-0.0005054203,0.9931661
0.022297382,0.9930719,0.01371636,0.01331677,-0.01372214,0.9931607,0.0003410456,-0.01331081,-0.0005243357,0.9931662
0.024774551,0.9930719,0.01372586,0.01331264,-0.01373202,0.9931607,0.0003694894,-0.01330628,-0.0005528493,0.9931664
0.027251720,0.9930717,0.01373011,0.01332465,-0.01373639,0.9931606,0.0003778392,-0.01331817,-0.0005614214,0.9931662
0.029729366,0.9930717,0.01373708,0.01330843,-0.01374339,0.9931604,0.0003809926,-0.01330191,-0.0005644443,0.9931663
0.032206535,0.9930717,0.01374665,0.01330208,-0.01375287,0.9931603,0.0003741656,-0.01329566,-0.0005576576,0.9931664
0.034684658,0.9930712,0.01375349,0.01333717,-0.01375954,0.9931603,0.0003597791,-0.01333093,-0.0005438469,0.993166
0.037161827,0.993071,0.01376038,0.01334514,-0.01376671,0.9931601,0.0003807464,-0.01333861,-0.0005650164,0.9931659
0.039638996,0.9930707,0.01376987,0.01335943,-0.01377658,0.9931601,0.0004080722,-0.01335252,-0.0005926666,0.9931658
0.042116165,0.9930702,0.013782,0.01336876,-0.01378851,0.9931598,0.0003937023,-0.01336204,-0.0005785883,0.9931655
