Time (s),W,X,Y,Z
0.000000000,0.5460125,0.07957961,-0.006704236,0.8319376
0.012386322,0.5465733,0.07908854,-0.006967499,0.8316139
0.032204151,0.5474634,0.07846624,-0.007145263,0.8310857
0.052021980,0.5481684,0.07764998,-0.006917278,0.8306995
0.071839809,0.5493159,0.07725197,-0.006595548,0.829981
0.091658592,0.5505562,0.07715189,-0.006479707,0.8291689
0.111476421,0.5517878,0.07750946,-0.006365729,0.8283175
0.131294251,0.5533877,0.07782456,-0.006250237,0.8272206
0.151112080,0.5550119,0.07756574,-0.005507769,0.8261614
0.170929909,0.5559672,0.0766378,-0.005366188,0.8256065
0.242770195,0.5535309,0.07484903,-0.0136392,0.8273106
0.252678871,0.5527791,0.07482965,-0.01476655,0.8277955
0.272496700,0.5512472,0.07492289,-0.01645557,0.8287762
0.292315006,0.5493934,0.07529325,-0.01743488,0.8299528
0.312132835,0.5469101,0.07552966,-0.01829785,0.8315513
0.331950665,0.5431624,0.07523877,-0.01959559,0.8340009
0.351768494,0.5389737,0.07577184,-0.02161228,0.8366162
0.371587277,0.5338599,0.07611343,-0.02518114,0.8397582
0.391405106,0.5275938,0.07625634,-0.02951661,0.8435557
0.411222935,0.5208321,0.07725356,-0.03277239,0.8475373
0.431040764,0.5133203,0.07801998,-0.03524031,0.8519395
0.450859070,0.5050824,0.07879964,-0.03849828,0.8566375
0.470676899,0.4961612,0.07982058,-0.04224415,0.8615659
0.490494728,0.4869391,0.08046186,-0.04514034,0.8666062
0.510312557,0.4777638,0.0806715,-0.04785497,0.871534
0.532607556,0.4655283,0.08055487,-0.05188102,0.8779125
0.552425861,0.454225,0.07963063,-0.05576858,0.8836607
0.572243691,0.442744,0.0790238,-0.05831694,0.8893593
0.592061520,0.4313547,0.07849149,-0.0596648,0.8948966
0.611879349,0.42022,0.07843396,-0.06035471,0.9001379
0.631698132,0.4092048,0.07895844,-0.05949484,0.90521
0.651515961,0.3991675,0.08026221,-0.05734435,0.9097047
0.671333790,0.3888275,0.08123771,-0.05634423,0.9141481
0.691151619,0.3778306,0.08185895,-0.0568458,0.9186618
0.710969925,0.3671421,0.08221573,-0.05743151,0.9229174
0.730787754,0.3557461,0.08265802,-0.05753513,0.927324
0.750605583,0.3447574,0.08286224,-0.05758483,0.931444
0.770423413,0.3340839,0.08321814,-0.05735065,0.9353082
0.792718888,0.3222806,0.08310129,-0.057042,0.9394697
0.812536717,0.3124924,0.08294038,-0.05624956,0.9428325
0.832354546,0.3028785,0.08243617,-0.05451535,0.9461103
0.852172375,0.293914,0.08152511,-0.0532521,0.9490839
0.871991158,0.284989,0.08060497,-0.05256524,0.9519185
0.891808987,0.2762954,0.07964815,-0.05184082,0.9545979
0.911626816,0.2682754,0.07881647,-0.05090556,0.9570019
0.931444645,0.2603437,0.07850544,-0.05039881,0.9592422
0.951262951,0.252805,0.07790072,-0.05008892,0.9613219
0.971080780,0.2450927,0.07656425,-0.05110421,0.9633709
0.990898609,0.2368968,0.07511045,-0.05297536,0.9654322
1.010716438,0.2294249,0.07396992,-0.05428934,0.9672502
1.030534744,0.2221475,0.07312449,-0.05406905,0.969024
1.050352573,0.2146378,0.07193435,-0.05426149,0.9707932
1.072647572,0.2053534,0.06989603,-0.05683479,0.9728011
1.092465401,0.1966936,0.06810205,-0.06067091,0.9744847
1.112284184,0.187617,0.06710407,-0.06456648,0.9760921
1.132102013,0.1800212,0.06730416,-0.06377715,0.9775596
1.151919842,0.1721065,0.06664725,-0.0613422,0.9791845
1.171738148,0.1642115,0.0665855,-0.06029787,0.9806083
1.191555977,0.1564052,0.06571402,-0.05957861,0.9819862
1.211373806,0.1485581,0.06637806,-0.05776126,0.9832678
1.231191635,0.1405125,0.06470386,-0.05709159,0.9846004
1.251009941,0.1318548,0.06393216,-0.05787893,0.9858015
1.270827770,0.1238723,0.06340264,-0.05471429,0.9870511
1.290645599,0.1160663,0.06378746,-0.04967783,0.9882407
1.310464382,0.1082627,0.06528795,-0.04459623,0.9892702
1.332759380,0.09935477,0.0676771,-0.04012669,0.9902353
1.352577210,0.09064815,0.06990237,-0.0409818,0.9908808
1.372395039,0.08144762,0.07069101,-0.04568335,0.9914181
1.392213345,0.07241522,0.0706225,-0.0524282,0.9917901
1.412031174,0.06406928,0.07056359,-0.05820813,0.9920461
1.431849003,0.05658914,0.0702878,-0.0622618,0.9922743
1.451667309,0.04990144,0.07069012,-0.06536038,0.9924054
1.471485138,0.04373436,0.07122519,-0.06727351,0.9925302
1.491302967,0.03738047,0.07114432,-0.06917219,0.9926651
1.511120796,0.03068838,0.07001315,-0.07237923,0.9927464
1.530939579,0.02352589,0.06776596,-0.07523131,0.9928858
1.550757408,0.01576923,0.06630243,-0.07577955,0.9930964
1.570575237,0.007505886,0.06606054,-0.07509703,0.9932611
1.590393543,-0.001549835,0.06492753,-0.07536817,0.9933425
1.612688542,-0.0134498,0.06294724,-0.07788574,0.9931859
1.632506371,-0.02476571,0.06060955,-0.07983542,0.9929588
1.652325154,-0.03557979,0.05755424,-0.08153968,0.9926735
1.672142983,-0.04543168,0.05476904,-0.08226352,0.9923692
1.691960812,-0.05464602,0.05283741,-0.08253939,0.9919864
1.711778164,-0.06331958,0.05049465,-0.08417117,0.9914554
1.731596947,-0.07225578,0.04704493,-0.0873813,0.9907361
1.751414776,-0.081351,0.044236,-0.09075546,0.9898567
1.771232605,-0.09018267,0.04285229,-0.09331261,0.9889141
1.791050911,-0.09900913,0.04102803,-0.09476908,0.9880083
1.810868740,-0.107154,0.03859304,-0.09543707,0.9871919
1.830686569,-0.1148839,0.0361985,-0.09513946,0.9864419
1.850504875,-0.1231127,0.03376511,-0.09467671,0.9855797
1.870322705,-0.132265,0.03136311,-0.09668282,0.9842776
1.892618180,-0.1433547,0.027307,-0.1002582,0.9824865
