Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,0.1976999,0.1825299,0.08489711,-0.009185379,-0.007902336,1.000417,49.66882,-35.30334,-80.50124,1004.549
0.009907246,0.3201669,0.1825299,-0.09859026,-0.003834671,-0.008362747,0.9999028,50.34156,-34.93776,-80.95361,1004.549
0.029722214,0.1976999,0.0615045,-0.09859026,-0.01210442,-0.005962709,1.003339,50.34156,-34.93776,-80.95361,1004.549
0.049537182,0.07523298,0.2430426,-0.1597527,-0.005773431,-0.008368127,1.001844,50.34156,-34.93776,-80.95361,1004.548
0.069352627,0.1364664,0.1825299,-0.2209152,-0.005267471,-0.01128481,1.002792,50.34732,-35.30445,-80.94714,1004.548
0.089167595,0.1976999,0.1220172,-0.3432401,-0.004799685,-0.008851191,1.001354,50.34732,-35.30445,-80.94714,1004.549
0.108983040,0.07523298,0.1825299,-0.09859026,-0.004322086,-0.007877167,1.000391,50.71785,-35.30047,-80.94852,1004.549
0.128798008,0.1976999,0.3035553,-0.2209152,-0.002361458,-0.007367286,1.005692,50.71785,-35.30047,-80.94852,1004.551
0.148612976,0.2589334,0.1220172,-0.2209152,-0.006269043,-0.007888407,0.9999186,50.71785,-35.30047,-80.94852,1004.551
0.168428421,0.1976999,0.1220172,-0.1597527,-0.006269597,-0.008377675,0.9989507,50.34732,-35.30445,-80.94714,1004.55
0.188243389,0.1976999,0.1825299,-0.1597527,-0.004817144,-0.00690818,0.999433,50.34732,-35.30445,-80.94714,1004.55
0.208058357,0.1976999,0.0615045,-0.09859026,-0.004775092,-0.008833614,1.008594,50.34732,-35.30445,-80.94714,1004.553
0.230350494,0.1364664,0.0009917939,-0.09859026,-0.003356472,-0.003966192,1.00475,49.97749,-35.30122,-80.56573,1004.553
0.250165463,0.1364664,0.2430426,-0.2209152,-0.004336266,-0.005931813,0.9994354,49.97749,-35.30122,-80.56573,1004.55
0.269980431,0.1976999,0.1220172,-0.03742781,-0.006761353,-0.005939711,1.001379,50.72361,-35.66716,-80.94204,1004.55
0.289795876,0.1364664,-0.05952091,-0.3432401,-0.005781028,-0.004951454,1.00524,50.72361,-35.66716,-80.94204,1004.548
0.309610844,0.1364664,0.1825299,-0.03742781,-0.006298533,-0.006442867,0.9936513,50.72361,-35.66716,-80.94204,1004.548
0.329426289,0.1976999,0.1220172,-0.2209152,-0.00630396,-0.004002385,0.9960773,50.33582,-34.57106,-80.96009,1004.545
0.349241257,0.1976999,0.1825299,-0.2209152,-0.006270106,-0.005933678,1.002825,50.33582,-34.57106,-80.96009,1004.545
0.369056225,0.1976999,0.0615045,-0.2820776,-0.008214337,-0.006431842,1.00235,50.71715,-35.30769,-81.32854,1004.548
0.388871670,0.3201669,0.0615045,-0.03742781,-0.002412749,-0.00202635,0.9994449,50.71715,-35.30769,-81.32854,1004.548
0.408686638,0.1364664,0.0615045,-0.09859026,-0.005775047,-0.006902668,1.003782,50.71715,-35.30769,-81.32854,1004.547
0.428501606,0.1364664,0.0615045,-0.2820776,-0.006765718,-0.005453958,1.000899,50.34156,-34.93776,-80.95361,1004.547
0.448317051,0.1976999,0.0009917939,0.02373465,-0.004825873,-0.005936674,0.9984727,50.34156,-34.93776,-80.95361,1004.544
0.468132019,0.0139995,0.1220172,-0.2209152,-0.00917344,-0.0132714,0.9950801,50.34732,-35.30445,-80.94714,1004.544
