Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.186414719,99.23047,1168.3125,4.095,268.75,0
1.241149902,99.23047,837.09375,4.09375,263.4375,0
2.119889259,99.21875,683.4375,4.091875,270.3125,0
3.174777031,99.20313,570.28125,4.09125,260.625,0
4.229584217,99.20313,495.375,4.090625,265.625,0
5.108465195,99.19141,447.75,4.09125,252.1875,0
6.163361073,99.19141,404.34375,4.094375,247.1875,0
7.218159199,99.17969,376.5,4.094375,257.1875,0
8.097173691,99.16797,352.40625,4.09125,266.875,0
9.151843071,99.16797,331.78125,4.090625,261.5625,0
10.206744194,99.15625,313.40625,4.089375,273.125,0
11.085754395,99.14453,301.59375,4.08875,260.3125,0
12.140425205,99.14453,288.84375,4.0875,265.625,0
13.195317268,99.13281,278.53125,4.086875,263.75,0
14.250346661,99.12109,268.96875,4.0875,274.0625,0
15.128969669,99.12109,261.65625,4.08625,270.3125,0
16.183837414,99.10547,254.625,4.085625,274.6875,0
17.238686562,99.09375,248.53125,4.0875,260.3125,0
18.117753506,99.09375,244.40625,4.085625,261.875,0
19.172757626,99.08203,238.125,4.083125,324.375,0
