Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-0.3426308,0.3741281,0.7359504
0.009907246,-0.3451682,0.3756931,0.7347776
0.029722214,-0.3391763,0.3762996,0.7306924
0.049537182,-0.3362263,0.3808668,0.7271923
0.069352627,-0.3415573,0.3820281,0.7236322
0.089167595,-0.3430378,0.3832,0.719047
0.108983040,-0.3444285,0.3866256,0.7155215
0.128798008,-0.3466509,0.3876601,0.7115313
0.148612976,-0.341976,0.3885661,0.7066723
0.168428421,-0.3409618,0.3881876,0.7027067
0.188243389,-0.3401524,0.3846923,0.6991879
0.210535049,-0.343028,0.3912412,0.6955601
0.230350494,-0.3372376,0.3899384,0.692087
0.250165463,-0.3351552,0.3897525,0.6882797
0.269980431,-0.3329703,0.3882309,0.6844797
0.289795876,-0.3293619,0.3807844,0.6803772
0.309610844,-0.3295909,0.3788632,0.6765631
0.329426289,-0.3276646,0.3791598,0.6724632
0.349241257,-0.326299,0.3770588,0.6690938
0.369056225,-0.3241265,0.3778934,0.6648333
0.388871670,-0.3186751,0.3753527,0.6610424
0.408686638,-0.3158362,0.3753833,0.6578534
0.428501606,-0.3170271,0.3782328,0.6528088
0.448317051,-0.3189529,0.3770458,0.6495911
0.468132019,-0.3200096,0.3757251,0.6460765
0.490423679,-0.3163797,0.3803041,0.6409673
0.510239124,-0.3119234,0.3800283,0.6373218
0.530054093,-0.3103522,0.3803807,0.633514
0.549869537,-0.3107899,0.379622,0.6301534
0.569684506,-0.3098466,0.3781066,0.6266425
0.589499474,-0.3068655,0.3816239,0.6226897
0.609314919,-0.3062039,0.3826872,0.6187259
0.629129887,-0.3017005,0.3854854,0.6158394
0.648944855,-0.3010366,0.3830121,0.6118645
0.668760300,-0.2989643,0.3851067,0.6080614
0.688575268,-0.2973535,0.3871538,0.6053176
0.708390236,-0.2958395,0.3862515,0.6024218
0.728205681,-0.2939583,0.3885186,0.5981541
0.750497341,-0.2903966,0.3896225,0.5930384
0.770313263,-0.2899436,0.391535,0.5886103
0.790127754,-0.2873859,0.3940499,0.5852629
0.809943676,-0.2841006,0.3952844,0.5817659
0.829758644,-0.2833861,0.3957092,0.5785692
0.849573612,-0.2819394,0.3971436,0.5739932
0.869389057,-0.2812226,0.3975215,0.5685207
0.889204025,-0.2776019,0.3983945,0.5645737
0.909018994,-0.2766146,0.3994002,0.5607544
0.928834439,-0.2769162,0.4010088,0.5580106
0.948649407,-0.2734157,0.4022536,0.553907
0.968464852,-0.2711714,0.4016744,0.5505645
0.988279819,-0.269358,0.4036323,0.5469164
1.008094788,-0.2668836,0.4057196,0.5437172
1.030386925,-0.2643678,0.4078386,0.5401184
