Time (s),W,X,Y,Z
0.000000000,0.9982821,0.002995722,-0.003251275,-0.006399484
0.009907246,0.998282,0.003017806,-0.003264844,-0.006389414
0.029722214,0.9982824,0.002965701,-0.003270584,-0.006353791
0.049537182,0.9982826,0.002940241,-0.003310759,-0.006323434
0.069352627,0.9982826,0.002986488,-0.003320709,-0.006292708
0.089167595,0.9982828,0.002999273,-0.003330991,-0.006252973
0.108983040,0.9982828,0.003011431,-0.003360952,-0.006222492
0.128798008,0.998283,0.003030666,-0.003369979,-0.006187943
0.148612976,0.9982834,0.002989984,-0.003378277,-0.006145642
0.168428421,0.9982836,0.002981042,-0.003375125,-0.006111171
0.188243389,0.9982839,0.002973725,-0.003344706,-0.006080506
0.208058357,0.9982837,0.003007758,-0.003398328,-0.006055312
0.230350494,0.9982842,0.002948488,-0.003390899,-0.006018905
0.250165463,0.9982844,0.002930286,-0.003389481,-0.005985782
0.269980431,0.9982848,0.002911125,-0.00337639,-0.005952687
0.289795876,0.9982852,0.002879291,-0.003311588,-0.005916778
0.309610844,0.9982855,0.002881071,-0.003294879,-0.005883622
0.329426289,0.9982857,0.002864244,-0.003297672,-0.005847977
0.349241257,0.9982859,0.002852183,-0.00327946,-0.005818632
0.369056225,0.9982863,0.002833243,-0.00328697,-0.005781601
0.388871670,0.9982867,0.002785677,-0.003265127,-0.00574847
0.408686638,0.9982868,0.002760939,-0.003265614,-0.005720702
0.428501606,0.998287,0.002771277,-0.003290584,-0.005677005
0.448317051,0.9982871,0.002787847,-0.003280191,-0.005649096
0.468132019,0.9982873,0.002796856,-0.00326868,-0.005618579
0.490423679,0.9982876,0.002765418,-0.003309006,-0.005574227
0.510239124,0.9982879,0.00272661,-0.003306898,-0.005542441
0.530054093,0.998288,0.002712875,-0.003310144,-0.005509343
0.549869537,0.9982882,0.002716542,-0.00330357,-0.005480161
0.569684506,0.9982885,0.00270818,-0.003290452,-0.005449617
0.589499474,0.9982886,0.00268235,-0.003321431,-0.005415292
0.609314919,0.9982888,0.002676541,-0.003330849,-0.005380883
0.629129887,0.998289,0.002637489,-0.003355585,-0.005355757
0.648944855,0.9982893,0.002631494,-0.003334088,-0.005321171
0.668760300,0.9982894,0.002613489,-0.003352579,-0.005288139
0.688575268,0.9982895,0.002599517,-0.00337061,-0.005264315
0.708390236,0.9982896,0.002586245,-0.003362857,-0.005239107
0.728205681,0.9982898,0.002569891,-0.003382856,-0.005202049
0.748020649,0.9982901,0.002537466,-0.003394677,-0.005162374
0.770313263,0.9982902,0.002534888,-0.003409614,-0.005119136
0.790127754,0.9982904,0.002512693,-0.003431784,-0.005090052
0.809943676,0.9982905,0.00248412,-0.003442796,-0.005059617
0.829758644,0.9982908,0.00247784,-0.003446609,-0.005031852
0.849573612,0.998291,0.002465205,-0.00345931,-0.00499211
0.869389057,0.9982911,0.002458832,-0.003462761,-0.00494458
0.889204025,0.9982913,0.002427315,-0.003470632,-0.004910221
0.909018994,0.9982915,0.002418671,-0.003479545,-0.004877053
0.928834439,0.9982916,0.002421275,-0.003493651,-0.004853273
0.948649407,0.9982919,0.00239081,-0.003504765,-0.004817565
0.968464852,0.998292,0.002371198,-0.003499865,-0.004788464
0.988279819,0.9982921,0.002355424,-0.00351713,-0.004756773
1.008094788,0.9982922,0.002333928,-0.003535543,-0.004728963
1.030386925,0.9982923,0.002312062,-0.003554241,-0.004697682
1.050201893,0.9982926,0.002292013,-0.003567251,-0.004660655
1.070016861,0.9982928,0.002265516,-0.003575202,-0.004623652
1.089832306,0.9982929,0.002244561,-0.003582556,-0.00458924
1.109647274,0.9982932,0.002225501,-0.003588299,-0.00455488
1.129462242,0.9982932,0.002206151,-0.003601014,-0.004531056
1.149277687,0.9982933,0.002179143,-0.003631881,-0.004499289
1.169092655,0.9982933,0.002161534,-0.003655223,-0.004476725
1.188908100,0.9982936,0.002137837,-0.003665753,-0.004444997
1.208723545,0.9982935,0.002134765,-0.003683355,-0.00442118
1.228538990,0.9982938,0.002111559,-0.003708446,-0.004373613
1.248353958,0.9982938,0.002087611,-0.003723052,-0.004340508
1.268168926,0.9982939,0.002053495,-0.003740069,-0.004320587
1.290461063,0.9982942,0.002023132,-0.003736895,-0.004282694
1.310276032,0.9982944,0.002004747,-0.003749549,-0.004244357
1.330091000,0.9982945,0.001996135,-0.003765784,-0.004196761
1.349906445,0.9982947,0.001994307,-0.003768473,-0.004168976
1.369721413,0.9982948,0.001969031,-0.003779051,-0.004129331
1.389536858,0.9982949,0.001939993,-0.003805432,-0.004093645
1.409351826,0.9982951,0.001920032,-0.003805468,-0.004059259
1.429166794,0.9982952,0.001894252,-0.003827138,-0.004032746
1.448982716,0.9982951,0.001867997,-0.003851534,-0.004014173
1.468797684,0.9982952,0.001840747,-0.003877713,-0.003977145
1.488613129,0.9982954,0.001821279,-0.003896038,-0.003950618
1.508428097,0.9982954,0.001818447,-0.003910235,-0.003924165
1.528243542,0.9982955,0.001800748,-0.003909877,-0.003888428
1.548058510,0.9982956,0.00179044,-0.003924697,-0.003856673
1.570350170,0.9982959,0.001761773,-0.00392954,-0.003814791
1.590165615,0.9982959,0.001747066,-0.003946453,-0.003784357
1.609980583,0.998296,0.001728339,-0.003953575,-0.003747321
1.629795551,0.9982961,0.001696253,-0.003962905,-0.003724784
1.649611473,0.9982963,0.001669917,-0.003981993,-0.003687671
1.669426441,0.9982964,0.001653288,-0.003985307,-0.003659856
1.689241886,0.9982964,0.001630552,-0.003999475,-0.003626778
1.709056854,0.9982965,0.001618673,-0.004018546,-0.003601626
1.728872299,0.9982967,0.001606399,-0.004031386,-0.003567215
1.748687267,0.9982966,0.00160431,-0.004049907,-0.003536743
1.768502236,0.9982967,0.001585833,-0.00405592,-0.003503579
1.788317681,0.9982969,0.001564355,-0.004062572,-0.003471788
1.808132649,0.998297,0.001544844,-0.004063888,-0.003442608
1.830425263,0.9982972,0.001529091,-0.004070844,-0.003402068
1.850240231,0.9982973,0.00151069,-0.004071922,-0.00336502
1.870055199,0.9982975,0.001502533,-0.004066321,-0.003331963
1.889870644,0.9982975,0.001479118,-0.004083196,-0.003308082
1.909685612,0.9982976,0.001457287,-0.00408361,-0.003276252
1.929501057,0.9982976,0.001442918,-0.004102833,-0.003256324
1.949316025,0.9982977,0.001419462,-0.004104724,-0.003227142
1.969130993,0.9982978,0.001406376,-0.004128949,-0.003200617
1.988946438,0.9982979,0.001385698,-0.004137048,-0.003179372
2.008761883,0.9982979,0.001375315,-0.004146121,-0.003154206
2.028577328,0.9982979,0.001352503,-0.004142457,-0.00313824
2.048392296,0.9982981,0.001329658,-0.00415743,-0.003102479
2.068207741,0.9982981,0.001315232,-0.004163177,-0.003073282
2.088022709,0.9982982,0.00132202,-0.004174647,-0.003044181
2.110314369,0.9982982,0.001309617,-0.004183865,-0.00300494
2.130130291,0.9982983,0.001308219,-0.004196261,-0.002977103
2.149945259,0.9982983,0.001310251,-0.004204592,-0.002951964
2.169760704,0.9982984,0.001308779,-0.004220878,-0.002920156
2.189575672,0.9982985,0.001285196,-0.004232832,-0.002886982
2.209390640,0.9982985,0.001275704,-0.004247562,-0.00286178
2.229206085,0.9982986,0.001256663,-0.004259338,-0.002835319
2.249021053,0.9982986,0.001242251,-0.004258153,-0.002803514
2.268836498,0.9982986,0.001229408,-0.00426763,-0.002777017
2.288651466,0.9982988,0.001219766,-0.00427238,-0.00274387
2.308467388,0.9982988,0.001203144,-0.004275312,-0.002713378
2.328282356,0.9982988,0.001188527,-0.004295968,-0.002686841
2.348097324,0.9982988,0.001176849,-0.004309073,-0.002668301
2.370389462,0.9982989,0.001156719,-0.004325097,-0.002626388
2.390204430,0.998299,0.001145499,-0.004319204,-0.002597252
2.410020352,0.998299,0.001132214,-0.004342879,-0.002560113
2.429835320,0.9982992,0.00110072,-0.004353979,-0.002528269
2.449650765,0.9982992,0.001087795,-0.004360818,-0.002495108
2.469465733,0.9982993,0.00108078,-0.004357587,-0.002463257
2.489280701,0.9982994,0.001075736,-0.004361096,-0.002424855
2.509096146,0.9982994,0.001068126,-0.004373622,-0.002395675
2.528911114,0.9982994,0.001047685,-0.00437567,-0.002375728
2.548727036,0.9982995,0.001041585,-0.004365413,-0.002349251
2.568542004,0.9982996,0.001042561,-0.004367436,-0.002320097
2.588357449,0.9982996,0.001044185,-0.004379614,-0.002292312
2.608172417,0.9982997,0.001041096,-0.004389933,-0.00225655
2.630464077,0.9982997,0.001031505,-0.004400418,-0.002218624
2.650279999,0.9982998,0.001018717,-0.004412018,-0.002186811
2.670094967,0.9982998,0.00100203,-0.004412233,-0.002157698
2.689910412,0.9983,0.0009929875,-0.004421364,-0.002120657
2.709725380,0.9983,0.0009823736,-0.004425267,-0.002090175
2.729540825,0.9983001,0.0009775634,-0.004428076,-0.002060996
2.749355793,0.9983,0.0009697135,-0.004438118,-0.002027847
2.769170761,0.9983002,0.0009625509,-0.004437237,-0.001989434
2.788986683,0.9983002,0.0009581546,-0.004436695,-0.001953694
2.808801651,0.9983003,0.0009480755,-0.004441204,-0.001924507
2.828617096,0.9983003,0.0009385408,-0.004453755,-0.001896578
2.848432064,0.9983003,0.0009278242,-0.004456999,-0.001864702
2.868247509,0.9983003,0.0009131344,-0.004461206,-0.001836822
2.888062477,0.9983004,0.0009075719,-0.00446782,-0.001797203
2.910355091,0.9983004,0.0008911049,-0.004485531,-0.001768462
2.930170059,0.9983004,0.0008766436,-0.004486625,-0.001731408
2.949985028,0.9983004,0.0008660405,-0.004499307,-0.001698297
2.969800472,0.9983005,0.0008542936,-0.004511566,-0.001663844
2.989615917,0.9983006,0.0008367539,-0.004509005,-0.001632096
3.009431362,0.9983007,0.0008243952,-0.00449979,-0.00160692
3.029246330,0.9983007,0.0008115314,-0.004505667,-0.001568456
3.049061775,0.9983007,0.0008085005,-0.004515001,-0.001537904
3.068876743,0.9983009,0.0007975966,-0.004510173,-0.001506037
3.088691711,0.9983007,0.0007939195,-0.004527097,-0.001478183
3.108507156,0.9983007,0.0007825795,-0.004545289,-0.001450345
3.128322601,0.9983008,0.0007800473,-0.0045564,-0.001418585
3.148138046,0.9983008,0.0007522436,-0.004556676,-0.00138674
3.170429707,0.9983007,0.0007549702,-0.004563591,-0.001344849
3.190245628,0.9983009,0.0007495498,-0.004569286,-0.001314329
3.210060597,0.9983009,0.000737235,-0.004578074,-0.001278559
3.229876041,0.9983009,0.0007213742,-0.00458078,-0.00125201
3.249691010,0.9983009,0.0007319483,-0.004587232,-0.001217543
3.269505978,0.998301,0.0007164751,-0.004593534,-0.0011818
3.289321423,0.9983009,0.0007179966,-0.004605366,-0.001142044
3.309136868,0.9983009,0.0007106815,-0.004609316,-0.001119475
3.328952313,0.9983009,0.000709863,-0.004626142,-0.001090275
3.348767281,0.9983009,0.0006972377,-0.004626851,-0.001050509
3.368582726,0.9983009,0.0006782403,-0.004623305,-0.00102522
3.388397694,0.998301,0.0006653601,-0.004625853,-0.0009907947
3.408213616,0.998301,0.0006527613,-0.004625021,-0.0009629059
3.428028584,0.9983011,0.0006523685,-0.004622189,-0.0009403683
3.450320244,0.9983011,0.000659462,-0.004623629,-0.0009169076
3.470136166,0.9983011,0.0006510832,-0.004632737,-0.000879776
3.489951134,0.998301,0.0006487997,-0.004645025,-0.0008545279
3.509766579,0.998301,0.0006558064,-0.004648944,-0.0008122376
3.529581547,0.9983011,0.0006340171,-0.004647194,-0.0007790425
3.549396992,0.9983011,0.0006294433,-0.004649037,-0.0007472108
3.569211960,0.9983011,0.000626614,-0.004656621,-0.0007087511
3.589027882,0.9983011,0.0006192184,-0.004667846,-0.0006795743
3.608842850,0.9983011,0.0006076401,-0.004670423,-0.000643776
3.628657818,0.998301,0.0006059369,-0.004689171,-0.0006159599
3.648473263,0.998301,0.0005836838,-0.004689798,-0.000592029
3.668288231,0.9983011,0.000566422,-0.004690291,-0.0005654672
3.688104153,0.9983011,0.0005656398,-0.00469197,-0.0005256708
3.710395813,0.998301,0.0005663144,-0.004713279,-0.0004916271
3.730211735,0.998301,0.0005726279,-0.004720132,-0.0004598045
3.750026703,0.998301,0.0005664507,-0.004728686,-0.0004253034
3.769842148,0.9983009,0.0005738265,-0.004736829,-0.0003908048
3.789657116,0.998301,0.0005776462,-0.004726308,-0.0003682474
3.809472561,0.998301,0.0005734166,-0.004727771,-0.0003443046
3.829288006,0.9983011,0.0005723765,-0.004726686,-0.0003124785
3.849103451,0.9983011,0.0005744452,-0.004725313,-0.0002754212
3.868918419,0.998301,0.0005750892,-0.004737982,-0.0002515214
3.888733387,0.9983011,0.0005606196,-0.004734434,-0.0002143714
3.908548832,0.998301,0.0005636493,-0.004731044,-0.0001878251
3.928364754,0.998301,0.0005661962,-0.004730924,-0.000157301
3.948179722,0.998301,0.0005645642,-0.004735413,-0.0001347415
3.967994690,0.998301,0.0005568008,-0.004738318,-0.0001055167
3.990287304,0.998301,0.0005447682,-0.004738907,-7.019494E-05
4.010102272,0.998301,0.000529938,-0.004741372,-3.43759E-05
4.029917717,0.9983011,0.0005112248,-0.00473672,8.047776E-06
4.049732685,0.9983011,0.0005050505,-0.004730397,3.99426E-05
4.069548607,0.9983012,0.0004848529,-0.004724086,5.992384E-05
4.089363575,0.9983011,0.0004982795,-0.004732513,7.32531E-05
4.109179020,0.9983011,0.0004972368,-0.004731373,9.977642E-05
4.128993988,0.9983011,0.0004860628,-0.004729914,0.0001330081
4.148808956,0.9983011,0.0004963025,-0.004729155,0.0001635356
4.168624878,0.9983012,0.0004860293,-0.004715215,0.0002006612
4.188439846,0.9983011,0.0004796869,-0.004715092,0.0002377607
4.208255291,0.9983011,0.000482065,-0.004727665,0.0002656295
4.228070259,0.998301,0.0004696616,-0.004739192,0.0003067625
4.250362873,0.998301,0.0004722933,-0.004746861,0.00033552
4.270177841,0.9983009,0.0004615937,-0.004765718,0.0003528589
4.289993763,0.9983009,0.0004596782,-0.004768098,0.0003873043
4.309808731,0.9983009,0.0004616258,-0.004764549,0.0004151662
4.329624176,0.9983009,0.0004515761,-0.004769044,0.0004549591
4.349439144,0.9983009,0.0004716503,-0.004759807,0.0004828198
4.369254112,0.9983008,0.0004623303,-0.004765958,0.0005015173
4.389070034,0.9983007,0.0004582161,-0.004776423,0.0005333544
4.408885479,0.9983007,0.0004449444,-0.004778739,0.000557222
4.428700447,0.9983008,0.0004436796,-0.00478094,0.0005837295
4.448515415,0.9983008,0.0004408083,-0.004780932,0.0006155841
4.468331337,0.9983007,0.0004336019,-0.004783028,0.0006447422
4.488146782,0.9983007,0.0004275377,-0.004772653,0.0006792115
4.510438919,0.9983006,0.000422233,-0.004775108,0.0007223923
4.530254364,0.9983006,0.0004283932,-0.00478895,0.0007488129
4.550069332,0.9983005,0.0004242433,-0.00479865,0.0007844898
4.569884300,0.9983004,0.000417039,-0.004811412,0.0008081792
4.589700222,0.9983003,0.0004125027,-0.004827957,0.0008528781
4.609515190,0.9983002,0.0004015053,-0.004838295,0.0008842826
4.629330635,0.9983002,0.000398697,-0.00483588,0.0009103182
4.649145603,0.9983001,0.0003992687,-0.004841963,0.0009402519
4.668961525,0.9983001,0.0003897804,-0.004841159,0.0009635716
4.688776493,0.9983001,0.0003944011,-0.004847773,0.0009841382
4.708591938,0.9983001,0.0003945672,-0.004836331,0.001007363
4.728406906,0.9983,0.0003981987,-0.004846903,0.001035748
4.748222828,0.9982999,0.0004014414,-0.004862036,0.001066682
4.768037796,0.9982999,0.0003931592,-0.004858979,0.001100244
4.790330410,0.9983,0.0003888785,-0.004836378,0.001135653
4.810145378,0.9982999,0.0003960657,-0.004840758,0.001166327
4.829960823,0.9982999,0.0003927338,-0.004835868,0.001206134
4.849775791,0.9982998,0.0003881256,-0.004845487,0.001239293
4.869591713,0.9982997,0.000384933,-0.004849507,0.001264516
4.889406681,0.9982997,0.0003724765,-0.004855402,0.001290898
4.909221649,0.9982997,0.0003733109,-0.004850376,0.001331783
4.929037571,0.9982996,0.0003784249,-0.004860184,0.001367247
4.948853016,0.9982996,0.0003647766,-0.004841311,0.001396065
4.968667984,0.9982996,0.0003767086,-0.004850111,0.00142082
4.988482952,0.9982995,0.0003733905,-0.004853598,0.001441566
5.008298874,0.9982995,0.0003784054,-0.004844738,0.001467536
5.028114319,0.9982995,0.000373548,-0.004845832,0.001485576
5.050406456,0.9982994,0.0003794706,-0.004846038,0.001515979
5.070221901,0.9982994,0.00037567,-0.00485389,0.001535139
5.090036869,0.9982993,0.0003705851,-0.004859797,0.001554328
5.109851837,0.9982992,0.0003671731,-0.004871689,0.001578671
5.129667759,0.9982992,0.0003671985,-0.004870331,0.001599035
5.149482727,0.9982991,0.0003701475,-0.00487243,0.001641778
5.169298172,0.9982991,0.0003808361,-0.004868032,0.001669878
5.189114094,0.998299,0.0003830498,-0.004872115,0.0017045
5.208929062,0.9982989,0.0003804963,-0.004875262,0.001732459
5.228744030,0.998299,0.0003759132,-0.004867347,0.001764378
5.248559475,0.9982988,0.0003794041,-0.004873042,0.001790858
5.268374920,0.9982988,0.0003864031,-0.004873646,0.001817252
5.288190365,0.9982987,0.0003870293,-0.004874111,0.001835738
5.308005333,0.9982987,0.0003822696,-0.004874103,0.001863366
5.330297947,0.9982986,0.0003696194,-0.004885016,0.001890062
5.350112915,0.9982987,0.000362934,-0.004873266,0.001909679
5.369928837,0.9982986,0.0003692358,-0.004868485,0.001939787
5.389743805,0.9982986,0.0003681444,-0.00484995,0.001978994
5.409559250,0.9982986,0.0003675943,-0.00485847,0.001997031
5.429374218,0.9982985,0.000366546,-0.004848975,0.002020339
5.449190140,0.9982983,0.0003579626,-0.004862872,0.002050135
5.469005108,0.9982983,0.0003552677,-0.004872947,0.002066698
5.488820553,0.9982982,0.000346105,-0.004872077,0.002093812
5.508635998,0.9982982,0.0003561569,-0.004882671,0.002120814
5.528451443,0.998298,0.0003525359,-0.004893748,0.002145146
5.548266411,0.998298,0.0003533948,-0.004893724,0.00217202
5.568082333,0.9982979,0.0003527956,-0.004892494,0.002206748
5.590373993,0.9982978,0.0003621108,-0.004912326,0.002241743
5.610189915,0.9982977,0.0003605958,-0.004910429,0.002267033
5.630004883,0.9982976,0.0003670543,-0.004912076,0.002290969
5.649820328,0.9982975,0.0003677377,-0.004914155,0.002322796
5.669635773,0.9982975,0.0003707498,-0.004918517,0.002346541
5.689451218,0.9982975,0.0003768532,-0.004912558,0.002367627
5.709266186,0.9982974,0.0003634206,-0.004916268,0.002384759
5.729081631,0.9982973,0.000375814,-0.004918637,0.002413647
5.748897076,0.9982972,0.000370647,-0.004918972,0.00243985
5.768712521,0.9982972,0.0003650409,-0.004918696,0.002463355
5.788527489,0.998297,0.0003665292,-0.004934609,0.002482893
5.808343411,0.998297,0.0003745885,-0.004937327,0.002510244
5.828158379,0.9982969,0.0003738797,-0.004942446,0.002537495
5.847973824,0.9982967,0.0003667155,-0.004946557,0.002569988
5.870265961,0.9982967,0.0003697821,-0.004946629,0.002600047
5.890081406,0.9982966,0.000360299,-0.004948619,0.00264029
5.909896851,0.9982966,0.0003623132,-0.004955795,0.002667209
5.929712296,0.9982964,0.0003663073,-0.004954068,0.002696731
5.949527264,0.9982964,0.0003646509,-0.004960502,0.002714301
5.969343186,0.9982962,0.0003721685,-0.004965497,0.002746266
5.989158154,0.9982962,0.0003578094,-0.004969704,0.002771652
6.008973598,0.9982961,0.0003483181,-0.004946993,0.002803506
6.028789043,0.998296,0.0003558436,-0.004958416,0.002827422
6.048604488,0.9982959,0.000356414,-0.004958814,0.002855283
6.068419456,0.9982959,0.000357909,-0.004961789,0.002861914
6.088235378,0.9982958,0.0003574878,-0.004960802,0.002893636
6.108050346,0.9982957,0.0003453604,-0.004960967,0.002927924
6.130342960,0.9982956,0.0003547436,-0.004969311,0.002947639
6.150157929,0.9982955,0.0003472721,-0.004971622,0.002975143
6.169973373,0.9982954,0.0003425546,-0.004974145,0.002998605
6.189788818,0.9982954,0.0003453937,-0.004980771,0.003022034
6.209604263,0.9982953,0.0003484114,-0.004979668,0.00304139
6.229419231,0.9982952,0.0003388224,-0.004966533,0.003067346
6.249235153,0.9982952,0.0003515928,-0.004986727,0.00308667
6.269050121,0.998295,0.0003533344,-0.004988754,0.003119096
6.288866043,0.9982949,0.0003559506,-0.004996655,0.003150181
6.308681488,0.9982948,0.0003622696,-0.005001675,0.003171867
6.328496456,0.9982947,0.0003818273,-0.004997133,0.003200121
6.348312378,0.9982945,0.0003930385,-0.004999539,0.003222976
6.368127346,0.9982945,0.0003927384,-0.004991368,0.003247189
6.390419960,0.9982944,0.0004066064,-0.004995977,0.003275289
6.410234928,0.9982944,0.0004135311,-0.005002769,0.003290122
6.430049896,0.9982943,0.0004052586,-0.004999688,0.003318139
6.449865818,0.9982942,0.0004057955,-0.004983527,0.003346057
6.469681263,0.9982941,0.0004152224,-0.004997456,0.003371224
6.489496231,0.9982941,0.0004018791,-0.005008717,0.003388447
6.509312153,0.9982939,0.0003994703,-0.005008732,0.003416155
6.529127121,0.9982938,0.0004006115,-0.005006575,0.003447764
6.548942089,0.9982939,0.0004102282,-0.004993671,0.003466101
6.568758011,0.9982937,0.0004115511,-0.004990065,0.003502843
6.588573456,0.9982936,0.0004177127,-0.004984582,0.003526324
6.608388901,0.9982935,0.00041192,-0.004980464,0.003560281
6.628204346,0.9982936,0.0004048484,-0.004960818,0.003579639
6.648019314,0.9982935,0.0004396063,-0.00494878,0.003604233
6.670311928,0.9982935,0.0003846927,-0.004942273,0.003644792
6.690126896,0.9982934,0.000400745,-0.004940578,0.003669138
6.709942818,0.9982932,0.0004121602,-0.004935266,0.00370404
6.729757786,0.9982932,0.0004127565,-0.004926133,0.003738916
6.749573708,0.998293,0.0004180215,-0.004944179,0.003767049
6.769388676,0.9982929,0.0004256457,-0.00494346,0.003795101
6.789204121,0.9982927,0.0004203807,-0.004946496,0.003827104
6.809020043,0.9982927,0.000427756,-0.00494191,0.003836566
6.828835011,0.9982926,0.0004359767,-0.004952449,0.003863133
6.848649979,0.9982925,0.0004280464,-0.004950653,0.003877858
6.868465901,0.9982923,0.0004319364,-0.004961937,0.003904368
6.888280869,0.9982922,0.0004433939,-0.004974646,0.003921567
6.908096314,0.9982921,0.0004365646,-0.004965732,0.003950611
6.930388451,0.998292,0.0004346007,-0.004976359,0.003964854
6.950204373,0.9982919,0.000437151,-0.004980289,0.00399778
6.970019818,0.9982918,0.0004417977,-0.00497919,0.004023989
6.989834785,0.9982917,0.0004544478,-0.004978178,0.004058013
7.009650707,0.9982916,0.0004512604,-0.004973371,0.004085338
7.029465675,0.9982914,0.0004389363,-0.004977635,0.004103472
7.049281597,0.9982914,0.000439656,-0.004972012,0.004128052
7.069096565,0.9982913,0.0004571386,-0.004977535,0.004148528
7.088912010,0.9982912,0.00047268,-0.004981494,0.004176943
7.108727455,0.9982911,0.0004908561,-0.00497327,0.004193439
7.128542900,0.998291,0.0005036487,-0.004967747,0.004228386
7.148357868,0.998291,0.000509304,-0.004959041,0.004235501
