Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.993057,0.009081963,-0.01768556,-0.009346122,0.9931007,-0.01486061,0.01754739,0.01502351,0.9929876
0.002476692,0.9930573,0.009091715,-0.01766359,-0.009355673,0.9931005,-0.01486795,0.01752521,0.01503081,0.9929879
0.004953861,0.993057,0.00910354,-0.01767042,-0.00936777,0.9931002,-0.01487755,0.01753177,0.01504068,0.9929875
0.007430553,0.9930574,0.009112976,-0.0176467,-0.009377083,0.9931,-0.01489098,0.01750778,0.01505406,0.9929879
0.009907246,0.9930576,0.009122263,-0.01763339,-0.009386654,0.9930995,-0.01491862,0.01749408,0.01508174,0.9929877
0.012384415,0.9930573,0.009131394,-0.01764672,-0.009396436,0.993099,-0.01494409,0.01750703,0.0151075,0.992987
0.014861107,0.9930566,0.009140381,-0.01767245,-0.009405841,0.9930987,-0.01494567,0.01753261,0.01510948,0.9929864
0.017338276,0.9930571,0.009152438,-0.01766234,-0.009417729,0.993099,-0.01494481,0.01752232,0.01510873,0.992987
0.019814968,0.9930568,0.009164479,-0.01764613,-0.009429565,0.9930986,-0.01494706,0.01750591,0.01511104,0.9929869
0.022292614,0.9930566,0.009173512,-0.017657,-0.009438423,0.9930987,-0.01492768,0.01751683,0.01509192,0.992987
0.024769306,0.9930553,0.009176363,-0.01772897,-0.009442295,0.9930988,-0.01492376,0.01758878,0.01508874,0.9929858
0.027246475,0.9930546,0.009185186,-0.01776523,-0.009451898,0.9930985,-0.01493685,0.01762477,0.01510233,0.992985
0.029723167,0.9930545,0.009191815,-0.01778731,-0.009458764,0.9930989,-0.01493125,0.0176468,0.01509705,0.992985
0.032199860,0.9930538,0.009206193,-0.01780006,-0.009472816,0.9930989,-0.01490189,0.01765961,0.01506807,0.9929849
0.034677029,0.9930534,0.009217761,-0.0178203,-0.009484797,0.9930987,-0.01490795,0.01767962,0.01507453,0.9929845
0.037154198,0.9930524,0.009218193,-0.01787037,-0.009486391,0.9930982,-0.01493071,0.01772946,0.01509777,0.9929831
0.039630890,0.9930525,0.009230273,-0.01785097,-0.009498416,0.9930978,-0.0149441,0.01770974,0.01511119,0.9929832
0.042107582,0.9930525,0.009245113,-0.01784086,-0.009512783,0.9930979,-0.01492605,0.01769959,0.01509331,0.9929836
0.044584751,0.9930522,0.009248744,-0.01787762,-0.009516348,0.9930988,-0.01489105,0.01773662,0.01505871,0.9929839
0.047061443,0.9930518,0.009258007,-0.0178909,-0.009525585,0.9930988,-0.0148783,0.01774988,0.01504626,0.9929838
0.049539089,0.9930514,0.009269694,-0.01790886,-0.009537831,0.9930984,-0.01489444,0.0177675,0.01506278,0.9929831
0.052015305,0.9930511,0.009281438,-0.01791778,-0.009549931,0.9930981,-0.01490677,0.01777613,0.01507541,0.9929827
0.054491997,0.9930511,0.009290777,-0.01790529,-0.009559091,0.9930979,-0.01490731,0.01776349,0.01507599,0.9929829
0.056969643,0.9930508,0.009299796,-0.01791891,-0.009567682,0.9930984,-0.01487165,0.01777732,0.01504062,0.9929832
0.059445858,0.9930509,0.009306176,-0.01793638,-0.009574153,0.9930989,-0.01486206,0.01779478,0.01503131,0.9929835
0.061923504,0.99305,0.009312683,-0.01794508,-0.009580689,0.9930984,-0.01485632,0.01780344,0.01502577,0.9929828
0.064400196,0.9930502,0.009321755,-0.0179591,-0.009589251,0.9930993,-0.01481594,0.01781771,0.01498568,0.9929836
0.066877365,0.9930504,0.009331283,-0.01794648,-0.009598288,0.9930996,-0.01479902,0.01780511,0.01496881,0.9929842
0.069354057,0.9930494,0.009343093,-0.01796455,-0.009610401,0.9930989,-0.0148008,0.01782298,0.01497098,0.9929833
0.071831226,0.99305,0.009350133,-0.0179332,-0.009616126,0.9930996,-0.01475348,0.01779198,0.01492347,0.9929846
