Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.186552048,100,1247.25,4.09375,304.0625,0
1.240886688,99.98438,835.21875,4.093125,310.3125,0
2.120543003,99.98438,667.125,4.08625,278.125,0
3.174743652,99.97266,554.0625,4.089375,289.375,0
4.229548454,99.96094,472.6875,4.086875,284.0625,0
5.108445644,99.96094,423.84375,4.09125,282.8125,0
6.163222313,99.94922,383.71875,4.0925,248.75,0
7.219225407,99.9375,348.65625,4.0825,273.75,0
8.097342491,99.9375,326.25,4.0825,337.1875,0
9.152460575,99.92578,307.875,4.085,273.125,0
10.206703186,99.91406,289.96875,4.0775,297.5,0
11.085703850,99.90234,278.90625,4.08375,269.6875,0
12.141471386,99.90234,265.40625,4.083125,278.75,0
13.195426464,99.88672,252.28125,4.081875,303.4375,0
14.250463963,99.875,241.40625,4.08,328.75,0
15.129034042,99.86328,234.84375,4.075,283.75,0
16.184403420,99.85156,227.8125,4.08,322.5,0
17.240107060,99.85156,222.09375,4.080625,362.5,0
18.117610455,99.83984,216.65625,4.08125,343.75,0
19.172515869,99.82813,211.96875,4.076875,298.75,0
20.227166653,99.81641,207.9375,4.079375,345.9375,0
21.106322289,99.81641,205.6875,4.076875,314.6875,0
22.161018848,99.80469,201.9375,4.079375,301.25,0
23.217495918,99.78906,199.3125,4.081875,299.6875,0
24.094901085,99.77734,196.21875,4.078125,387.1875,0
25.149472237,99.77734,193.5,4.076875,319.6875,0
26.204226494,99.76563,190.96875,4.07625,290.625,0
27.083231926,99.75391,189.375,4.0775,294.6875,0
28.138183117,99.74219,187.40625,4.0775,322.5,0
29.194048405,99.73047,185.25,4.071875,315,0
30.247612476,99.71875,183.84375,4.07625,313.75,0
31.126613617,99.71875,182.53125,4.071875,327.5,0
32.182045460,99.70703,180.09375,4.076875,350.3125,0
33.236365795,99.69141,178.40625,4.07375,277.1875,0
34.115299225,99.67969,177.75,4.06875,316.5625,0
35.170076370,99.66797,176.4375,4.070625,291.5625,0
36.224802017,99.66797,175.5,4.07,287.8125,0
37.103990078,99.65625,175.3125,4.07125,315,0
38.158534050,99.64453,175.5,4.073125,333.125,0
39.213452339,99.63281,174.84375,4.075,318.4375,0
40.092429161,99.62109,173.71875,4.073125,307.1875,0
41.147340298,99.62109,173.25,4.07125,312.1875,0
42.202086926,99.60938,172.96875,4.0725,320.9375,0
43.080910683,99.59375,172.59375,4.06875,296.25,0
44.135669231,99.58203,172.40625,4.073125,290.9375,0
45.191213131,99.57031,172.3125,4.073125,301.875,0
46.247122765,99.55859,172.21875,4.066875,292.5,0
47.124259472,99.55859,171.9375,4.069375,319.375,0
48.179103375,99.54688,172.125,4.065625,295,0
49.233866692,99.53516,171.9375,4.066875,294.0625,0
50.114070416,99.52344,171.84375,4.066875,302.8125,0
51.167753220,99.52344,172.3125,4.07,290,0
52.222452641,99.51172,172.03125,4.068125,320.3125,0
53.101556301,99.49609,169.5,4.056875,387.1875,0
54.156224728,99.48438,169.6875,4.070625,286.5625,0
