Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.049539089,3.849651,-1.170495,3.489015
0.148617268,4.128581,-1.407267,4.060346
0.250171661,3.715875,-1.09385,4.799823
0.349250317,3.013347,-0.8007676,5.255792
0.448328018,2.792736,-0.5539935,5.284334
0.549883366,2.600102,-0.5029578,5.283551
0.648961067,2.541756,-0.4021586,5.193899
0.750516892,2.724612,-0.6135612,4.822265
0.849594593,2.958819,-0.5750177,4.407784
0.951149941,3.104888,-0.7024363,4.049184
1.050228119,2.954578,-0.9295124,-0.06285004
1.149306297,3.069205,-0.5051139,0.1790407
1.250861645,3.157466,-1.007585,0.3630385
1.349939823,3.304522,-1.15964,0.2799204
1.449018478,3.406094,-1.407501,0.4402115
1.550573349,3.620631,-1.364158,0.8809876
1.649652004,3.779677,-1.186633,1.56985
1.748730183,4.141821,-0.7528799,2.788198
1.850286007,4.216264,-1.429979,3.840116
1.949364186,4.701139,-2.320882,4.684365
2.048442841,5.445125,-3.078687,5.544492
2.149998188,6.258073,-3.785526,6.970331
2.249076843,5.907425,-5.02974,7.905594
2.348155022,5.448065,-4.711343,9.690105
2.449710846,4.740198,-3.99304,10.96428
2.551266670,4.389717,-3.015481,12.46173
2.650344849,3.683956,-2.461609,13.47999
2.749423504,2.506839,-3.10328,13.95007
2.848502159,1.971712,-2.999889,13.96028
2.950057984,1.898204,-3.029489,13.58255
3.049136639,1.187902,-3.804106,13.10393
3.148214817,1.288481,-4.259165,13.69558
3.249770641,1.590367,-3.738244,14.44617
3.348849773,1.654372,-3.081837,14.67584
3.450405121,1.404891,-2.996258,14.83631
3.549484253,1.024204,-3.391799,15.01051
3.651040077,0.3877814,-3.778049,15.21205
3.750118256,0.2767446,-4.091795,15.88183
3.849197388,0.1371523,-5.008946,17.22061
3.948276520,-0.2488207,-5.469049,18.57247
4.052309513,-0.7070866,-5.144145,18.13967
4.148911476,-0.2132665,-3.865936,16.98795
4.250467300,-0.7117994,-5.129882,16.3011
4.349545956,-1.20316,-5.193554,15.55882
4.448625088,-1.454727,-5.459277,13.84946
4.550180912,-1.570127,-5.038363,13.69203
4.649260044,-2.119473,-4.739381,13.17247
4.748339176,-1.971492,-5.233134,12.79474
4.849894524,-2.088918,-5.552876,12.61292
4.948973656,-2.638124,-6.117071,12.3181
5.048052788,-3.671108,-6.160554,12.61594
5.149609089,-4.532797,-4.967588,11.10131
5.248688221,-4.936508,-4.351145,10.35932
5.350244522,-4.42662,-4.747723,9.838907
5.449323654,-4.084828,-5.953974,9.394351
5.550879479,-4.326473,-5.983311,9.110044
5.649959088,-4.476218,-6.400424,8.191861
5.749038220,-4.164257,-7.330565,7.536213
5.850594521,-3.832213,-6.663089,6.893104
5.949673653,-3.31601,-7.547455,6.516385
6.048752785,-3.453137,-9.202419,6.319941
6.150309086,-3.691668,-9.045777,5.80512
6.249388218,-2.798227,-9.519526,4.458486
6.350944519,-2.257148,-8.823159,4.334104
6.450024128,-3.340539,-7.094983,5.496674
6.549103260,-5.578756,-5.749751,6.551605
6.650660038,-5.636496,-7.506422,7.855675
6.757169724,-4.598033,-7.420672,4.45166
6.848818302,-1.26673,-5.428529,0.9663647
6.950374603,0.4886082,-5.087789,0.978389
7.049454689,1.319808,-4.915099,2.289468
7.148533344,2.119708,-3.75777,3.202648
7.250090122,2.639115,-2.589266,4.622965
7.349169731,2.285805,-3.458417,5.722007
7.448249340,1.705204,-4.924199,6.590695
7.549805641,0.6429057,-4.240772,5.269969
7.648885250,0.5078143,-4.740805,6.429817
7.750442028,-0.4628918,-5.442605,7.422484
7.849521637,-1.111505,-6.04356,8.855907
7.948600769,-0.7392665,-6.344568,8.271951
8.050157547,-0.2522804,-8.363423,8.959036
8.149237156,-0.4798042,-12.14415,9.420009
8.248316288,-0.6802655,-11.38222,9.249447
8.349873543,-2.729949,-9.009303,9.475407
8.451429844,-3.562141,-7.927544,9.030159
8.548032761,-4.018047,-7.122777,7.883654
8.649589062,-5.450687,-5.144535,7.701372
8.751146317,-7.166759,-3.633584,7.43407
8.850225926,-7.158972,-2.311501,8.190351
8.951782227,-6.949481,0.3278142,10.09981
9.048387051,-6.182821,2.010201,11.07835
9.149942398,-5.69344,1.847143,11.62077
9.249022961,-5.576331,1.006413,11.54536
9.348102093,-5.868971,-0.02733815,10.39606
9.449658871,-4.72607,-0.2834687,9.160519
9.551220894,-3.39338,-0.6517574,7.572631
9.650295735,-2.205345,-0.3828222,5.709152
9.749375343,-1.366584,-0.2661772,4.430413
9.848455429,-1.539762,-2.225313,3.741755
9.950012207,-0.2520732,-4.688008,4.229497
10.049091816,0.4402659,-3.008722,5.38161
10.148172379,0.2237687,-1.71753,6.783997
10.249729633,0.7024646,-1.366914,7.960536
10.348809242,0.3842906,-1.387601,8.888621
10.450366020,-0.1929251,-2.758479,9.185129
10.551923275,-0.8467527,-3.224179,10.16899
10.648526192,-0.4507215,-2.513363,10.46421
10.750083447,0.09714258,-1.757316,10.22039
10.851640225,0.04389369,-1.862013,9.895881
10.948243618,-0.07457828,-1.784382,9.808807
11.049800396,0.02092292,-1.676173,9.533648
11.148880959,-0.9973591,-2.623794,8.20932
11.250437737,-1.450986,-1.317848,8.051097
11.351994991,-1.804363,-0.8454309,7.993064
11.451075554,-2.123024,-0.6150699,8.24596
11.550155640,-2.30892,-0.564128,8.621979
11.651712895,-2.480333,-1.984487,7.908372
11.748320580,-2.723696,-3.287566,7.328031
11.849873066,-2.803634,-3.200195,7.326257
11.951430798,-2.040055,-6.253554,6.847327
12.048033714,-2.30341,-6.686207,6.668782
12.149596214,-3.106477,-7.231584,7.103412
12.251149654,-3.876606,-7.080633,7.109077
12.350228787,-4.204144,-7.818812,7.261168
12.449309349,-4.651757,-8.107218,7.687549
12.550866127,-4.250278,-7.915391,8.911815
12.649946690,-4.957688,-7.580803,9.272442
12.749026776,-5.339239,-7.271154,9.467113
12.848107815,-5.31479,-9.200279,9.326805
12.949665070,-5.70512,-11.70715,8.80604
13.048746586,-5.23254,-13.59048,7.221659
13.150303364,-4.742006,-14.80263,6.790452
13.249383450,-5.130538,-14.04614,6.268584
13.348464012,-3.95903,-14.26728,5.744166
13.450021744,-3.994357,-14.28419,5.446677
13.549101830,-4.522212,-14.32332,6.042859
13.648182392,-4.78117,-13.88823,6.174649
13.749740124,-5.555932,-15.31638,6.675913
13.848821163,-5.880379,-14.91397,7.545243
13.950378895,-5.443889,-14.05898,7.872758
14.049459457,-5.096922,-12.81943,8.350773
14.148539543,-4.594386,-11.97639,8.036402
14.250097275,-4.621729,-9.662642,7.500749
14.349178314,-4.267682,-8.090648,6.084178
14.448258877,-3.976354,-7.290541,4.867089
14.549816609,-3.342593,-6.361125,4.248768
14.648897648,-3.1896,-5.494213,3.477307
14.747978211,-3.074548,-5.929869,2.382504
14.849535465,-3.242021,-6.828068,2.051852
14.948616982,-4.255731,-6.452728,3.59998
15.050174236,-3.13239,-5.197175,4.833003
15.149255753,-3.202384,-3.54668,6.462195
15.248336792,-2.845605,-3.416809,7.603059
15.349894047,-3.50905,-4.369524,7.332936
15.448974609,-3.538185,-6.530094,6.110013
15.550532818,-2.303699,-6.558467,5.472807
15.649614334,-1.38184,-5.412593,5.753482
15.748694420,-0.3248921,-3.619187,5.984038
15.850252629,0.3611322,-2.885167,5.125972
15.951810360,0.7028068,-2.862149,4.718685
16.048414230,0.6835685,-3.243342,5.112435
16.149972916,1.818732,-1.92217,7.068805
16.251530170,3.247611,-1.400401,6.761638
16.348135948,2.443369,-1.231276,7.326356
16.449692726,2.375124,-2.43623,7.384223
16.551250935,1.389511,-2.735309,6.331492
16.650331974,0.8208819,-0.8812151,5.146101
16.749413014,-1.323671,-1.650884,4.932384
16.850971222,-0.3528159,-4.114743,4.359047
16.950052262,0.1134269,-3.612554,4.2963
17.059041500,0.1685501,-4.196593,3.517062
17.148214340,-0.2619909,-5.330847,3.184989
17.249773026,-0.1784318,-5.806,3.158376
17.348854065,-0.796544,-5.476122,2.263567
17.450412274,-2.017916,-3.872251,2.231876
17.549493313,-3.114724,-2.850625,2.297237
17.651051521,-2.548373,-3.16896,2.496873
17.750133038,-2.248937,-3.469791,3.310311
17.849214554,-0.5862558,-3.7782,4.334175
17.948297024,-0.8635748,-5.590542,4.767691
18.049853802,-1.085875,-7.365554,4.523362
18.148934841,-0.3197421,-8.257225,4.030194
18.250493527,0.2495914,-8.318731,3.912563
18.349575043,0.351764,-8.992158,4.582919
18.448656082,0.6056932,-9.457903,4.782401
18.550215244,1.323242,-9.849862,5.546339
18.649298191,1.569282,-9.555186,5.446852
18.748377800,1.204351,-9.147078,6.907592
18.849936485,0.1738477,-8.635027,6.983383
18.949017525,0.07923736,-8.252787,6.151679
19.050576687,0.4525012,-7.991266,4.727337
19.149657726,1.927325,-7.504887,4.0064
19.251216412,2.974697,-6.444836,2.829867
19.350297451,3.267727,-5.341578,2.239183
19.449379444,3.522906,-4.299284,-0.1986196
19.550938606,4.148674,-3.473243,0.1200669
19.650020123,3.937897,-2.794024,0.2665759
19.749104023,3.414005,-3.228009,0.6537352
19.848182678,3.469586,-3.083073,1.93875
19.949741841,3.828306,-3.594812,1.652732
20.048823833,4.073109,-3.604487,4.202219
20.147904873,4.131843,-2.941126,4.116413
20.249463558,3.863791,-2.924042,4.475278
20.348549366,3.933905,-3.001711,4.767908
20.450104714,3.89102,-2.917843,4.731495
20.551662922,3.810266,-2.691847,4.408618
20.648267746,3.708919,-2.404033,4.166002
20.749826908,3.653465,-2.244616,3.750853
20.848908901,3.578624,-1.989801,3.002002
20.947990418,3.230404,-1.802674,2.732365
21.049549580,3.050406,-1.912155,2.454843
21.148631096,2.90176,-2.641878,2.952645
21.250194073,2.539572,-2.120229,2.391023
21.349271774,2.323298,-1.352286,1.85395
21.448353767,2.682607,-0.5482106,1.306926
21.549912930,3.368492,0.1014497,0.5337138
21.651471615,3.760662,0.0164366,-0.6979531
21.748076916,3.838738,-0.4929729,-1.064159
21.849636078,4.183016,-1.240025,-1.297422
21.948717594,3.558786,-1.352211,-1.195042
22.050276756,3.233856,-1.454069,-1.270859
