Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.187230110,99.70703,698.90625,3.7775,273.4375,0
1.241753578,99.69141,449.34375,3.77875,283.75,0
2.120517731,99.66797,333.84375,3.774375,303.4375,0
3.174747467,99.65625,269.625,3.774375,290.9375,0
4.229559898,99.63281,230.625,3.771875,297.8125,0
5.108873367,99.62109,207.09375,3.771875,293.75,0
6.164076328,99.60938,186.65625,3.775625,291.5625,0
7.218163014,99.58203,171.9375,3.77,290.3125,0
8.097163677,99.57031,161.15625,3.773125,284.375,0
9.152978420,99.54688,149.71875,3.765625,312.8125,0
10.206750393,99.53516,139.40625,3.76875,305.3125,0
11.088996887,99.51172,132.1875,3.765,337.8125,0
12.140424728,99.49609,125.15625,3.764375,316.875,0
13.197103500,99.47266,119.4375,3.76125,301.875,0
14.250501156,99.44922,114.375,3.76625,337.5,0
15.129042149,99.4375,111.46875,3.763125,300.625,0
16.183883190,99.41406,108.1875,3.768125,308.4375,0
17.238690376,99.38672,105,3.765625,323.75,0
18.121492386,99.375,102.84375,3.763125,313.75,0
19.172460079,99.35156,100.78125,3.76125,336.875,0
20.227252483,99.32813,97.78125,3.760625,321.25,0
21.107578278,99.31641,96.46875,3.76375,295.3125,0
22.162064076,99.28906,95.25,3.76,303.75,0
23.231227398,99.27734,93.65625,3.7625,325.3125,0
24.094907284,99.25391,91.875,3.76,344.0625,0
25.149597168,99.23047,91.125,3.75875,305.3125,0
26.205108643,99.20313,89.71875,3.7625,332.8125,0
