Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.9929564,0.02404953,0.004154511,-0.02404661,0.9929649,-0.0007485513,-0.004171363,0.0006480868,0.9932463
0.002477646,0.9929562,0.0240564,0.004148325,-0.02405358,0.9929646,-0.0007253668,-0.004164624,0.0006250294,0.9932463
0.004953861,0.9929562,0.02406332,0.004200859,-0.02406046,0.9929648,-0.0007276559,-0.004217203,0.0006260207,0.9932464
0.007431507,0.9929554,0.02407552,0.004239064,-0.02407265,0.9929643,-0.0007265436,-0.004255377,0.0006239342,0.993246
0.009908199,0.9929554,0.02408243,0.004223578,-0.02407959,0.9929642,-0.0007174046,-0.00423968,0.0006151425,0.9932462
0.012385368,0.9929554,0.02408934,0.0041934,-0.02408647,0.9929641,-0.0007303502,-0.004209828,0.0006287844,0.9932464
0.014862061,0.9929552,0.02409362,0.004214351,-0.02409082,0.9929639,-0.0007134809,-0.004230367,0.0006113952,0.9932462
0.017339230,0.9929547,0.02410056,0.004244903,-0.02409763,0.9929636,-0.0007375968,-0.004261497,0.0006347361,0.9932459
0.019815922,0.9929547,0.02410484,0.004246212,-0.02410188,0.9929636,-0.000744173,-0.004262967,0.0006412605,0.993246
0.022293091,0.9929545,0.02411175,0.004278546,-0.02410871,0.9929635,-0.0007585471,-0.004295644,0.0006548188,0.993246
0.024769783,0.9929543,0.02412127,0.004278202,-0.02411815,0.9929633,-0.0007763617,-0.004295738,0.0006725956,0.9932459
0.027247429,0.992954,0.02412813,0.004262431,-0.02412508,0.992963,-0.0007631488,-0.004279656,0.0006597387,0.9932458
0.029724598,0.9929538,0.02414029,0.004254398,-0.02413733,0.9929627,-0.0007458087,-0.004271214,0.0006425458,0.9932459
0.032201290,0.9929535,0.02414722,0.004288688,-0.02414437,0.9929625,-0.0007126212,-0.004304695,0.0006085074,0.9932458
0.034678459,0.9929537,0.0241488,0.004232446,-0.02414608,0.9929625,-0.0006893954,-0.004247907,0.000586644,0.9932461
0.037155151,0.9929535,0.02415569,0.004232447,-0.02415289,0.9929623,-0.0007076422,-0.004248354,0.0006048562,0.993246
0.039632320,0.9929535,0.02415994,0.004202808,-0.02415719,0.9929622,-0.000702979,-0.004218614,0.0006008947,0.9932461
0.042109013,0.9929532,0.02417474,0.004197028,-0.02417205,0.9929619,-0.0006904772,-0.004212541,0.0005884739,0.9932463
0.044586182,0.9929528,0.02418954,0.004192342,-0.02418687,0.9929615,-0.0006865233,-0.004207769,0.0005845722,0.9932461
0.047062874,0.9929526,0.02419909,0.004173395,-0.02419637,0.9929611,-0.0006999884,-0.00418916,0.0005984532,0.9932461
0.049540520,0.9929528,0.02420864,0.004168978,-0.02420598,0.9929613,-0.0006838715,-0.004184359,0.0005824081,0.9932466
0.052016735,0.9929526,0.02421554,0.00419018,-0.02421279,0.9929612,-0.0007023584,-0.004206008,0.0006003457,0.9932466
0.054494381,0.9929523,0.02422507,0.004196147,-0.02422229,0.992961,-0.0007107719,-0.004212184,0.0006085714,0.9932466
0.056971073,0.9929521,0.02422936,0.00420262,-0.02422656,0.9929608,-0.000713522,-0.004218723,0.0006111452,0.9932464
0.059448242,0.9929519,0.02423892,0.004218747,-0.02423605,0.9929606,-0.000728628,-0.00423522,0.0006258141,0.9932464
0.061925411,0.9929516,0.02425108,0.004214426,-0.02424825,0.9929603,-0.0007201803,-0.004230701,0.0006174223,0.9932464
0.064402103,0.9929514,0.02426064,0.004210892,-0.02425779,0.9929601,-0.0007254463,-0.004227303,0.0006227323,0.9932464
0.066879272,0.9929514,0.02426227,0.004201313,-0.02425941,0.99296,-0.0007291937,-0.004217818,0.0006267049,0.9932465
0.069355965,0.9929507,0.02426919,0.004231171,-0.02426642,0.9929594,-0.0007013633,-0.004246995,0.0005981261,0.993246
0.071833611,0.9929502,0.02428138,0.00425201,-0.02427861,0.9929591,-0.0007005637,-0.004267815,0.0005967672,0.9932458
