Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.049540520,0.03359641,0.2397468,-1.396467
0.148620606,0.03464402,0.2562659,-1.414532
0.250177860,0.0361675,0.253007,-1.431766
0.349257946,0.03895711,0.2561521,-1.449808
0.448338509,0.04852585,0.2671196,-1.465239
0.549895764,0.04714128,0.274619,-1.48126
0.648975849,0.05154775,0.2784247,-1.501575
0.748056412,0.05724537,0.2839102,-1.518084
0.849614144,0.06097434,0.2885618,-1.536518
0.948694229,0.06870871,0.2964693,-1.554223
1.050251484,0.08289485,0.3057501,-0.01302997
1.149332523,0.09061496,0.3129535,-0.03211221
1.248413086,0.09759822,0.3202172,-0.05225516
1.349969864,0.1039825,0.3299912,-0.0689977
1.449050903,0.1093229,0.3354878,-0.0841315
1.548131466,0.1260091,0.3418334,-0.1021494
1.649689198,0.1490326,0.357339,-0.1194667
1.748769283,0.1571776,0.3659244,-0.1361053
1.850327015,0.1615653,0.3761483,-0.1511737
1.949408055,0.1677888,0.3821536,-0.1699458
2.048488617,0.1721113,0.3858364,-0.1885755
2.150046349,0.1778066,0.3888695,-0.2088261
2.249126911,0.1833077,0.3932824,-0.224875
2.348207951,0.1861612,0.3963179,-0.2429047
2.449765682,0.1934467,0.4024769,-0.2587412
2.548846722,0.1963006,0.4101524,-0.2753939
2.650404453,0.2004988,0.4149939,-0.2932031
2.749484539,0.205001,0.4211741,-0.3115332
2.848565579,0.2076262,0.4252878,-0.3285078
2.950123310,0.2107604,0.4263327,-0.3467766
3.049204350,0.2133449,0.4288619,-0.3652606
3.148285389,0.2175855,0.4310661,-0.3846646
3.249843121,0.2173962,0.4348531,-0.4023355
3.348924160,0.2187883,0.439875,-0.4182336
3.448005200,0.2202076,0.4389756,-0.4365834
3.549562931,0.2207351,0.4448821,-0.45548
3.648643971,0.2251848,0.4476996,-0.4730413
3.750202656,0.2284378,0.4516778,-0.4916196
3.849283695,0.2309951,0.4544724,-0.5091846
3.948364735,0.2278107,0.4580693,-0.5263063
4.049922466,0.2285167,0.4598658,-0.5441254
4.149003506,0.2285703,0.4605795,-0.5603887
4.248084545,0.227685,0.4633999,-0.5767396
4.349642754,0.2284264,0.4637086,-0.5919431
4.448723793,0.2320552,0.4645172,-0.6066896
4.550282002,0.237466,0.463764,-0.6192301
4.649363518,0.2361961,0.4653065,-0.6390904
4.748444557,0.2339655,0.4700536,-0.654777
4.850002766,0.2351127,0.4702032,-0.6691007
4.949083805,0.236428,0.4701768,-0.6833653
5.048164845,0.2354712,0.4719532,-0.6995604
5.149723053,0.2351039,0.4692059,-0.7145582
5.248804092,0.2322387,0.4688977,-0.729024
5.350362778,0.2315694,0.4703612,-0.7452797
5.449444294,0.230266,0.4702891,-0.7593509
5.548525334,0.2304418,0.4688368,-0.773401
5.650084019,0.231907,0.469821,-0.7892365
5.749165058,0.2298363,0.4725851,-0.8059343
5.848246575,0.2296899,0.4706968,-0.8192312
5.949804783,0.2291534,0.4723748,-0.8325258
6.048885822,0.2278736,0.4723482,-0.8473024
6.150444508,0.2258941,0.471866,-0.8638881
6.249526024,0.2260056,0.4720863,-0.8785735
6.348607063,0.2218636,0.4747709,-0.8891658
6.450166226,0.2211069,0.475943,-0.9044383
6.549247265,0.2209394,0.4757723,-0.9186274
6.648328781,0.220585,0.4753791,-0.9317465
6.749887467,0.2187889,0.4764962,-0.9442068
6.848968983,0.2171291,0.4755228,-0.9559467
6.948050022,0.2188115,0.4727269,-0.9697975
7.049609184,0.2169194,0.4727357,-0.9841986
7.148690224,0.2153392,0.4702107,-0.9965128
7.250249386,0.2137026,0.4712937,-1.010289
7.349330902,0.2138467,0.4685356,-1.021499
7.448411942,0.2117474,0.4692491,-1.03471
7.549971104,0.2097705,0.4664166,-1.046034
7.649052620,0.2077113,0.4677704,-1.05832
7.748134613,0.2074697,0.467544,-1.069541
7.849692822,0.2057945,0.4654613,-1.081462
7.948774815,0.2066341,0.4620335,-1.0933
8.050333500,0.2099735,0.4606443,-1.10761
8.149414539,0.2106476,0.4601009,-1.119722
8.248496532,0.2106393,0.4566901,-1.129734
8.350055695,0.209032,0.4558433,-1.140581
8.449137211,0.2067302,0.4503579,-1.150949
8.548218727,0.2050688,0.4513895,-1.160553
8.649777889,0.2031319,0.4516458,-1.169975
8.748859883,0.2034708,0.4506273,-1.179661
8.850418568,0.2011578,0.4488558,-1.187918
8.949500561,0.200695,0.444759,-1.197546
9.048582077,0.1985278,0.4459305,-1.206116
9.150141239,0.2005267,0.4429666,-1.214311
9.249222755,0.2010742,0.4420216,-1.223588
9.348304749,0.1998603,0.4419531,-1.234424
9.449863911,0.1995514,0.4416125,-1.244542
9.548945427,0.1941519,0.4396887,-1.252563
9.648027897,0.1940417,0.4417931,-1.261684
9.749587059,0.1914853,0.4455509,-1.271284
9.848668575,0.1912506,0.4422989,-1.280302
9.950227738,0.1900829,0.4397444,-1.288466
10.049309254,0.187248,0.4399932,-1.295917
10.148391724,0.1842491,0.4385007,-1.305259
10.249950886,0.1830516,0.4381301,-1.317203
10.349032402,0.1788001,0.4389236,-1.325821
10.448114872,0.1775756,0.43417,-1.335695
10.549674034,0.1759575,0.4342665,-1.344519
10.648755551,0.1717137,0.4336675,-1.352782
10.750314713,0.1714183,0.4305995,-1.359436
10.849397183,0.1728528,0.42964,-1.365981
10.948479653,0.173198,0.4313741,-1.371403
11.050038338,0.1736718,0.4302946,-1.377801
11.149120808,0.1718265,0.430467,-1.38173
11.248202801,0.166397,0.4300328,-1.388331
11.349761486,0.1598004,0.4271512,-1.396652
11.448843956,0.1584309,0.419798,-1.400667
11.547926426,0.1568631,0.4156567,-1.40991
