Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.049541950,-0.2330229,-0.1265221,-0.2134689
0.148627281,-0.2333507,-0.1259943,-0.2309148
0.250189781,-0.237557,-0.1294824,-0.2502636
0.349274635,-0.2359975,-0.1188638,-0.2655969
0.448359490,-0.2248549,-0.1271228,-0.2827452
0.549921513,-0.2238232,-0.1189471,-0.3016602
0.649006367,-0.2142057,-0.1029353,-0.3200457
0.748091698,-0.2060724,-0.09660786,-0.3381126
0.849653721,-0.2002661,-0.08591334,-0.3550481
0.948739052,-0.1954483,-0.07889371,-0.3734077
1.050301075,-0.1841745,-0.06826776,-0.01078673
1.149386406,-0.1767545,-0.05670695,-0.02763349
1.248472214,-0.1693313,-0.04984493,-0.04112047
1.350034237,-0.1624446,-0.0416822,-0.05819922
1.449119568,-0.1511762,-0.03317728,-0.07533715
1.548204422,-0.1475115,-0.0269302,-0.09231256
1.649766922,-0.1400353,-0.02049609,-0.1104538
1.748852730,-0.1337409,-0.01128079,-0.1280413
1.847937584,-0.1290967,-0.00865152,-0.1451668
1.949500084,-0.1259248,-0.001560468,-0.1613261
2.048585892,-0.1262836,0.005573124,-0.1778514
2.150148392,-0.1229342,0.01366849,-0.1958428
2.249233723,-0.1211691,0.02063751,-0.2113058
2.348319054,-0.1200805,0.02845708,-0.2281385
2.449882031,-0.1188791,0.03033205,-0.2442989
2.548966885,-0.1141865,0.03585339,-0.2606717
2.648052693,-0.1081141,0.0403631,-0.2750688
2.749615669,-0.1063346,0.04458716,-0.2936673
2.848701000,-0.1030342,0.04978386,-0.3073047
2.950263977,-0.1026331,0.05565109,-0.3231657
3.049349785,-0.09695073,0.06250992,-0.3401495
3.148434639,-0.09411485,0.06780669,-0.3577412
3.249997616,-0.09543539,0.07329475,-0.3774054
3.349083424,-0.09446122,0.0805779,-0.3976686
3.448169232,-0.09402718,0.08120514,-0.4163457
3.549732208,-0.09129052,0.08697873,-0.4331932
3.648817063,-0.09124696,0.09223892,-0.4485411
3.747902870,-0.09120347,0.09051928,-0.4650571
3.849465847,-0.08964651,0.08966957,-0.4835504
3.948551655,-0.09017555,0.09071563,-0.5008335
4.050114632,-0.09202386,0.09202824,-0.519765
4.149200439,-0.09255141,0.0941847,-0.5363092
4.248286247,-0.09310357,0.09753888,-0.5534017
4.349849224,-0.09494077,0.09973681,-0.5703044
4.448935032,-0.09475976,0.100192,-0.583947
4.548021317,-0.09492282,0.09783954,-0.5972681
4.649584294,-0.09296936,0.09965035,-0.6136141
4.748670101,-0.09310946,0.09745842,-0.6270179
4.850233078,-0.0941712,0.1005135,-0.6422369
4.949318886,-0.09574632,0.1027406,-0.661177
5.048405170,-0.09358857,0.1003224,-0.6767002
5.149968147,-0.09600405,0.1011719,-0.6918823
5.249053955,-0.09480581,0.1009263,-0.7065636
5.348140240,-0.09558418,0.1019433,-0.7204771
5.449703693,-0.09505987,0.104154,-0.7354087
5.548789024,-0.09539849,0.1053379,-0.7501569
5.647875786,-0.0971176,0.106024,-0.7650365
5.749438763,-0.09868502,0.104244,-0.7775874
5.848524571,-0.1002943,0.1050263,-0.7903053
5.950088024,-0.102302,0.1041854,-0.8032837
6.049173832,-0.1039363,0.1024609,-0.8159794
6.148260117,-0.1056649,0.1001777,-0.8301811
6.249823093,-0.1050586,0.09626395,-0.8426365
6.348909378,-0.1036955,0.09563156,-0.8572469
6.447996140,-0.1041479,0.09296787,-0.8685102
6.549559116,-0.1050859,0.09358169,-0.8819787
6.648645401,-0.103202,0.09267888,-0.8968692
6.750208378,-0.1025286,0.09195877,-0.9074181
6.849294663,-0.1036678,0.08878893,-0.9180623
6.948381424,-0.1044409,0.08643028,-0.9305426
7.049944878,-0.1072186,0.08343138,-0.942772
7.149030685,-0.1091636,0.08385331,-0.9499506
7.248116970,-0.1138475,0.08111671,-0.9602093
7.349680901,-0.1151375,0.08021604,-0.9684383
7.448767185,-0.1177737,0.07737063,-0.9805806
7.547853470,-0.1210063,0.07649414,-0.9898554
7.649417401,-0.1249852,0.0796937,-1.000442
7.748503208,-0.1249632,0.08015102,-1.012047
7.850066662,-0.1270461,0.07934584,-1.024897
7.949152947,-0.1301353,0.08185755,-1.033166
8.048239231,-0.1292038,0.08202051,-1.042998
8.149803162,-0.1290013,0.07688521,-1.053795
8.248889446,-0.1315273,0.07694195,-1.062616
8.347975731,-0.1340497,0.07566975,-1.070273
8.449539662,-0.1347653,0.07205278,-1.075735
8.548626900,-0.1324358,0.06780048,-1.084278
8.650189877,-0.1357343,0.06394173,-1.094092
8.749276638,-0.1378611,0.06160149,-1.102251
8.848363400,-0.1385092,0.06057269,-1.109547
8.949926853,-0.1426705,0.05918,-1.120561
9.049013138,-0.1460889,0.05434521,-1.128238
9.148100376,-0.1450163,0.05142097,-1.136565
9.249663830,-0.1472447,0.05073929,-1.144803
9.348750591,-0.1483358,0.05111319,-1.151877
9.447836876,-0.1553614,0.04650439,-1.161281
9.549401283,-0.1571035,0.04766734,-1.168598
9.648487568,-0.1602632,0.04329994,-1.17642
9.750051499,-0.1650282,0.04310643,-1.182188
9.849138260,-0.1648597,0.04085388,-1.187732
9.948224545,-0.1672378,0.04115941,-1.195628
10.049788475,-0.1669028,0.03716105,-1.20357
10.148875713,-0.1703581,0.03354222,-1.207178
10.247961998,-0.1736833,0.02980356,-1.212408
10.349526405,-0.1737799,0.02706649,-1.21891
10.448612690,-0.1787644,0.02629229,-1.224445
10.550177097,-0.1777209,0.02559418,-1.230662
10.649263382,-0.1818617,0.02432662,-1.236061
10.748350620,-0.1835234,0.02145264,-1.242741
10.849915028,-0.1859076,0.01940916,-1.249018
10.949001312,-0.1881855,0.01964187,-1.254187
11.048088074,-0.19035,0.017306,-1.257628
11.149652481,-0.194155,0.01835602,-1.263268
11.248739243,-0.1966657,0.02149761,-1.270987
11.347826004,-0.1987795,0.01725865,-1.277534
11.449390411,-0.197607,0.01977211,-1.281869
11.548477650,-0.1997003,0.02016209,-1.286785
11.650041104,-0.2024574,0.01353358,-1.292202
11.749128342,-0.2058328,0.01386029,-1.297893
11.848215580,-0.2026163,0.01105737,-1.302918
11.949779511,-0.2035672,0.007429636,-1.308273
12.048866749,-0.2033068,0.007367444,-1.313305
12.147953987,-0.2025966,0.006636556,-1.319782
12.249517441,-0.2025815,0.004300223,-1.323116
12.348604679,-0.2026034,0.001320341,-1.327057
12.450169087,-0.2022643,-0.003576109,-1.331053
12.549255848,-0.2006555,-0.002557092,-1.334904
12.648343086,-0.1993956,-0.005932245,-1.3396
12.749907494,-0.1987855,-0.005373197,-1.347063
12.848994732,-0.1998632,-0.006329194,-1.353879
12.948081494,-0.2003984,-0.00882607,-1.360463
13.049645901,-0.1982389,-0.01075249,-1.362974
13.148733616,-0.1982497,-0.008995664,-1.36522
13.247820854,-0.1955647,-0.01088954,-1.369223
13.349385262,-0.1954083,-0.01400042,-1.374494
