Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.185405731,95.98047,1055.4375,4.05125,369.375,0
1.240336895,95.98047,755.90625,4.06,286.5625,0
2.119423389,95.96875,615,4.0575,285,0
3.174285889,95.95703,508.875,4.05875,287.5,0
4.228903294,95.95703,440.0625,4.05875,306.25,0
5.107781410,95.94531,397.875,4.056875,287.1875,0
6.162765503,95.93359,363.65625,4.059375,275.3125,0
7.217450619,95.93359,335.8125,4.0575,298.4375,0
8.096335888,95.92188,316.40625,4.05625,287.8125,0
9.151245117,95.91016,296.71875,4.054375,295.3125,0
10.206044197,95.91016,281.15625,4.054375,298.125,0
11.085016251,95.89844,270.09375,4.05375,295.3125,0
12.139700890,95.88281,258.84375,4.054375,289.6875,0
13.194481373,95.88281,250.3125,4.06125,255.9375,0
14.249378204,95.87109,243.28125,4.05625,279.6875,0
15.128489018,95.85938,237.1875,4.05375,299.6875,0
16.183366299,95.85938,230.25,4.054375,292.5,0
17.237941742,95.84766,224.8125,4.053125,308.4375,0
18.116871834,95.83594,220.96875,4.054375,290.625,0
19.172312737,95.82422,216.9375,4.048125,296.875,0
20.226559162,95.82422,213.5625,4.056875,272.1875,0
21.105421066,95.8125,212.34375,4.05125,295.3125,0
22.160331726,95.80078,208.875,4.05375,299.0625,0
23.215124130,95.80078,205.96875,4.0525,297.8125,0
24.094107628,95.78516,203.53125,4.050625,291.5625,0
25.149247170,95.77344,201,4.05125,297.8125,0
26.204191208,95.76172,198.1875,4.04875,318.4375,0
27.082661629,95.76172,196.6875,4.055,283.75,0
28.137568951,95.75,195.375,4.053125,301.875,0
29.193255425,95.73828,193.6875,4.05,281.25,0
30.247074127,95.73828,192.375,4.049375,302.1875,0
31.126055241,95.72656,191.0625,4.05,286.5625,0
32.180756569,95.71484,189.46875,4.05125,311.875,0
33.235610962,95.70313,188.4375,4.05,290.3125,0
34.114481926,95.70313,187.5,4.0525,278.125,0
35.169424057,95.6875,187.78125,4.05125,272.8125,0
36.224184513,95.67578,186.375,4.04875,300.9375,0
37.103050232,95.67578,185.53125,4.048125,300.625,0
38.158308983,95.66406,184.5,4.04875,291.25,0
39.212776661,95.65234,183.65625,4.04875,298.125,0
40.093211651,95.65234,183.28125,4.0475,289.375,0
41.146444321,95.64063,182.15625,4.048125,302.5,0
42.201322556,95.62891,182.4375,4.05,295,0
43.080305576,95.61719,181.6875,4.045,346.5625,0
44.135372162,95.61719,180.9375,4.050625,280,0
45.190392017,95.60547,180.1875,4.048125,287.5,0
46.244675160,95.58984,180,4.05,292.5,0
47.123813629,95.58984,179.625,4.04625,297.1875,0
48.178352833,95.57813,179.0625,4.0475,290,0
49.233246327,95.56641,179.71875,4.05125,259.375,0
50.112239838,95.55469,180.09375,4.045,291.875,0
51.167191982,95.55469,179.4375,4.049375,296.5625,0
52.221822739,95.54297,179.0625,4.048125,296.875,0
53.100734234,95.53125,178.40625,4.045625,325,0
54.155491352,95.51953,178.03125,4.04625,287.8125,0
55.210381508,95.51953,177.84375,4.045625,300.3125,0
56.089309692,95.50781,176.71875,4.045,289.6875,0
57.144290447,95.49219,177.84375,4.048125,280,0
58.198993206,95.49219,177.28125,4.045,300.625,0
59.077879429,95.48047,177.1875,4.04625,286.5625,0
60.133262634,95.46875,176.8125,4.04,290.625,0
61.187536240,95.45703,176.8125,4.04375,301.5625,0
62.242205620,95.45703,176.71875,4.045,276.875,0
63.121223927,95.44531,176.53125,4.039375,301.875,0
64.176098824,95.43359,176.90625,4.050625,264.0625,0
65.230803013,95.42188,177.375,4.045,287.1875,0
66.110181332,95.42188,176.8125,4.045,283.125,0
67.164597988,95.41016,176.8125,4.044375,294.0625,0
68.219483376,95.39453,176.8125,4.04625,283.75,0
69.098394394,95.39453,176.625,4.045625,301.5625,0
70.153162956,95.38281,176.71875,4.04375,286.25,0
71.208065033,95.37109,176.90625,4.048125,268.75,0
72.087153435,95.37109,177.375,4.0475,275,0
73.142133713,95.35938,177.375,4.043125,298.4375,0
74.196639061,95.34766,177.375,4.044375,284.0625,0
75.075645924,95.33594,176.90625,4.04125,304.6875,0
76.130524635,95.33594,176.71875,4.041875,299.6875,0
77.185192108,95.32422,176.53125,4.041875,294.0625,0
78.239858151,95.3125,176.53125,4.04625,278.75,0
79.119077206,95.3125,176.71875,4.045625,293.125,0
80.173757076,95.29688,176.625,4.04,320.3125,0
81.228594303,95.28516,176.0625,4.04375,297.8125,0
82.107488155,95.27344,175.875,4.045,285.3125,0
83.162313938,95.27344,176.0625,4.044375,294.375,0
84.217038631,95.26172,176.25,4.045,293.75,0
85.096007824,95.25,176.4375,4.04125,285.3125,0
86.150901794,95.25,177.5625,4.045,275.3125,0
87.205625534,95.23828,177.5625,4.043125,278.75,0
88.084755421,95.22656,177.28125,4.040625,306.875,0
89.139447689,95.21484,176.90625,4.041875,345.3125,0
90.194161892,95.21484,176.53125,4.041875,313.75,0
91.248960972,95.19922,175.3125,4.041875,340.3125,0
92.128055573,95.1875,175.78125,4.04625,254.375,0
93.182731628,95.17578,176.625,4.045625,270.3125,0
94.237947941,95.17578,176.71875,4.039375,313.4375,0
95.116617680,95.16406,176.625,4.0425,287.8125,0
96.171317577,95.15234,175.875,4.043125,295.3125,0
97.226118565,95.15234,175.875,4.0425,304.0625,0
98.105238915,95.14063,175.3125,4.04125,290,0
99.159892559,95.12891,176.0625,4.046875,268.125,0
100.214879990,95.11719,175.875,4.040625,309.0625,0
101.093762398,95.11719,175.78125,4.040625,291.25,0
102.148428917,95.10156,175.78125,4.041875,319.375,0
103.203441143,95.08984,175.5,4.040625,306.5625,0
104.082341194,95.08984,174.9375,4.040625,294.0625,0
105.137042999,95.07813,174.9375,4.041875,292.1875,0
106.192533016,95.06641,175.875,4.045625,325.3125,0
107.246717930,95.05469,176.4375,4.040625,292.1875,0
108.125597000,95.05469,176.4375,4.040625,284.0625,0
109.180538654,95.04297,176.34375,4.040625,307.1875,0
110.235264301,95.03125,176.25,4.039375,302.5,0
111.114155769,95.03125,176.0625,4.04125,299.375,0
112.169146538,95.01953,175.59375,4.0425,301.5625,0
113.223855972,95.00391,176.0625,4.040625,287.8125,0
114.102754116,94.99219,176.71875,4.0425,275.9375,0
115.157740116,94.99219,176.71875,4.040625,295.625,0
116.212412834,94.98047,176.15625,4.040625,303.4375,0
117.091312885,94.96875,175.3125,4.036875,313.125,0
118.146315098,94.95703,174.75,4.040625,288.75,0
119.201008320,94.95703,174.75,4.040625,283.75,0
120.079891205,94.94531,174.46875,4.02875,375,0
121.134664536,94.93359,174.9375,4.040625,328.75,0
122.189590454,94.92188,175.125,4.039375,290.3125,0
123.244301796,94.92188,175.3125,4.0375,312.8125,0
124.123221397,94.90625,175.21875,4.04,290.625,0
125.178128719,94.89453,174.84375,4.03625,294.375,0
126.232880116,94.89453,174.46875,4.03875,313.4375,0
127.112614632,94.88281,174.5625,4.0425,276.25,0
128.166703224,94.87109,175.40625,4.040625,290.625,0
129.221494198,94.85938,175.3125,4.04125,287.8125,0
130.100375175,94.85938,175.5,4.038125,295,0
131.155295849,94.84766,175.40625,4.04,297.5,0
132.210047245,94.83594,175.21875,4.03125,293.4375,0
