Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.039631844,0.1253838,0.4437561,-0.1719368
0.138711929,0.1324119,0.4503055,-0.1952789
0.237791538,0.1375674,0.4544893,-0.2155881
0.339349270,0.144516,0.4594388,-0.2328048
0.438429355,0.1489189,0.4677641,-0.2508358
0.537509441,0.1560616,0.4744443,-0.271139
0.639066696,0.1626959,0.4810787,-0.2910955
0.738146782,0.1672924,0.4906422,-0.3103342
0.839704514,0.1691035,0.4935855,-0.3313636
0.938784599,0.1752732,0.4995656,-0.3519838
1.037864685,0.1781316,0.5031872,-0.372308
1.139422417,0.1832841,0.5106997,-0.3928595
1.238502979,0.1877532,0.5136666,-0.4140964
1.337583065,0.1861303,0.516831,-0.43324
1.439140320,0.1899124,0.5197912,-0.4544111
1.538220882,0.1911557,0.5260547,-0.4724088
1.639778614,0.1923673,0.5292005,-0.4926876
1.738858700,0.1944425,0.5338008,-0.5095939
1.837939262,0.1916771,0.5356536,-0.5305623
1.939496994,0.1913245,0.538196,-0.5480125
2.038577080,0.1935592,0.5401712,-0.564407
2.137658596,0.1929765,0.5390362,-0.5807601
2.239215374,0.1922351,0.5401734,-0.5959014
2.338296413,0.1951417,0.5410557,-0.6129211
2.437376976,0.1936495,0.5401359,-0.6295687
2.538934708,0.1954186,0.5417879,-0.646201
2.638014793,0.1946018,0.5421906,-0.66124
2.739572525,0.1928438,0.5452986,-0.6773394
2.838653564,0.1912697,0.5441301,-0.6947138
2.937734127,0.1918412,0.5466719,-0.7105159
3.039291859,0.1913938,0.5481364,-0.7265808
3.138372898,0.1876835,0.5483329,-0.7410713
3.237453937,0.1835061,0.5490988,-0.7558568
3.339011669,0.1837879,0.549701,-0.7699599
3.438092232,0.1811764,0.5486145,-0.7845478
3.539650440,0.1769574,0.5491387,-0.7957403
3.638731003,0.1782312,0.5476658,-0.8084538
3.737812042,0.1765268,0.5468438,-0.8205726
3.839369297,0.1746659,0.5448366,-0.8337125
3.938450813,0.1733374,0.5442443,-0.8452005
4.037531853,0.1713107,0.5447595,-0.8580678
4.139089584,0.1677061,0.5453635,-0.8695094
4.238170624,0.1667407,0.5408459,-0.8816139
4.339728832,0.1660351,0.5382748,-0.8963927
4.438809395,0.1674894,0.5368239,-0.9083019
4.537890434,0.1639447,0.5366043,-0.9217468
4.639448643,0.162646,0.5356265,-0.9345133
4.738529682,0.1622142,0.5344511,-0.945652
4.837610722,0.1595175,0.5338473,-0.9561968
4.939168930,0.1583857,0.5341419,-0.9676089
5.038249969,0.1575471,0.5319598,-0.9748808
5.137331009,0.1567099,0.5310068,-0.9828028
