Time (s),X (g),Y (g),Z (g)
0.019815922,0.0009461215,-0.0003109774,0.006215562
0.039631844,0.004373061,-0.0008174269,0.007605478
0.059448242,0.0005432144,-0.002782958,0.006683612
0.079263687,0.00291861,0.002524059,0.00285539
0.099079609,0.001523785,-0.003299391,0.005228722
0.118896008,0.004955766,-0.00332259,0.007580372
0.138711929,0.005502588,-0.001423127,0.01190263
0.158527851,-0.001765935,-0.008224652,0.005716417
0.178343773,0.006873556,-0.001455895,0.002295444
0.198160171,0.004033253,-0.0005263369,0.006655631
0.217976093,0.004100932,-0.001991584,0.009521115
0.237791538,0.007402366,-0.003930488,0.002269802
0.257608414,0.001138775,-0.005396722,0.002822595
0.279901504,-0.003183672,0.0003768399,0.002446117
0.299716949,0.00317282,-0.001601131,0.006661099
0.319532871,0.001732503,-0.001619169,0.006680424
0.339349270,0.00321101,-0.004058758,0.008559796
0.359165192,0.002254906,-0.003609958,0.008096986
0.378981113,0.001262226,0.0002360543,0.002866833
0.398797512,0.003765812,-0.004110568,0.006635317
0.418613434,0.006142071,0.002171121,0.001377789
0.438429355,-9.577107E-05,-0.001720145,0.00287124
0.458245754,0.003364437,0.003092215,0.00861576
0.478061676,0.006277212,-0.003719148,0.008043312
0.497877121,0.00345321,-0.004226431,0.01191393
0.517693519,0.001411844,-0.001324415,0.0009377038
0.539987087,-0.0009199864,-0.0003992505,0.003854416
0.559802532,0.0005889055,-0.002847596,0.006212321
0.579618454,0.003974094,-0.002866623,0.003768592
0.599434853,0.001604027,-0.002412738,0.00668181
0.619250774,0.002060871,-0.001461724,0.003806879
0.639066696,0.0016068,-0.005829006,0.004737237
0.658883095,0.001159384,-0.001493983,0.004778898
0.678699016,0.004538611,-0.00248468,0.002326719
0.698514938,0.004188296,-0.002496721,0.01096232
0.718331337,0.005575346,-0.005878942,0.003723867
0.738146782,0.003214168,-0.004942753,0.00424454
0.757963657,0.003772205,-0.003496581,0.01000188
0.777779102,0.003701128,-0.004948581,0.003758332
0.797595024,0.001330468,-0.002558069,0.005250136
0.819888115,0.008152712,-0.004017976,0.008019053
0.839704514,0.0061908,-0.003527768,0.006612206
0.859520435,0.002299994,-0.007413833,0.003279048
0.879336357,0.0003571795,-0.0006751191,0.001923562
0.899152756,0.002824143,-0.004554177,0.004733951
0.918968678,0.001862232,-0.004088089,0.002354611
0.938784599,0.004817111,-0.0002490493,0.004262786
0.958600998,0.0009894915,-0.004152189,0.006202542
0.978416920,0.005868251,-0.004141905,0.009010543
0.998233318,0.006363195,-0.0007611255,0.009031878
1.018048763,0.003355909,-0.005604006,-0.0005552274
1.037864685,0.005302699,-0.001748493,-0.0005504686
1.057681084,0.005905993,-0.0003410986,0.005207084
1.077497005,0.004944849,-0.0008615681,0.005696375
1.099790096,0.0006120366,-0.006175469,0.006193272
1.119606018,0.003125289,-0.0003879001,0.01004243
1.139422417,0.00454806,-0.006680872,0.006612726
1.159238339,0.002567052,-0.003328767,0.0009162836
1.179054737,0.002131273,-0.00478175,0.004745975
1.198870659,0.005053945,-0.007705359,0.005638401
1.218686580,0.004617862,-0.003363769,0.006640794
1.238502979,0.004069466,-0.004821269,0.00280024
1.258318901,0.002222014,-0.003376015,0.008113778
1.278135300,0.005156859,-0.005784877,0.01092752
1.297951221,0.00555121,-0.007226461,0.002758693
1.317766666,0.005130656,-0.001899172,0.005686956
1.337583065,0.006550089,-0.004801619,0.003723839
1.359876633,0.007084402,0.0005102516,0.004720476
1.379692077,0.002771922,-0.004298854,0.007139638
1.399508476,0.003236,4.457966E-05,0.004293202
1.419324398,0.007107991,0.001936145,0.00425324
1.439140320,0.00321439,-0.001474166,0.002842643
1.458956718,0.001322042,-0.00146024,0.00478824
1.478772640,0.004758033,-0.003881862,0.006635862
1.498589039,0.0008723067,-0.003887662,0.00381563
1.518404961,0.004298393,-0.005849679,0.006626186
1.538220882,0.0008820553,-0.001971866,0.0009559935
1.558037281,0.003374031,-0.00393157,0.005218412
1.577853203,0.004344422,-0.004902605,0.005195776
1.597669601,0.009180378,0.002792607,0.005191147
1.617485523,0.004866382,-0.002503606,0.007606419
1.639778614,0.007237703,-0.002500536,0.002776833
1.659595013,0.006367642,-0.002032745,0.009985564
1.679410934,0.005804262,-0.006361576,0.003723537
1.699226379,0.004381338,-0.002518955,0.004257579
1.719042778,0.00390834,-0.001539508,0.003314171
1.738858700,0.001939889,0.0003884552,-0.002873042
1.758675098,0.004419437,-0.004459166,0.002322896
1.778491020,0.003958174,-0.001514241,0.002355047
1.798307419,0.0001286194,-0.001993102,0.00528462
1.818123341,0.003503231,-0.005875167,0.004721824
1.837939262,0.003995063,-0.004901839,0.005681828
1.857755661,0.005378383,-0.004884269,0.001825647
1.877571583,-0.001254618,-0.004377963,0.01103803
1.899864674,0.00296794,-0.0005283322,0.002377753
1.919681072,0.002981222,-0.001011704,0.0004559364
1.939496994,0.004534098,0.001388732,0.004769407
1.959313393,0.003590565,-0.004887136,0.00712676
1.979129314,0.00213344,-0.003443474,0.006681606
1.998945236,0.003108519,-0.003475869,0.009064002
2.018761635,0.003025179,-0.002991391,0.001877555
2.038577080,0.00019213,-0.005402172,0.004776091
2.058393955,0.005524867,-0.004439289,0.006622719
2.078209400,0.002648829,-0.004929059,0.008099527
2.098026276,0.00650674,-0.001571993,0.005673882
2.117841721,0.005519197,-0.003487178,0.00663097
2.137658596,0.004620437,-0.0005837864,0.01098462
2.157474041,0.005999072,-0.00591069,0.008520471
2.179767132,0.003574456,0.0004014381,0.004296114
2.199584007,0.009368953,-0.002047292,0.004668372
2.219399452,0.002542037,-0.003955176,-0.000520714
2.239215374,0.004550098,-8.104589E-05,0.003797718
2.259031772,0.003592676,-0.003953302,0.006655352
2.278847694,0.002093398,-0.001070564,0.001908312
2.298664093,0.005439685,-0.004498986,0.0003905687
2.318480015,0.004608021,-0.00209142,0.009533829
2.338296413,0.001636802,-0.005920411,0.003791024
2.358112335,0.005966273,-0.00741483,0.004672287
2.377928734,0.005955682,-0.001587141,0.001846625
2.397744655,0.006918475,-0.004487036,0.003724798
2.417561054,-0.0002727601,-0.0005686489,0.005304175
2.439854145,0.003080484,-0.002038703,0.002843991
2.459670067,0.0006737263,-0.001089775,0.002888556
2.479486465,0.001155772,-0.006886574,0.006187184
2.499302387,0.006518079,-0.002570379,0.005665967
2.519118786,0.003591651,-0.006910856,0.005671144
2.538934708,0.004597286,-0.002077598,0.00617819
2.558750152,0.004078375,-0.001106632,0.004276322
2.578567028,0.001647609,-0.00397698,0.003328592
2.598382473,0.003170919,-0.003506588,0.006666576
2.618199348,0.004050829,-0.003987569,0.001853977
2.638014793,0.007027667,-0.0006291778,0.006154228
2.657831192,0.003111062,-0.003992545,0.002827424
2.677647114,0.005123194,-0.004011195,0.007592381
2.697463512,0.002218704,-0.001553345,0.004300807
2.719756603,0.001225739,-0.002991717,0.001905577
2.739572525,0.006079232,-0.004462903,0.005176887
2.759388924,0.00259561,-0.00682001,-0.0005456851
2.779204845,0.006063831,-0.001549649,0.005201839
2.799021244,0.002096634,-0.004424812,-0.001476263
2.818837166,0.006488144,-0.007340518,0.002747893
2.838653564,0.005113483,-0.004916233,0.007104736
2.858469486,0.004193723,-0.006852486,0.01093775
2.878285885,0.002652117,-0.003442722,0.002359312
2.898101807,0.008499446,-0.002530814,0.004197998
2.917918205,0.004676463,0.0003924791,0.005719137
2.937734127,0.004132309,-0.002496794,0.001387382
2.957550526,0.005225143,-0.00201937,0.009046451
2.979843616,0.0008185995,-0.0024673,0.005752455
2.999659538,0.005181712,0.001377392,0.005240577
3.019475937,-0.00164102,-0.003894142,0.002900082
3.039291859,0.009019665,-0.004948982,0.005128328
3.059108257,0.002330203,-0.001032296,0.00766061
3.078924179,0.003705272,-0.00248899,0.002832432
3.098740578,0.003234332,-0.001001118,0.003331492
3.118556500,0.004648488,-0.00436972,0.004239975
3.138372898,0.00178494,-0.003863762,0.005246331
3.158188820,0.008441874,-0.008249586,-0.0001659544
3.178005218,0.002354686,-0.0004732757,0.01149971
3.197821617,0.003691775,-0.003355633,0.002345117
3.217637539,0.008096213,-0.004334812,0.006586073
3.239930630,0.0008437158,-0.002338195,0.005273476
3.259747028,0.003754834,-0.0009086867,0.004283159
3.279562950,0.004668712,-0.006225171,0.002785579
3.299379349,0.005259919,-0.0004251868,0.007141578
3.319195270,0.002844385,-0.004279436,0.008583662
3.339011669,0.004207155,0.0005387952,0.001411706
3.358827591,0.003704497,-0.003308191,0.002345317
3.378643989,0.001769592,-0.002311089,0.002861777
3.398459911,0.003762194,-0.004761835,0.009044239
3.418276310,0.00471057,-0.0004070114,0.003793279
3.438092232,0.0007250669,-0.009544304,0.001377626
3.457908630,0.007599825,-0.003790784,0.008994566
3.477724075,0.007077156,-0.002326538,0.003261496
3.497540951,0.003251689,-0.002752689,0.005232868
3.519834041,0.002224441,-0.005638495,0.00234734
3.539650440,0.003282851,-0.006114344,0.009519537
3.559466362,0.007594326,-0.001801664,0.006134553
3.579282761,0.001784596,-0.004170913,0.002846081
3.599098682,0.003762505,-0.00178392,0.006192358
3.618915081,0.006643776,0.0001200844,0.004247545
3.638731003,0.004088326,-0.00565271,-0.001037425
3.658547401,0.008057247,-0.004714663,0.006582797
3.678362846,-0.001116577,-0.002685364,0.003860553
3.698179722,0.002719528,-0.003180595,0.00331912
