Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.9932218,0.002870809,0.007681812,-0.002854564,0.9932492,-0.002117821,-0.007687864,0.002095747,0.9932237
0.002476692,0.9932219,0.002872471,0.00767934,-0.002856172,0.9932492,-0.002125453,-0.007685417,0.002103373,0.9932237
0.004953861,0.9932214,0.002879415,0.007682913,-0.002863037,0.9932488,-0.002134848,-0.007689032,0.002112705,0.9932232
0.007430553,0.9932214,0.002886378,0.007687833,-0.002869915,0.9932488,-0.002144492,-0.007693994,0.00212228,0.9932233
0.009907722,0.9932214,0.002893351,0.007697488,-0.00287683,0.9932489,-0.002149344,-0.007703678,0.002127051,0.9932233
0.012384415,0.9932215,0.002902922,0.007698822,-0.002886339,0.9932489,-0.002156936,-0.007705055,0.002134566,0.9932234
0.014862061,0.9932215,0.00291247,0.007702163,-0.002895874,0.9932489,-0.002157712,-0.007708418,0.002135258,0.9932234
0.017338276,0.9932212,0.002922036,0.007708548,-0.002905407,0.9932488,-0.002160263,-0.007714831,0.002137717,0.9932231
0.019815922,0.9932212,0.002928962,0.007710016,-0.002912287,0.9932488,-0.002165774,-0.00771633,0.00214317,0.9932232
0.022292614,0.9932212,0.002935894,0.007707498,-0.00291918,0.9932487,-0.002171567,-0.007713844,0.002148917,0.9932232
0.027246475,0.9932212,0.002954984,0.007718154,-0.002938202,0.9932488,-0.002177582,-0.007724559,0.002154753,0.9932232
0.029723644,0.9932207,0.002961865,0.007730829,-0.002945062,0.9932484,-0.002176652,-0.007737246,0.002153732,0.9932228
0.032200813,0.9932213,0.002971419,0.007726081,-0.002954589,0.9932489,-0.002181548,-0.007732533,0.002158568,0.9932233
0.034677506,0.9932208,0.002978397,0.0077276,-0.002961517,0.9932484,-0.002187526,-0.007734085,0.002164487,0.9932228
0.037155151,0.9932208,0.002990585,0.007733298,-0.00297366,0.9932485,-0.00219184,-0.007739822,0.002168691,0.9932229
0.039631844,0.9932208,0.002997502,0.007738374,-0.002980528,0.9932485,-0.002196751,-0.007744928,0.002173532,0.9932229
0.042109013,0.9932206,0.002999146,0.007746563,-0.002982132,0.9932483,-0.002199579,-0.007753129,0.002176323,0.9932227
