Time (s),W,X,Y,Z
0.019815922,0.9893661,-0.04261696,0.1263085,0.003504126
0.039632320,0.9893655,-0.04263448,0.1263075,0.003533875
0.059448719,0.9893667,-0.04264643,0.126293,0.003564906
0.081741810,0.9893678,-0.04266329,0.1262768,0.003597115
0.101557732,0.9893718,-0.04267099,0.126243,0.003619229
0.121374130,0.9893722,-0.0426768,0.1262375,0.003648572
0.141190052,0.9893728,-0.0427174,0.1262162,0.003680486
0.161006451,0.989376,-0.04270516,0.1261961,0.003701274
0.180822372,0.9893748,-0.04272584,0.1261967,0.00373023
0.200638771,0.9893758,-0.04275483,0.1261787,0.003750506
0.220454693,0.9893742,-0.04274926,0.1261925,0.003776117
0.240271092,0.9893751,-0.04274324,0.1261871,0.003805663
0.260087490,0.9893736,-0.04276722,0.1261888,0.003839701
0.279903412,0.9893754,-0.04274356,0.1261828,0.003855108
0.299719811,0.9893802,-0.04270213,0.1261593,0.003877826
0.319535732,0.9893818,-0.0427001,0.1261457,0.003903998
0.341828823,0.9893827,-0.04269059,0.1261412,0.003933251
0.361645222,0.9893835,-0.04269425,0.1261329,0.003961771
0.381461144,0.989388,-0.04269854,0.126095,0.003995465
0.401277542,0.9893899,-0.04271407,0.1260743,0.00402722
0.421093941,0.9893907,-0.04272832,0.1260622,0.004047177
0.440909863,0.9893906,-0.04277207,0.1260476,0.004074021
0.460726261,0.9893901,-0.04278731,0.1260458,0.004089797
0.480542183,0.9893922,-0.04280589,0.1260211,0.00412005
0.500358582,0.9893948,-0.04282829,0.1259927,0.004153132
0.520174503,0.9893893,-0.04409148,0.1255437,-0.0055836
0.539990902,0.9893922,-0.04410148,0.1255194,-0.005557881
0.559807300,0.9893935,-0.04410642,0.1255089,-0.005524799
0.579623222,0.9893934,-0.04412263,0.1255041,-0.005503851
0.599439621,0.9893951,-0.04413375,0.1254873,-0.005480491
0.621732712,0.9893975,-0.04411506,0.1254766,-0.005453923
0.641548633,0.9894022,-0.04411225,0.1254414,-0.005428145
0.661365032,0.989405,-0.04410129,0.1254242,-0.005414285
0.681181431,0.9894087,-0.04411105,0.125392,-0.005399303
0.700997353,0.9894139,-0.04411534,0.1253513,-0.005382541
0.720813751,0.9894149,-0.04412605,0.1253398,-0.005360288
0.740629673,0.9894173,-0.04413011,0.1253197,-0.005341263
0.760446072,0.9894174,-0.04415189,0.1253135,-0.00531725
0.780261993,0.9894181,-0.04415249,0.1253074,-0.005292283
0.800078392,0.9894197,-0.04417435,0.1252879,-0.005275225
0.819894791,0.9894212,-0.0441772,0.1252759,-0.005245137
