Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.692469597,99.60938,1543.78125,4.13125,98.4375,0
1.571334362,99.60938,1335.65625,4.13,90.625,0
2.632712364,99.60938,1159.875,4.12875,101.5625,0
3.681502342,99.59375,1015.875,4.123125,109.6875,0
4.560315609,99.59375,930.84375,4.13,129.6875,0
5.614779472,99.59375,865.40625,4.13125,98.4375,0
6.669623852,99.58203,814.3125,4.1275,103.125,0
7.548493862,99.58203,780,4.13,91.875,0
8.603291035,99.58203,739.6875,4.126875,104.0625,0
9.658218384,99.58203,711.09375,4.1275,96.5625,0
10.537280083,99.57031,691.6875,4.129375,98.4375,0
11.591927528,99.57031,666.65625,4.128125,93.75,0
12.646772385,99.57031,650.71875,4.128125,94.6875,0
13.701436520,99.57031,635.625,4.129375,115,0
14.580416679,99.55859,624.9375,4.13,103.125,0
15.635601044,99.55859,609.84375,4.1275,114.375,0
16.690310001,99.55859,592.96875,4.128125,95,0
17.569101810,99.55859,587.4375,4.12875,93.75,0
18.623983860,99.54688,583.3125,4.12375,115.625,0
19.678570270,99.54688,571.96875,4.1275,103.125,0
20.557546139,99.54688,564.28125,4.126875,126.875,0
21.612528324,99.53516,553.6875,4.130625,103.4375,0
22.667206287,99.53516,548.25,4.125625,101.25,0
23.546251297,99.53516,543.46875,4.128125,88.75,0
24.601095676,99.53516,543.46875,4.1275,83.4375,0
25.655720234,99.52344,534.75,4.12375,120.3125,0
26.535024643,99.52344,531.09375,4.125625,127.5,0
27.589506149,99.52344,527.71875,4.1275,109.0625,0
28.644370556,99.52344,524.4375,4.124375,100.625,0
29.699158668,99.51172,523.59375,4.12625,98.4375,0
30.578100204,99.51172,524.4375,4.124375,110.3125,0
31.632835388,99.51172,525.28125,4.124375,92.5,0
32.687825680,99.51172,519.1875,4.125625,105,0
33.566859245,99.49609,518.90625,4.128125,91.875,0
34.621507645,99.49609,516.46875,4.1275,93.75,0
35.676306724,99.49609,515.71875,4.126875,106.5625,0
36.555206299,99.48438,511.78125,4.126875,102.5,0
37.610268593,99.48438,514.125,4.12625,99.375,0
38.665776253,99.48438,512.53125,4.125,117.1875,0
39.546006203,99.48438,512.53125,4.125625,101.5625,0
40.598674297,99.47266,513.375,4.12625,103.125,0
41.653399944,99.47266,512.53125,4.12625,95.9375,0
42.532348633,99.47266,514.125,4.125625,94.375,0
43.587587356,99.47266,513.375,4.124375,97.5,0
44.642186165,99.46094,510.9375,4.125625,100.625,0
45.696874618,99.46094,507.5625,4.121875,124.6875,0
46.575845718,99.46094,506.8125,4.124375,121.875,0
47.630557537,99.46094,502.96875,4.125625,99.375,0
48.685275555,99.44922,500.71875,4.1225,121.875,0
49.565839767,99.44922,499.96875,4.125625,105.3125,0
50.619211674,99.44922,501.46875,4.125,108.125,0
51.673984528,99.4375,497.15625,4.125,97.5,0
52.552879333,99.4375,498.9375,4.12625,110,0
53.607696056,99.4375,496.40625,4.125625,97.1875,0
54.662866115,99.4375,498.9375,4.125625,106.25,0
55.541415214,99.42578,499.6875,4.119375,117.5,0
56.596380234,99.42578,498.9375,4.12625,92.5,0
57.650997162,99.42578,499.6875,4.120625,121.25,0
58.530134678,99.42578,501.1875,4.123125,107.5,0
59.585627556,99.41406,498.9375,4.125,94.6875,0
60.639768600,99.41406,495.65625,4.12,127.1875,0
61.694497108,99.41406,494.15625,4.12375,109.0625,0
62.573487759,99.39844,492,4.12125,112.8125,0
63.628154755,99.39844,488.4375,4.125,100.3125,0
64.682989120,99.39844,486,4.123125,108.4375,0
65.562068462,99.39844,486.65625,4.12375,110.9375,0
66.616829872,99.38672,483.84375,4.121875,105.625,0
67.671634674,99.38672,480.375,4.118125,118.75,0
68.550518036,99.38672,478.03125,4.12375,112.5,0
69.605335712,99.375,477.375,4.1225,108.125,0
70.660079956,99.375,478.6875,4.121875,106.875,0
71.539128303,99.375,472.3125,4.120625,143.4375,0
72.593957901,99.36328,469.03125,4.1225,116.5625,0
73.648651600,99.36328,469.6875,4.1225,116.5625,0
74.527875900,99.36328,470.34375,4.125625,102.1875,0
75.582557201,99.36328,472.3125,4.1225,113.75,0
76.637432098,99.35156,471.65625,4.121875,126.5625,0
77.692113399,99.35156,473.625,4.121875,106.25,0
78.570988178,99.35156,476.625,4.12375,110.9375,0
79.626971722,99.35156,479.4375,4.12375,95.625,0
80.680986404,99.33984,481.5,4.124375,94.6875,0
81.559701919,99.33984,482.90625,4.123125,102.1875,0
82.614471435,99.33984,484.96875,4.12375,110.625,0
83.669315815,99.33984,486.375,4.124375,110,0
84.548204899,99.32813,482.625,4.12,128.4375,0
85.602929592,99.32813,483.28125,4.125,108.4375,0
86.657925606,99.32813,484.03125,4.121875,119.6875,0
87.536855698,99.31641,484.6875,4.120625,95.3125,0
88.591652393,99.31641,481.875,4.12125,107.5,0
89.646353245,99.31641,483.28125,4.12375,96.5625,0
90.701183319,99.31641,487.125,4.1225,100.625,0
91.580356121,99.30078,485.4375,4.115625,107.8125,0
92.634962082,99.30078,484.6875,4.12,120.625,0
93.689775944,99.30078,486.09375,4.118125,130.3125,0
94.568669796,99.30078,486.09375,4.11875,117.1875,0
95.625446319,99.28906,484.6875,4.123125,112.8125,0
96.678290844,99.28906,489.28125,4.12375,103.4375,0
97.558731079,99.28906,487.125,4.120625,114.6875,0
98.612121105,99.27734,487.125,4.121875,106.25,0
99.666813850,99.27734,489.28125,4.125625,95.625,0
100.545974255,99.27734,492.9375,4.121875,107.1875,0
101.600784779,99.27734,490.6875,4.118125,131.5625,0
102.655469417,99.26563,485.15625,4.123125,93.75,0
103.534465790,99.26563,488.25,4.12,94.375,0
104.589153767,99.26563,489.75,4.120625,107.1875,0
105.644083977,99.26563,489.75,4.1225,103.75,0
106.698719978,99.25391,489.75,4.125,88.75,0
107.577817917,99.25391,490.40625,4.12125,133.125,0
108.632647514,99.25391,489,4.12375,98.4375,0
109.687332153,99.24219,490.40625,4.1175,128.75,0
110.566667080,99.24219,489,4.120625,106.25,0
111.621737480,99.24219,487.59375,4.12375,94.375,0
112.676049709,99.24219,488.25,4.120625,123.4375,0
113.554984569,99.23047,485.8125,4.120625,112.1875,0
114.609653950,99.23047,486.84375,4.118125,107.1875,0
115.664642811,99.23047,486.84375,4.12375,101.5625,0
116.545173645,99.23047,488.25,4.12,110,0
117.598364830,99.21875,487.59375,4.116875,121.875,0
118.653133392,99.21875,488.25,4.1225,99.375,0
119.532005787,99.21875,490.125,4.11875,112.8125,0
120.586993217,99.20313,486.5625,4.11875,114.6875,0
121.641582966,99.20313,487.3125,4.118125,109.375,0
122.696498394,99.20313,490.125,4.120625,110.625,0
123.575486660,99.20313,489.46875,4.12125,119.0625,0
124.630193233,99.19141,489.46875,4.120625,107.5,0
125.685116291,99.19141,490.125,4.115625,110.9375,0
126.564926147,99.19141,490.875,4.12125,117.1875,0
127.618866444,99.17969,489.46875,4.121875,101.5625,0
128.673669815,99.17969,487.3125,4.120625,112.5,0
129.552544594,99.17969,488.71875,4.124375,105.3125,0
130.607495785,99.17969,490.875,4.12,121.25,0
131.662150383,99.16797,489.46875,4.121875,86.25,0
132.541200161,99.16797,487.96875,4.121875,104.6875,0
133.596000194,99.16797,489.46875,4.12125,104.375,0
