Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.836802483,99.88672,300.9375,4.11375,316.5625,0
1.715707779,99.875,289.21875,4.113125,293.125,0
2.770709038,99.875,276.375,4.11375,331.875,0
3.825234413,99.86328,267.75,4.114375,285.3125,0
4.880066395,99.85156,260.25,4.1125,276.25,0
5.759128571,99.85156,253.78125,4.11125,289.6875,0
6.814134598,99.83984,246.75,4.1125,286.5625,0
7.868715763,99.82813,241.875,4.1075,280.9375,0
8.747644901,99.82813,237.5625,4.11375,282.8125,0
9.802394867,99.81641,233.71875,4.1125,277.5,0
10.857282162,99.80469,230.15625,4.109375,286.25,0
11.736233711,99.80469,226.78125,4.11,322.8125,0
12.791062832,99.78906,224.0625,4.110625,297.1875,0
13.845755100,99.77734,221.25,4.108125,305.625,0
14.724763393,99.77734,218.90625,4.113125,273.125,0
15.779648781,99.76563,215.8125,4.11,281.5625,0
16.834348679,99.75391,213.1875,4.1125,283.4375,0
17.713447571,99.75391,211.3125,4.105,282.5,0
18.768098831,99.74219,208.5,4.110625,287.1875,0
19.823238373,99.73047,204.5625,4.108125,292.5,0
20.877844334,99.71875,199.3125,4.101875,284.0625,0
21.757045746,99.71875,197.0625,4.1,335.3125,0
22.811611652,99.70703,195.75,4.10125,320,0
23.866287708,99.69141,193.5,4.09875,323.125,0
24.745254040,99.67969,191.8125,4.100625,297.1875,0
25.800144672,99.67969,188.53125,4.101875,399.0625,0
26.855148792,99.66797,185.71875,4.090625,421.25,0
27.734005928,99.65625,184.3125,4.1,315.9375,0
28.788657665,99.64453,181.78125,4.1025,363.75,0
29.843519688,99.63281,179.8125,4.1,391.5625,0
30.723959446,99.63281,180,4.105,294.0625,0
31.777629375,99.62109,179.8125,4.098125,300,0
32.832106113,99.60938,177.9375,4.1025,378.75,0
33.710997105,99.59375,175.78125,4.105,383.4375,0
