Time (s),W,X,Y,Z
0.000000000,0.1593883,0.001428836,0.0006250645,0.9855053
0.019815922,0.1588081,0.001423638,0.0005886387,0.9855989
0.039631844,0.1583036,0.001400759,0.0006257204,0.9856801
0.059446812,0.1580701,0.001382511,0.0006165538,0.9857176
0.079262733,0.1579739,0.001349352,0.0006065741,0.9857332
0.099077702,0.1578446,0.00137008,0.0005080412,0.9857539
0.118893623,0.1576189,0.001343596,0.0004383825,0.98579
0.138709545,0.1574576,0.001383603,0.0004804403,0.9858157
0.158524513,0.1571908,0.001389384,0.0005335089,0.9858583
0.178340435,0.1568661,0.001351776,0.0005591838,0.98591
0.198155403,0.1565715,0.001380427,0.0006106864,0.9859568
0.220448494,0.156819,0.001377681,0.0006287898,0.9859175
0.240263939,0.1570152,0.001401479,0.0006288501,0.9858862
0.260079384,0.1569573,0.001419331,0.0006506054,0.9858953
0.279894829,0.1567564,0.001432575,0.0006215155,0.9859273
0.299710751,0.1566534,0.001437742,0.000609037,0.9859437
0.319526196,0.1571039,0.00141344,0.0006312988,0.985872
0.339341641,0.1575485,0.001408884,0.0007136171,0.9858011
0.359157086,0.15749,0.001394314,0.0006704132,0.9858104
0.378972530,0.1570264,0.001388248,0.0006595334,0.9858844
0.398788452,0.1565981,0.001331762,0.000670842,0.9859526
0.418603897,0.1566026,0.001333713,0.0006680818,0.9859518
0.438419342,0.156573,0.001316987,0.0006213072,0.9859566
0.458235264,0.1566035,0.001308677,0.0006024116,0.9859518
0.480527401,0.1567918,0.001311017,0.0006547334,0.9859219
0.500343323,0.1569444,0.001314355,0.0007033125,0.9858975
0.520158291,0.1566315,0.001309475,0.000685856,0.9859474
0.539974213,0.1563648,0.00132295,0.0006956036,0.9859896
0.559790135,0.1560899,0.001304046,0.0007024152,0.9860331
0.579605103,0.1557706,0.001299464,0.0006696365,0.9860837
0.599421024,0.1554695,0.001274795,0.0006517167,0.9861313
0.619235993,0.1552496,0.001249971,0.0006650414,0.986166
0.639051914,0.1550233,0.001232004,0.0006126048,0.9862016
0.658867836,0.1550152,0.001229792,0.0006645184,0.9862029
0.678682804,0.1552349,0.001224339,0.0006230809,0.9861683
0.698498726,0.1554588,0.001224479,0.0006430449,0.9861331
0.718314648,0.1554144,0.00121695,0.0006536643,0.9861401
0.738129616,0.1553265,0.001213294,0.0006324153,0.986154
0.760422230,0.1552931,0.001205221,0.0006051348,0.9861591
0.780238152,0.1553709,0.0012126,0.000594989,0.986147
0.800053597,0.1554544,0.001208844,0.0006162074,0.9861338
0.819869042,0.1554075,0.001212701,0.0006280717,0.9861412
0.839684963,0.1553292,0.001210338,0.0006462835,0.9861534
0.859500408,0.1552675,0.001210545,0.0006755988,0.9861631
0.879315853,0.1552067,0.001181891,0.0006869368,0.9861727
0.899131298,0.1551602,0.001184916,0.0007196804,0.98618
0.918947220,0.1551681,0.001179796,0.000725698,0.9861789
0.938762665,0.1551903,0.001158539,0.0007530463,0.9861753
0.958578110,0.1552262,0.001137295,0.0007732873,0.9861696
0.978394032,0.155267,0.001118094,0.0007932795,0.9861633
0.998209000,0.1553029,0.001098985,0.0007973081,0.9861576
1.020501614,0.1553035,0.001093055,0.0008177276,0.9861575
1.040317535,0.1552855,0.001068351,0.000826176,0.9861605
1.060133457,0.1552707,0.001053871,0.0008468723,0.9861628
1.079948425,0.1552174,0.001041581,0.0008583801,0.9861711
1.099764347,0.1551645,0.001026839,0.0008658586,0.9861794
1.119580269,0.1551117,0.001018423,0.0008800774,0.9861877
1.139395237,0.1550618,0.0009851508,0.0008678799,0.9861956
1.159211159,0.1550255,0.0009610145,0.0008753942,0.9862013
1.179027081,0.1550148,0.0009418121,0.0008966154,0.986203
1.198842049,0.1549995,0.0009278564,0.0009144152,0.9862054
1.218657970,0.1549663,0.0009022833,0.0009258873,0.9862106
1.238473415,0.1549215,0.000903232,0.0009310047,0.9862177
1.258289337,0.1548874,0.0008973397,0.0009646363,0.986223
1.278104782,0.1549419,0.0008812874,0.0009828925,0.9862145
1.300396919,0.1550127,0.0008642916,0.0009965835,0.9862033
1.320212841,0.1550127,0.0008506552,0.001025235,0.9862033
1.340028763,0.1549688,0.0008244834,0.00105851,0.9862103
1.359843731,0.1549256,0.0007955527,0.00107403,0.986217
1.379659653,0.1549213,0.0007759114,0.001093095,0.9862176
1.399475575,0.1549134,0.0007480999,0.001114248,0.9862189
1.419291020,0.1549086,0.000740322,0.001139744,0.9862197
1.439106464,0.1549323,0.0007112257,0.001171947,0.9862159
1.458922386,0.1549442,0.0007078337,0.001169758,0.9862141
1.478737831,0.1549479,0.0006953059,0.001162486,0.9862134
1.498553276,0.1549599,0.0006730848,0.001162187,0.9862116
1.518369198,0.1550039,0.0006517607,0.001192351,0.9862046
1.538184643,0.155073,0.0006320523,0.00121393,0.9861938
1.560477257,0.1551429,0.0006169553,0.001231361,0.9861827
1.580293179,0.1550996,0.0006052775,0.001243234,0.9861895
1.600108147,0.1550443,0.000583963,0.001244976,0.9861982
1.619924069,0.1550141,0.0005681634,0.0012399,0.986203
1.639739990,0.1549767,0.0005543964,0.001265869,0.9862089
1.659555435,0.1549144,0.0005466781,0.001268821,0.9862188
1.679370880,0.1548683,0.000529091,0.001291246,0.986226
1.699186802,0.1548325,0.0005170659,0.001308157,0.9862315
1.719002247,0.1547801,0.0005014171,0.001308746,0.9862398
1.738817692,0.1547452,0.000488698,0.001321546,0.9862453
1.758633137,0.1547103,0.0004839404,0.001339752,0.9862506
1.778449059,0.1547336,0.0004522093,0.001337401,0.986247
1.798264981,0.1547604,0.0004356244,0.001321758,0.9862428
1.820557594,0.1548025,0.0004206599,0.001338741,0.9862362
1.840372563,0.1548253,0.0004097159,0.001328493,0.9862326
1.860188484,0.1548538,0.000388732,0.001336897,0.9862282
1.880004406,0.1548294,0.0003778581,0.001329211,0.9862321
1.899819851,0.1547849,0.0003658289,0.001328441,0.986239
1.919635296,0.1547412,0.0003575112,0.001320333,0.9862459
1.939450741,0.1547082,0.0003465432,0.001337439,0.986251
1.959266663,0.1546582,0.0003372785,0.001325027,0.9862589
1.979082584,0.1546304,0.0003307294,0.001340392,0.9862633
1.998897552,0.1546028,0.0003237424,0.001358132,0.9862676
2.018713474,0.1545873,0.0003093733,0.001354492,0.98627
2.038529396,0.1546191,0.0003012792,0.001354569,0.986265
2.058345318,0.1546581,0.0002889569,0.001376869,0.9862589
2.078160286,0.1546838,0.0002768575,0.001379617,0.9862548
2.100453377,0.1547188,0.0002581096,0.001387526,0.9862493
2.120268345,0.1547179,0.0002465126,0.001388382,0.9862495
2.140084267,0.1546724,0.0002303498,0.001387122,0.9862566
2.159900188,0.1546331,0.0002305866,0.00138906,0.9862629
2.179716110,0.1545886,0.0002268736,0.001392223,0.9862698
2.199531078,0.1545382,0.0002187725,0.001380848,0.9862778
2.219347000,0.1545243,0.0002030531,0.001389667,0.9862798
2.239162922,0.1545567,0.0001980926,0.001398833,0.9862748
2.258978367,0.1545893,0.0001771271,0.001419558,0.9862696
2.278793812,0.1545968,0.0001677508,0.001418084,0.9862685
2.298609734,0.1545981,0.000172837,0.001415416,0.9862682
2.318425179,0.1545945,0.0001696172,0.001427231,0.9862688
2.338241100,0.1544883,0.0001572563,0.001420877,0.9862854
2.360533714,0.1543562,0.0001483574,0.001409211,0.9863061
2.380349636,0.1544036,0.0001475249,0.00140411,0.9862987
2.400164604,0.1544854,0.0001360504,0.001419934,0.9862859
2.419980526,0.1545417,0.0001327078,0.001425064,0.9862772
2.439795971,0.1545093,0.0001256558,0.001422805,0.9862822
2.459611893,0.1544885,0.0001175261,0.001439209,0.9862854
2.479427338,0.1544958,0.0001143976,0.001445725,0.9862843
2.499242783,0.1545045,0.0001014335,0.00144599,0.9862829
2.519058704,0.154518,7.319268E-05,0.00143782,0.9862809
2.538874626,0.1545311,7.622773E-05,0.001449599,0.9862787
2.558689594,0.1545621,5.637225E-05,0.001448611,0.9862738
2.578505516,0.1545401,2.73271E-05,0.001447589,0.9862773
2.598321438,0.1545093,2.91186E-05,0.00144343,0.9862822
2.618137360,0.1544708,2.396827E-05,0.001457922,0.9862881
2.640429497,0.15444,2.409989E-05,0.001453837,0.9862931
2.660245419,0.1544191,8.890849E-06,0.001457463,0.9862962
2.680061340,0.1544334,-8.045677E-07,0.001456296,0.986294
2.699876309,0.1544644,-9.273806E-06,0.001472058,0.9862892
2.719692230,0.1545049,-1.663857E-05,0.001482981,0.9862828
2.739508152,0.1544319,-1.783592E-05,0.001490788,0.9862942
2.759324074,0.1543494,-1.652801E-05,0.001472723,0.9863071
2.779139519,0.1543027,-1.574509E-05,0.001480544,0.9863144
2.798954964,0.1542744,-1.048921E-05,0.001490955,0.9863188
