Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,-0.4758682,0.0009917939,-0.1597527,0.006086301,-0.9904039,0.01062352,24.65399,26.53684,-3.894984,998.6368
0.012384892,-6.966616,-0.1200336,-0.09859026,0.006046791,-1.000698,-0.01790716,24.65399,26.53684,-3.894984,998.6384
0.032201290,6.443513,0.0615045,-0.4044026,0.005159573,-0.9889094,0.02656465,24.65399,26.53684,-3.894984,998.6384
0.052018166,-3.660008,0.0009917939,-0.2209152,0.005805657,-1.008204,-0.1009651,24.65399,26.53684,-3.894984,998.6396
0.071833611,-0.1084674,0.0615045,-0.2209152,-0.001581261,-0.9884074,0.0473593,24.65399,26.53684,-3.894984,998.6396
0.091650486,4.361576,0.1220172,-0.1597527,-0.004350914,-1.004794,-0.07868875,24.65399,26.53684,-3.894984,998.6368
0.111466885,-5.80318,0.0615045,-0.03742781,-0.001721271,-0.9948627,-0.004319672,24.28779,26.15173,-4.64715,998.6368
0.131282330,5.708712,0.0009917939,-0.3432401,0.004138835,-0.9879711,0.01402542,24.28779,26.15173,-4.64715,998.6401
0.151099205,-2.80274,0.1825299,-0.1597527,0.004368561,-1.00624,-0.09129354,24.28779,26.15173,-4.64715,998.6401
0.170915604,-0.7820356,0.0615045,-0.2209152,0.006656294,-0.9874083,0.04007916,24.65328,26.52963,-4.275001,998.6357
0.190731525,4.484043,0.1825299,-0.09859026,-0.0003903306,-1.005213,-0.05892277,24.65328,26.52963,-4.275001,998.6357
0.210547924,-5.068378,0.0615045,-0.03742781,0.006958345,-0.9938929,-0.02463469,24.27795,26.83122,-4.279013,998.6312
0.230364323,3.994175,0.0009917939,-0.2820776,0.007568797,-0.9898906,0.01834089,24.27795,26.83122,-4.279013,998.6312
0.252657414,1.973471,0.2430426,-0.09859026,-0.003879296,-1.001869,-0.07819363,24.27795,26.83122,-4.279013,998.6285
0.272473812,-3.904943,0.0615045,-0.1597527,0.004095652,-0.9884908,0.0005079964,24.6492,26.84242,-3.900383,998.6285
0.292289734,4.60651,0.0615045,-0.1597527,0.000245869,-0.9972814,-0.001929472,24.6492,26.84242,-3.900383,998.6281
0.312106133,-2.374106,-0.05952091,-0.1597527,0.0005424463,-1.004259,-0.06905922,24.65399,26.53684,-3.894984,998.6281
0.331922531,-0.5371017,0.0615045,-0.1597527,0.0007716401,-0.9913844,0.01933578,24.65399,26.53684,-3.894984,998.6273
0.351738930,3.136906,0.1220172,-0.3432401,0.002520047,-1.001781,-0.05554233,24.65399,26.53684,-3.894984,998.6273
0.371554852,-3.660008,0.1220172,-0.09859026,0.003536534,-0.9949007,-0.03137863,24.64274,27.2019,-4.28688,998.6245
0.391371250,2.463338,0.0615045,-0.09859026,0.004158973,-0.9933342,0.01110169,24.64274,27.2019,-4.28688,998.6245
0.411188126,0.1976999,0.1825299,-0.1597527,0.002986679,-1.003259,-0.063758,24.64274,27.2019,-4.28688,998.6218
0.431004524,-2.251639,0.0615045,-0.2209152,0.001202733,-0.9938657,-0.0009518089,24.28345,26.53286,-3.893595,998.6218
0.450819969,3.504307,0.1220172,-0.1597527,0.001646341,-0.9997601,-0.02318771,24.28345,26.53286,-3.893595,998.619
0.470636845,-2.067938,0.1220172,-0.1597527,0.004504115,-1.005166,-0.04977843,24.65399,26.53684,-3.894984,998.619
0.490453243,0.3201669,0.2430426,-0.1597527,0.004635511,-0.9904056,0.01304484,24.65399,26.53684,-3.894984,998.6179
0.512746334,3.19814,0.1220172,-0.2820776,-0.00280653,-0.9959261,-0.03907203,24.6492,26.84242,-3.900383,998.6179
0.532562733,-2.129172,0.0615045,-0.03742781,0.0006255801,-1.000288,-0.03814787,24.6492,26.84242,-3.900383,998.6155
0.552378655,1.299902,0.1825299,-0.3432401,0.004148604,-0.9923639,0.009658702,24.6492,26.84242,-3.900383,998.6155
0.572195053,1.422369,0.1220172,-0.2209152,0.008362005,-1.002236,-0.05461128,25.02453,26.54083,-3.896372,998.6144
0.592011452,-2.067938,0.1220172,-0.2209152,0.003579695,-0.9958476,-0.02028213,25.02453,26.54083,-3.896372,998.6144
0.611827374,2.463338,0.0615045,-0.2209152,0.00408406,-0.9958322,-0.01497535,25.02453,26.54083,-3.896372,998.6134
0.631643772,-0.5983351,0.1220172,-0.03742781,0.00202007,-1.000816,-0.05794802,24.2722,27.19792,-4.285492,998.6134
0.651460171,-0.5371017,0.1220172,-0.09859026,0.002698808,-0.9987203,0.001911137,24.2722,27.19792,-4.285492,998.614
0.671276570,2.463338,0.1220172,-0.4044026,0.003052885,-0.9983234,-0.03622035,24.64274,27.2019,-4.28688,998.614
0.691092491,-1.945472,0.0615045,-0.1597527,0.004044642,-1.00026,-0.03382233,24.64274,27.2019,-4.28688,998.613
0.710908890,0.9325016,0.0615045,-0.2820776,0.002644838,-0.9899592,0.0005083964,24.64274,27.2019,-4.28688,998.613
0.730725765,1.116202,0.1220172,-0.1597527,0.003015705,-0.9993278,-0.04877494,25.01974,26.84641,-3.901772,998.6139
0.750542164,-1.884238,0.0615045,-0.2209152,-0.0002972917,-0.9968357,-0.01785259,25.01974,26.84641,-3.901772,998.6139
0.772835255,1.483603,0.1220172,-0.2820776,0.007031086,-0.9904188,0.002412739,25.01974,26.84641,-3.901772,998.6145
0.792651653,0.5038673,0.1825299,-0.03742781,0.002044663,-1.000798,-0.05070789,25.01974,26.84641,-3.901772,998.6145
0.812467575,-1.761771,0.0615045,-0.2820776,0.002640937,-0.9948506,-0.008687593,25.01974,26.84641,-3.901772,998.6151
0.832283974,2.279638,0.0615045,-0.2209152,0.0001650206,-0.9948949,-0.02170658,24.65903,26.16293,-4.268521,998.6151
0.852100373,-0.8432691,0.0615045,-0.03742781,0.0005617724,-0.9915344,-0.04244666,24.65903,26.16293,-4.268521,998.614
0.871916771,-0.1084674,0.0615045,-0.09859026,-0.0002917052,-0.9890097,-0.003332079,24.64345,27.20912,-3.906864,998.614
0.891732693,1.361136,0.0615045,-0.1597527,0.001589001,-0.9968678,-0.0352395,24.64345,27.20912,-3.906864,998.6147
0.911549092,-1.271903,0.0615045,-0.1597527,0.004017391,-0.995391,-0.03379717,24.64345,27.20912,-3.906864,998.6147
0.931365490,0.993735,0.1825299,-0.2820776,-0.0002885168,-0.9948739,-0.01205043,25.02382,26.53361,-4.276389,998.6156
0.951181889,0.1976999,0.1220172,-0.1597527,0.004010742,-1.001262,-0.04541157,25.02382,26.53361,-4.276389,998.6156
0.970997811,-0.9045025,0.1825299,0.02373465,0.005538107,-0.9972948,-0.01885225,25.01974,26.84641,-3.901772,998.6162
0.990814209,1.422369,0.0615045,-0.1597527,-0.0007934812,-0.9983119,-0.02316692,25.01974,26.84641,-3.901772,998.6162
1.010631084,-0.6595686,0.1220172,-0.1597527,0.0001458316,-0.9988196,-0.03379359,25.01974,26.84641,-3.901772,998.6169
1.030447483,-0.04723396,0.1220172,-0.3432401,0.001168832,-0.9948676,-0.01254105,24.29496,25.79947,-3.880635,998.6169
1.052740574,1.299902,0.0615045,-0.1597527,0.004553971,-0.997308,-0.02222568,24.29496,25.79947,-3.880635,998.6135
1.072556973,-0.7208021,0.1825299,-0.03742781,-0.001309323,-0.9983355,-0.03185242,25.02535,26.54925,-3.453018,998.6135
1.092373371,0.1976999,0.1825299,-0.1597527,-0.0002890477,-0.9938967,-0.01059737,25.02535,26.54925,-3.453018,998.6124
1.112189293,0.9325016,0.0615045,-0.2820776,0.003102581,-1.000732,-0.02561407,25.02535,26.54925,-3.453018,998.6124
1.132005692,-0.4758682,0.1220172,-0.2820776,0.00256884,-0.991969,-0.02508346,24.27795,26.83122,-4.279013,998.613
1.151822090,0.8100346,0.0009917939,-0.1597527,0.00457039,-0.9958297,-0.014978,24.27795,26.83122,-4.279013,998.613
