Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.188957214,97.49609,988.875,4.0475,237.8125,0
1.243364811,97.49609,742.03125,4.04875,257.1875,0
2.122414112,97.48438,621.1875,4.051875,246.25,0
3.177238941,97.47266,522.84375,4.051875,246.25,0
4.232075691,97.47266,451.5,4.05,254.375,0
5.110906124,97.46094,415.96875,4.049375,252.1875,0
6.165735245,97.44531,379.21875,4.049375,262.8125,0
7.220562458,97.44531,353.4375,4.04875,250.9375,0
8.099558830,97.43359,333.75,4.05,261.875,0
9.154376030,97.43359,313.6875,4.048125,302.5,0
10.209053993,97.42188,297.9375,4.048125,248.125,0
