Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.252657414,27.122,29.086
1.250904083,27.212,29.098
2.251629829,27.314,29.108
3.252357483,27.362,29.12
4.250609875,27.444,29.132
5.251342773,27.516,29.142
6.252075672,27.548,29.156
7.252811432,27.57,29.166
8.251071453,27.708,29.178
9.251810551,27.746,29.188
10.252551079,27.858,29.2
