Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,16.60827,-41.02662,15.62016,-0.7678422,0.1590301,0.5777743,13.87349,-26.15478,-29.08943,1000.447
0.017339706,11.46466,-37.51688,14.39691,-0.7414287,0.1411861,0.5925011,12.39709,-26.53741,-29.0774,1000.448
0.037157536,11.83206,-29.9528,15.00854,-0.7388422,0.1173546,0.5986394,12.39709,-26.53741,-29.0774,1000.448
0.056974888,14.4651,-26.98767,21.12478,-0.7554582,0.1255222,0.5886361,12.39709,-26.53741,-29.0774,1000.445
0.076792717,11.34219,-21.54153,26.75173,-0.7612963,0.1626447,0.6491935,11.29698,-27.28274,-29.06027,1000.445
0.096609592,1.60607,-7.623609,20.14618,-0.7512412,0.2085387,0.6783348,11.29698,-27.28274,-29.06027,1000.443
0.116427422,-1.823005,-3.750796,19.77921,-0.745922,0.1831233,0.627494,9.881511,-27.67312,-29.49182,1000.443
0.136244774,1.728537,-11.92001,14.64156,-0.7622986,0.2307155,0.6099689,9.881511,-27.67312,-29.49182,1000.446
0.156062603,3.688008,-11.55693,6.62928,-0.7401201,0.2109949,0.6633236,9.881511,-27.67312,-29.49182,1000.446
0.175879955,-0.2921678,0.5456061,2.286746,-0.7274242,0.2101193,0.6767646,9.87576,-27.30643,-29.4983,1000.446
0.195696831,-4.517277,11.37738,-2.178114,-0.7382177,0.1963082,0.6265541,9.87576,-27.30643,-29.4983,1000.446
0.215514660,-6.537982,11.74046,-5.175074,-0.7343208,0.2046435,0.6420214,8.404977,-27.98622,-29.03752,1000.445
0.235332012,-5.313313,16.15788,-6.214836,-0.7337658,0.1885623,0.6356609,8.404977,-27.98622,-29.03752,1000.445
0.257627010,-2.557806,10.59071,-5.297399,-0.7523272,0.1923199,0.6184053,8.404977,-27.98622,-29.03752,1000.444
0.277443886,-2.925207,7.625592,-3.768338,-0.7401085,0.1806931,0.6168308,9.141259,-27.67267,-29.04569,1000.444
0.297261715,-1.21067,3.99483,-2.055789,-0.759625,0.1839693,0.6039221,9.141259,-27.67267,-29.04569,1000.447
0.317079067,0.3814003,-0.6041352,-1.321839,-0.7522258,0.1762596,0.6217011,9.139728,-27.68831,-29.86906,1000.447
0.336896896,1.361136,-2.72208,-1.444164,-0.748363,0.1777264,0.6158953,9.139728,-27.68831,-29.86906,1000.448
0.356714249,1.60607,-2.72208,-0.9548646,-0.7507942,0.1752699,0.6120346,9.139728,-27.68831,-29.86906,1000.448
0.376531601,-0.7208021,0.1220172,-1.016027,-0.7575101,0.1645457,0.6216698,8.764148,-27.31838,-29.49414,1000.449
0.396348953,-3.108907,3.147652,0.3295469,-0.7493868,0.1859956,0.6144954,8.764148,-27.31838,-29.49414,1000.449
0.416166782,-2.129172,4.478932,-0.5267274,-0.7410681,0.1748309,0.6110137,9.506755,-27.29478,-28.67354,1000.449
0.435984135,-1.455604,2.724063,-1.933464,-0.7498896,0.1889146,0.6145131,9.506755,-27.29478,-28.67354,1000.449
0.455801964,0.7488011,2.239962,-2.667413,-0.7502376,0.1650563,0.6158405,9.506755,-27.29478,-28.67354,1000.45
0.475618839,0.7488011,1.634835,-1.321839,-0.762832,0.1513382,0.6081161,9.510974,-27.67711,-29.49043,1000.45
0.495436669,-0.5371017,0.1825299,1.185821,-0.7760022,0.1527088,0.5990244,9.510974,-27.67711,-29.49043,1000.449
0.515254021,-2.312872,-0.4225971,1.552796,-0.7542307,0.1757181,0.6033675,9.510974,-27.67711,-29.49043,1000.449
0.537549019,0.1976999,-3.38772,0.8188466,-0.7392699,0.2055348,0.6184018,9.146052,-27.97825,-29.04029,1000.451
0.557365894,0.6875677,-2.782593,-1.872301,-0.7348421,0.2070604,0.6357618,9.146052,-27.97825,-29.04029,1000.451
