Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.187936783,99.98438,1364.8125,4.115625,327.5,0
1.242578507,99.97266,925.78125,4.1225,259.0625,0
2.121753216,99.97266,736.875,4.121875,270.625,0
3.176519871,99.96094,606,4.123125,269.375,0
4.231130123,99.94922,517.78125,4.12,271.25,0
5.110112190,99.94922,465.65625,4.12,269.6875,0
6.165088177,99.9375,422.90625,4.12375,271.25,0
7.219707966,99.9375,392.15625,4.1225,248.125,0
8.099073887,99.92578,371.34375,4.1225,254.6875,0
9.153617859,99.91406,349.21875,4.12,259.6875,0
10.208277702,99.91406,328.96875,4.119375,263.125,0
11.087356091,99.90234,317.0625,4.12,259.0625,0
12.142202854,99.90234,304.40625,4.1125,393.4375,0
13.196853638,99.88672,274.03125,4.095625,437.8125,0
14.251909256,99.86328,245.625,4.110625,262.1875,0
15.130798340,99.86328,238.59375,4.111875,320.3125,0
16.185457230,99.85156,232.875,4.110625,382.5,0
17.240422249,99.83984,227.90625,4.12,309.375,0
18.119405270,99.82813,217.875,4.085625,370.3125,0
19.174360752,99.81641,204.375,4.07875,472.5,0
20.228856087,99.80469,192.65625,4.080625,361.875,0
21.107904434,99.78906,188.0625,4.11625,250.625,0
22.162574768,99.78906,190.125,4.115,244.375,0
23.217586041,99.77734,191.15625,4.114375,250,0
24.096491337,99.76563,191.53125,4.105,440.9375,0
25.151153088,99.75391,181.96875,4.0875,489.0625,0
26.206112385,99.74219,172.40625,4.079375,531.875,0
27.085068703,99.73047,168.375,4.104375,252.8125,0
28.139733315,99.71875,169.125,4.113125,242.1875,0
29.196302891,99.70703,165.1875,4.076875,421.25,0
30.249418736,99.69141,160.03125,4.076875,443.75,0
31.128285885,99.67969,157.96875,4.114375,248.75,0
32.183149815,99.66797,161.4375,4.095,375,0
33.237975597,99.65625,158.25,4.075625,546.25,0
34.116876602,99.64453,152.0625,4.085,501.25,0
35.171772480,99.63281,148.96875,4.085625,500,0
36.226543903,99.62109,148.03125,4.091875,450.9375,0
37.105409622,99.60938,144.84375,4.07875,360.9375,0
38.160536289,99.59375,141.5625,4.09375,502.5,0
39.215909481,99.58203,139.21875,4.081875,456.25,0
