Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-1.780937,3.319066,40.49194
0.009912014,-1.757566,3.300869,40.403
0.029736996,-1.759732,3.305922,40.26958
0.052039623,-1.771247,3.319983,40.13252
0.071864605,-1.785408,3.341396,40.09927
0.091689110,-1.710125,3.337317,40.04026
0.111514568,-1.666341,3.330367,39.93921
0.131339073,-1.714079,3.347679,39.86157
0.151163578,-1.737536,3.382656,39.82346
0.170988560,-1.707114,3.394741,39.90956
0.190813065,-1.71121,3.414325,40.00428
0.210638046,-1.705834,3.419855,40.035
0.230462551,-1.687951,3.436649,40.0187
0.250287533,-1.6648,3.421784,40.00019
0.270112038,-1.661248,3.418814,40.01778
0.289936543,-1.669015,3.411638,39.99603
0.312239647,-1.709337,3.410662,40.01682
0.332064152,-1.699933,3.391096,40.03615
0.351889610,-1.700994,3.403924,40.02911
0.371714115,-1.743539,3.455055,40.02707
0.391539097,-1.757905,3.505317,40.0532
0.411364079,-1.758398,3.522879,40.0776
0.431188583,-1.711139,3.524621,40.06693
0.451013088,-1.678982,3.527659,40.05942
0.470838547,-1.639083,3.538915,40.12592
0.490662575,-1.624784,3.543156,40.15435
0.510487080,-1.658229,3.589373,40.15113
0.530312538,-1.683921,3.634108,40.13178
0.550137043,-1.640809,3.642518,40.09834
0.569962025,-1.630212,3.641595,40.16236
0.589786530,-1.603134,3.61923,40.21236
0.612089634,-1.570117,3.620125,40.17465
0.631914139,-1.599867,3.652735,40.10793
0.651739121,-1.576581,3.667303,40.05432
0.671563625,-1.554643,3.673006,40.03145
0.691389084,-1.551875,3.67244,39.97908
0.711213589,-1.552115,3.660183,39.94647
0.731037617,-1.519254,3.638348,39.90968
0.750863075,-1.485101,3.626755,39.87668
0.770687580,-1.483161,3.604633,39.85585
0.790512562,-1.460601,3.572387,39.85077
0.810337067,-1.43045,3.542484,39.82972
0.830162049,-1.427519,3.524555,39.79067
0.849986553,-1.420862,3.516947,39.76181
0.869811058,-1.425831,3.494657,39.76762
0.892114163,-1.378576,3.49587,39.76829
0.911939621,-1.37324,3.517391,39.77163
0.931764126,-1.380144,3.546037,39.77874
0.951588631,-1.366013,3.556482,39.7962
0.971413613,-1.35411,3.537061,39.81575
0.991238117,-1.333075,3.493879,39.83566
1.011063099,-1.314931,3.456248,39.84765
1.030887604,-1.302914,3.448843,39.84215
1.050712585,-1.307441,3.45558,39.83297
1.070537090,-1.304401,3.459774,39.81173
1.090362549,-1.281114,3.451931,39.8022
1.110187054,-1.282805,3.457656,39.7967
1.130011559,-1.290454,3.470566,39.79779
1.149836540,-1.294007,3.462437,39.80717
1.172139168,-1.261266,3.458662,39.79646
1.191964150,-1.206748,3.471437,39.7724
1.211788654,-1.179077,3.46531,39.74437
1.231613636,-1.153345,3.461203,39.72728
1.251438141,-1.158163,3.462624,39.70118
1.271263599,-1.170629,3.463914,39.67273
1.291087627,-1.178201,3.461861,39.65059
1.310913086,-1.173655,3.445441,39.64328
1.330737591,-1.171205,3.439439,39.63444
1.350562573,-1.161273,3.435513,39.61982
