Time (s),W,X,Y,Z
0.000000000,0.9363489,0.02451415,-0.02189227,-0.3446711
0.009912014,0.9366255,0.02425215,-0.02183186,-0.3439409
0.029736996,0.9370224,0.02425956,-0.02189502,-0.3428537
0.052039623,0.9374244,0.02436928,-0.02200517,-0.3417383
0.071864605,0.9375142,0.02454225,-0.02214601,-0.3414707
0.091689110,0.9377064,0.02390476,-0.02234837,-0.3409743
0.111514568,0.938017,0.02350726,-0.02244181,-0.3401406
0.131339073,0.9382318,0.02393298,-0.022459,-0.3395166
0.151163578,0.9383295,0.02422058,-0.02268521,-0.3392112
0.170988560,0.9380779,0.02402525,-0.0228563,-0.3399086
0.190813065,0.9377908,0.02413578,-0.02298521,-0.3406834
0.210638046,0.9376993,0.02411455,-0.02304011,-0.3409333
0.230462551,0.9377465,0.02401542,-0.02323448,-0.3407972
0.250287533,0.9378105,0.02377863,-0.02318483,-0.340641
0.270112038,0.9377599,0.02374437,-0.02316733,-0.3407837
0.289936543,0.9378249,0.02378198,-0.02308987,-0.3406076
0.309762001,0.937762,0.02411277,-0.02299168,-0.340764
0.332064152,0.9377054,0.02398101,-0.02282116,-0.3409405
0.351889610,0.9377223,0.02402646,-0.02292485,-0.3408837
0.371714115,0.9377045,0.02452525,-0.02321912,-0.3408772
0.391539097,0.937609,0.02479741,-0.02358373,-0.3410951
0.411364079,0.9375312,0.02485879,-0.02372121,-0.3412948
0.431188583,0.9375725,0.02447642,-0.02387807,-0.3411981
0.451013088,0.9376007,0.02422169,-0.02400002,-0.3411301
0.470838547,0.9374082,0.02394389,-0.02419698,-0.3416648
0.490662575,0.9373254,0.02384598,-0.02426839,-0.3418939
0.510487080,0.9373142,0.02425595,-0.02454907,-0.3418756
0.530312538,0.9373527,0.02459478,-0.0248441,-0.3417244
0.550137043,0.9374588,0.02426113,-0.02504834,-0.3414423
0.569962025,0.9372708,0.02418595,-0.02505876,-0.3419623
0.589786530,0.9371343,0.02390928,-0.02494527,-0.342364
0.612089634,0.9372532,0.02363463,-0.02505869,-0.3420491
