Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.8936439,-0.4342708,0.006118181,0.434043,0.8924996,-0.04782124,0.01533799,0.04570612,0.9920886
0.000000000,0.8936439,-0.4342708,0.006118181,0.434043,0.8924996,-0.04782124,0.01533799,0.04570612,0.9920886
0.004956722,0.893377,-0.4348094,0.006913398,0.4346227,0.8922371,-0.04746783,0.01449664,0.04572568,0.9921001
0.004956722,0.893377,-0.4348094,0.006913398,0.4346227,0.8922371,-0.04746783,0.01449664,0.04572568,0.9921001
0.007434368,0.8932431,-0.4350794,0.007296241,0.4349132,0.8921083,-0.04723971,0.01406682,0.04568315,0.9921083
0.009912014,0.893113,-0.4353409,0.007669427,0.4351955,0.8919866,-0.04694347,0.01361544,0.04557554,0.9921195
0.012390137,0.8929857,-0.4355972,0.008010305,0.435471,0.8918684,-0.04664709,0.01319268,0.04545404,0.9921309
0.017345905,0.8927298,-0.4361095,0.008756556,0.4360248,0.8916318,-0.04601296,0.01227092,0.04520281,0.9921544
0.017345905,0.8927298,-0.4361095,0.008756556,0.4360248,0.8916318,-0.04601296,0.01227092,0.04520281,0.9921544
0.019824028,0.8926028,-0.4363623,0.009150811,0.4362997,0.8915175,-0.04562903,0.01176148,0.04502681,0.9921685
0.024779797,0.8923442,-0.4368713,0.01008615,0.4368587,0.8912821,-0.04488199,0.01061984,0.04475871,0.992193
0.024779797,0.8923442,-0.4368713,0.01008615,0.4368587,0.8912821,-0.04488199,0.01061984,0.04475871,0.992193
0.029736042,0.8920921,-0.4373631,0.01113349,0.4374049,0.8910558,-0.04407172,0.009348765,0.04448451,0.9922183
0.032213688,0.8919673,-0.4376047,0.01167384,0.4376742,0.8909453,-0.04364042,0.008686429,0.04433182,0.9922312
0.034691811,0.8918417,-0.4378451,0.01224854,0.4379432,0.8908327,-0.04323999,0.008006712,0.04422235,0.9922414
0.037169933,0.8917158,-0.4380867,0.01281279,0.4382128,0.8907207,-0.04282729,0.007330966,0.04409764,0.9922523
0.039648056,0.8915878,-0.4383298,0.01340258,0.4384845,0.8906061,-0.04242892,0.006638629,0.0439974,0.9922614
0.042125702,0.8914552,-0.4385822,0.01399649,0.4387653,0.8904877,-0.04202127,0.005938913,0.04389098,0.9922706
0.044603825,0.8913171,-0.4388452,0.01456933,0.4390554,0.8903639,-0.04162199,0.005262221,0.04378315,0.9922792
0.047082424,0.8911756,-0.4391152,0.01513803,0.4393522,0.8902386,-0.04118636,0.004573467,0.04364125,0.9922891
0.049560547,0.8910316,-0.4393885,0.0156765,0.4396508,0.8901126,-0.04072129,0.003898898,0.04346003,0.9922995
0.052038193,0.8908879,-0.439661,0.01623587,0.4399488,0.8899838,-0.04033048,0.003238244,0.0433551,0.9923066
0.054516315,0.8907365,-0.4399488,0.01676653,0.4402604,0.8898469,-0.03996211,0.002613907,0.04325799,0.9923127
0.056994438,0.890584,-0.4402383,0.01730958,0.440574,0.8897067,-0.03964505,0.002001199,0.04321281,0.9923164
0.059472561,0.8904292,-0.4405302,0.01784583,0.4408892,0.889563,-0.03936679,0.001411848,0.04319982,0.9923175
0.061950207,0.8902721,-0.440829,0.01832595,0.4412089,0.8894169,-0.03909689,0.0008767843,0.04316988,0.9923195
0.064428329,0.8901089,-0.4411387,0.018829,0.4415402,0.8892643,-0.03883974,0.0003273608,0.0431619,0.9923201
0.066906452,0.8899415,-0.4414569,0.01931498,0.4418792,0.8891072,-0.03859993,-0.0001986884,0.04316229,0.9923203
0.069384098,0.8897734,-0.441775,0.01980247,0.442218,0.8889498,-0.03835506,-0.000728325,0.04315922,0.9923201
0.071862221,0.8896027,-0.4420984,0.0202789,0.4425615,0.8887908,-0.0380899,-0.001256843,0.04313345,0.9923207
0.074340343,0.8894315,-0.4424226,0.02074764,0.4429052,0.8886304,-0.03785412,-0.001765391,0.04313099,0.9923201
0.076817989,0.889261,-0.4427453,0.02120191,0.4432469,0.8884714,-0.03760446,-0.002267234,0.04311005,0.9923202
0.079296112,0.8890829,-0.4430825,0.02165235,0.4436026,0.8883052,-0.03735129,-0.002766535,0.04308468,0.9923201
0.081774235,0.8889059,-0.4434181,0.02207348,0.4439553,0.888141,-0.03707884,-0.003248326,0.04302937,0.992321
0.084251881,0.8887284,-0.4437523,0.02251246,0.4443075,0.8879731,-0.03689002,-0.003708851,0.04305728,0.9923178
0.086730003,0.8885533,-0.4440809,0.02297458,0.4446552,0.8878071,-0.03671659,-0.004183437,0.0431096,0.9923139
0.089208126,0.8883789,-0.4444067,0.02344056,0.4450001,0.8876412,-0.03656355,-0.004652455,0.04318226,0.9923087
0.091686249,0.8882021,-0.4447359,0.0239211,0.4453492,0.8874723,-0.03642857,-0.005126174,0.04327796,0.9923023
0.094163895,0.8880196,-0.4450769,0.0243771,0.4457093,0.8872963,-0.03633021,-0.005560929,0.04339588,0.9922949
0.096642017,0.8878392,-0.4454117,0.02483889,0.4460639,0.887119,-0.03631431,-0.005964114,0.04359047,0.9922836
0.099120140,0.8876588,-0.4457515,0.02521745,0.4464197,0.8869419,-0.03628591,-0.006298203,0.04373694,0.9922752
0.104075909,0.8872663,-0.4464867,0.02605958,0.4471922,0.8865502,-0.03638145,-0.006970681,0.04420543,0.99225
0.104075909,0.8872663,-0.4464867,0.02605958,0.4471922,0.8865502,-0.03638145,-0.006970681,0.04420543,0.99225
0.106554031,0.8870698,-0.4468454,0.02662079,0.4475766,0.8863512,-0.03651954,-0.007391486,0.04458374,0.9922301
0.109031677,0.886878,-0.4471918,0.02721614,0.4479509,0.8861558,-0.03669499,-0.007826218,0.04501101,0.9922076
0.111509800,0.8866921,-0.4475261,0.02778814,0.4483124,0.8859655,-0.03688854,-0.008232222,0.0454442,0.9921846
0.116465569,0.8863254,-0.4481925,0.02878315,0.4490282,0.8855848,-0.03736276,-0.008871194,0.04632222,0.992139
0.116465569,0.8863254,-0.4481925,0.02878315,0.4490282,0.8855848,-0.03736276,-0.008871194,0.04632222,0.992139
0.118943691,0.8861387,-0.4485365,0.0291807,0.4493929,0.8853887,-0.03763381,-0.009085173,0.04674695,0.9921168
0.121422291,0.8859443,-0.4488999,0.02952212,0.4497741,0.8851864,-0.03785888,-0.009268546,0.04710567,0.9920983
0.126378536,0.8855532,-0.4496322,0.03016057,0.4505398,0.8847826,-0.03823616,-0.009627511,0.0477386,0.9920651
0.126378536,0.8855532,-0.4496322,0.03016057,0.4505398,0.8847826,-0.03823616,-0.009627511,0.0477386,0.9920651
0.128856182,0.8853552,-0.4499993,0.03051473,0.4509241,0.8845852,-0.03828815,-0.009899527,0.04794925,0.9920522
0.138768196,0.8845453,-0.4515024,0.03185129,0.4524828,0.8838213,-0.03759465,-0.01132237,0.04795483,0.9920365
0.138768196,0.8845453,-0.4515024,0.03185129,0.4524828,0.8838213,-0.03759465,-0.01132237,0.04795483,0.9920365
0.143723965,0.8841361,-0.452258,0.03252132,0.4532601,0.8834589,-0.0367666,-0.01225427,0.04753159,0.9920455
0.143723965,0.8841361,-0.452258,0.03252132,0.4532601,0.8834589,-0.0367666,-0.01225427,0.04753159,0.9920455
0.146202087,0.8839344,-0.4526305,0.0328511,0.4536412,0.8832867,-0.03622473,-0.01277439,0.04720424,0.9920549
0.148680210,0.8837332,-0.4529998,0.03320068,0.4540197,0.8831153,-0.03568138,-0.01331322,0.04688501,0.9920632
0.151158333,0.8835356,-0.4533645,0.03348596,0.4543896,0.8829483,-0.03510322,-0.01381133,0.04650584,0.9920737
0.156114101,0.8831471,-0.454088,0.03397726,0.4551186,0.88262,-0.03393437,-0.01474412,0.04570127,0.9920979
0.156114101,0.8831471,-0.454088,0.03397726,0.4551186,0.88262,-0.03393437,-0.01474412,0.04570127,0.9920979
0.158592224,0.8829523,-0.4544501,0.03421002,0.4554833,0.8824524,-0.03340805,-0.01517296,0.04534539,0.9921075
0.161069870,0.8827585,-0.4548123,0.03441886,0.4558473,0.8822832,-0.03292881,-0.0155593,0.04502081,0.9921163
0.166026115,0.8823767,-0.4555258,0.03481875,0.4565637,0.8819482,-0.03201021,-0.01629923,0.0443997,0.9921328
0.166026115,0.8823767,-0.4555258,0.03481875,0.4565637,0.8819482,-0.03201021,-0.01629923,0.0443997,0.9921328
0.168503761,0.8821865,-0.4558782,0.0350281,0.4569187,0.8817787,-0.03161148,-0.01665033,0.0441477,0.9921376
