Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.049560547,2.507797,-0.223391,26.26254
0.148680210,2.705791,0.7628136,27.19192
0.250277996,2.541381,1.047824,28.11104
0.374177933,2.74046,1.924674,29.22998
0.448517799,2.674115,1.991841,29.48017
0.547637463,2.952712,1.619329,29.40891
0.649236202,3.156507,1.591344,29.41392
0.758268356,3.338347,2.117513,29.48127
0.849954128,3.415298,1.499095,29.18978
0.949074745,3.48281,1.169904,29.00201
1.048194408,3.483238,0.9480399,-0.01269095
1.149792671,3.227847,1.052228,0.1808199
1.248912335,2.795498,0.8292193,-0.004946325
1.348032951,2.688011,1.042748,-0.2018285
1.449631214,2.949749,1.079601,-0.4303514
1.548750878,3.168723,0.7093631,-0.2336333
1.650349140,3.171584,0.5738601,-0.1075749
1.756903649,2.600602,1.070042,0.3515868
1.848589421,2.378641,0.8863543,0.6931603
1.947709561,2.398201,0.6183526,1.043644
2.049308300,2.571057,0.4721801,1.277206
2.148428440,2.660022,0.8270694,1.396535
2.250026703,2.528141,1.618733,1.430501
2.349146366,2.511785,1.610874,1.340274
2.450745106,2.497835,1.868794,1.302248
2.547387600,2.685849,1.790938,1.237021
2.648985863,2.891259,1.127668,1.089889
2.748106003,2.921397,1.603073,1.202295
2.849704266,3.059862,1.309457,0.6534817
2.951303005,2.761785,0.8783439,1.047301
3.047945499,2.493974,1.423477,1.649107
3.149543762,2.249079,1.726383,2.148486
3.248663902,1.722087,2.286407,2.384609
3.347784519,1.22939,3.10011,2.015267
3.449382782,0.7620314,1.566491,0.6975141
3.548503399,1.434785,0.7140796,0.01111813
3.647623539,1.782563,-0.4750701,0.0266748
3.751699925,1.650902,-0.6566159,-0.4701278
3.848342419,1.18356,-1.059727,-0.8666046
3.947462559,0.9503086,-1.511448,-1.61624
4.049061298,1.629616,-3.367172,-2.546227
4.148181438,1.789555,-2.674083,-1.89467
4.249780655,0.7280723,-2.002456,-1.314656
4.348900795,1.153243,-1.797381,-2.417271
4.448021412,1.654773,-1.712768,-4.902278
4.549619675,1.867733,-1.70565,-9.171336
4.648740292,2.189881,-1.415645,-15.19224
4.747860909,2.746018,-2.072689,-23.26189
4.849459648,3.298958,-1.448385,-32.6596
4.948579788,3.176321,-0.9501536,-42.88191
5.047700405,3.046767,0.6398898,-52.05835
5.149299145,2.083858,1.276628,-60.58394
5.248419762,1.563064,2.331653,-67.93304
5.347539902,1.809405,2.459686,-74.23912
5.449138641,2.329249,1.053971,-79.10086
5.548259735,2.902637,0.3535056,-81.88996
5.647379875,2.134064,1.609112,-83.15399
5.751456261,3.01787,0.9664558,-83.22044
5.848099232,3.214456,0.4320157,-82.88492
5.949697495,2.977734,0.3823201,-82.95992
