Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.049539089,0.4995069,-0.5491372,-1.3092
0.148616314,0.646666,-0.6422209,-1.42644
0.250169754,0.6928441,-0.675391,-1.398173
0.349246979,0.6445253,-0.6943239,-1.367938
0.448324680,0.5126234,-0.8175882,-1.423538
0.549878121,0.586233,-0.475013,-1.385281
0.648955345,0.6643472,-0.4616786,-1.482017
0.750509739,0.6455063,-0.561325,-1.426871
0.849586964,0.641263,-0.4208432,-1.46188
0.948664665,0.6267302,-0.2100348,-1.461967
1.050219059,0.6969254,-0.08918618,-0.04846549
1.149295807,0.6461552,-0.1186754,0.04311251
1.248373032,0.5641907,-0.06952619,0.1405044
1.349927425,0.5610819,0.07572806,0.1480923
1.449005127,0.6199268,0.1181953,-0.04373886
1.548082829,0.6458459,0.1743294,-0.142584
1.649636746,0.7231807,0.3498063,-0.2558422
1.748714447,0.749289,0.4599572,-0.2124744
1.850268841,0.7875519,0.523891,-0.2389128
1.949346543,0.9037643,0.600713,-0.2581704
2.048424244,0.9571563,0.7590828,-0.2863468
2.149978638,0.950636,0.8857284,-0.35592
2.249056339,0.9392048,0.9865858,-0.432124
2.348133087,0.989308,0.9396783,-0.4732234
2.449688435,0.977825,0.8812812,-0.5160438
2.548766136,0.8486085,0.7542495,-0.5867582
2.650320530,0.8958925,0.7866483,-0.6357272
2.749398232,0.8625256,0.7130071,-0.5629129
2.848475933,0.8250224,0.7405704,-0.5347252
2.950030327,0.762511,0.7550962,-0.5737289
3.049108028,0.7271462,0.6430434,-0.6548174
3.148185730,0.7129068,0.5383676,-0.6595032
3.249740601,0.6527579,0.4301787,-0.593071
3.348818302,0.7120817,0.5047182,-0.6413392
3.450373650,0.6963872,0.3333842,-0.5658627
3.549451351,0.6883009,0.2451435,-0.4241076
3.648529053,0.6591801,0.2994274,-0.3625864
3.750083924,0.6400966,0.1904025,-0.3341148
3.849161625,0.6735608,0.1559483,-0.1266209
3.948240280,0.6756271,-0.01497919,0.01537005
4.049794197,0.7812038,-0.1155702,0.173157
4.148872852,0.637121,-0.3554654,0.2770345
4.250427246,0.7095594,-0.3116648,0.4726861
4.349505425,0.6204896,-0.294252,0.6049595
4.448583126,0.6723284,-0.5001448,0.5093271
4.550138474,0.7417428,-0.6674978,0.5231194
4.649216652,0.7050464,-0.8739402,0.6001996
4.748294354,0.6971917,-0.9480041,0.647597
4.849849701,0.6153562,-0.8431638,0.6158605
4.948927880,0.6396419,-0.8872128,0.5077422
5.050482750,0.7708609,-0.9071712,0.436139
5.149561405,0.8169397,-0.9492208,0.334138
5.248639107,0.8032333,-1.001168,0.3052408
5.350194931,0.9086101,-0.8017723,0.239532
5.449272633,0.9458286,-0.9369864,0.09917452
5.548350811,0.9216171,-1.041263,0.08402704
5.649905682,0.9946306,-1.061145,0.03252056
5.748984337,1.033964,-1.109187,0.08321284
5.848062515,1.061897,-0.8860309,0.0900715
5.949617863,1.080963,-0.7079545,-0.1099453
6.048696041,1.146725,-0.747214,-0.1638389
6.150250912,1.204009,-0.6252089,-0.2104938
6.249329567,1.226411,-0.7079216,-0.4351545
6.348407745,1.267073,-0.6938031,-0.7185579
6.449963570,1.252827,-0.86413,-0.7805124
6.549042225,1.303542,-0.8296976,-0.8044859
6.650597096,1.215573,-0.8784744,-0.8349127
6.749675274,1.291541,-0.6607761,-0.819246
6.848753929,1.297059,-0.7072624,-0.9119194
6.950309754,1.311708,-0.6997406,-0.8847553
7.049387932,1.361912,-0.7123504,-0.9500713
7.148466110,1.411915,-0.6929846,-0.9291432
7.250021935,1.374752,-0.7303223,-1.002523
7.349100590,1.174264,-0.908573,-1.030237
7.448178768,1.116314,-0.7331808,-1.032052
7.549734593,1.146657,-0.9949725,-1.491704
7.648812771,1.228444,-0.9653685,-1.779378
7.750368595,1.218874,-0.9098471,-2.123811
7.849447727,1.363462,-0.9629707,-2.444634
7.948525906,1.363967,-1.219046,-2.798492
8.050081730,1.755653,-1.110191,-2.751004
8.149159908,1.578544,-1.331707,-2.251254
8.248239040,1.292821,-1.328001,-1.911065
8.349794865,1.24858,-1.181799,-1.952263
8.448873520,1.394904,-1.317144,-1.986634
8.550428867,1.510315,-1.400527,-1.885087
8.649508000,1.567245,-1.266041,-2.214952
8.748586655,1.666786,-1.459262,-2.563592
8.850142002,1.723279,-1.761516,-2.679294
8.949221134,1.749005,-2.064991,-2.675148
9.048300266,1.803649,-2.202698,-2.460844
9.149856091,1.634945,-1.965801,-2.116621
9.248934269,1.289634,-1.834919,-2.348673
9.348013401,1.337727,-1.868299,-2.695144
9.449569225,1.545,-1.856484,-2.487208
9.548648358,1.525499,-1.560197,-2.146572
9.650203705,1.493479,-1.237629,-2.059499
9.749282837,1.528582,-1.188579,-2.1751
9.848361969,1.767692,-1.079441,-2.398422
9.949917793,1.932551,-0.7349404,-2.58198
10.048996925,2.21066,-0.1603369,-2.851118
10.148075581,2.291911,0.03598199,-2.864028
10.249632359,2.176221,-0.1143476,-2.596584
10.348711014,2.125046,-0.1968812,-2.411733
10.450266838,2.15112,-0.2656004,-2.416288
10.561730385,2.22139,-0.2052576,-2.211873
10.648425102,1.984708,-0.2437265,-1.965925
10.749981404,1.840307,-0.276052,-2.032669
10.849060536,1.974456,-0.3319653,-2.329205
10.948139668,1.948203,-0.4669439,-2.334545
11.049695015,2.040367,-0.3051775,-2.34727
11.148775101,1.98462,-0.4133759,-2.441473
11.250330448,2.225262,-0.4018566,-2.402015
11.349409580,1.918808,-0.6524264,-2.263676
11.448489666,1.785618,-0.6698638,-2.104009
11.550045014,1.787081,-0.5629254,-1.936373
11.649125099,1.676487,-0.7213876,-1.961961
11.748203755,1.702079,-0.7770082,-1.903866
11.849760533,1.818378,-0.7612174,-1.799139
11.948839188,1.81892,-0.9652564,-1.622801
12.050395966,1.706048,-1.456576,-1.186985
12.149474621,1.643805,-1.697561,-0.7857157
12.248554707,1.61464,-1.630317,-0.6490262
12.350111008,1.672883,-1.389444,-0.3939012
12.454144001,1.847161,-1.366134,-0.1567595
12.548269749,1.823998,-1.846342,0.2971345
12.649826050,2.377115,-1.949457,1.152916
12.748905182,2.730848,-2.199854,1.677623
12.847984791,3.010699,-2.309561,1.820647
12.949541092,2.991918,-2.010217,1.949801
13.048620701,2.814496,-1.565059,1.526858
13.150177479,2.571082,-1.704579,1.469909
13.249256134,2.37771,-2.219903,1.526379
13.348336220,1.866205,-2.561226,1.645356
13.449892521,1.210983,-2.710853,0.593318
13.548972130,0.7998533,-2.573793,-0.5534443
13.648051739,1.398615,-2.352081,-2.157264
13.749608040,1.608788,-1.885917,-2.910127
13.848688126,1.456082,-1.855379,-2.815223
13.950244427,1.444718,-2.517582,-1.885509
14.049324036,0.8434519,-2.679849,-0.6149431
14.148403645,0.9037427,-2.589132,0.29256
14.249960899,0.3897015,-2.348171,1.461462
14.349040508,0.3492191,-2.392725,1.942225
14.448120117,0.2511699,-2.961152,1.479662
14.549676895,0.7490338,-3.648209,0.896975
14.648756504,1.493047,-3.627387,-0.312804
14.750313282,1.256348,-3.298343,-3.175076
14.849393368,2.219469,-3.250221,-6.122463
14.948472977,2.74418,-2.802596,-8.780938
15.050029278,1.965543,-3.570767,-14.66888
15.149109840,3.077101,-4.539411,-23.668
15.248189449,1.898716,-4.069964,-33.47344
15.349745751,3.705392,-3.80247,-40.75849
15.448826313,3.324201,-2.707362,-50.68923
15.550382614,2.28313,-1.667452,-63.02586
