Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.103115082,100.0117,1918.6875,4.146875,125.3125,0
1.157824039,100.0117,1337.0625,4.1425,133.4375,0
2.037164688,100.0117,1114.59375,4.139375,124.6875,0
3.091973305,100,921.75,4.14375,137.5,0
4.147803307,100,794.25,4.1425,105.625,0
5.025483608,100,728.71875,4.139375,131.5625,0
6.081498623,99.98438,671.0625,4.143125,106.875,0
7.135733128,99.98438,622.125,4.14125,138.125,0
8.025826454,99.97266,589.03125,4.139375,126.875,0
9.068861485,99.97266,554.90625,4.140625,143.75,0
10.123616695,99.97266,526.40625,4.14,119.375,0
11.003628254,99.96094,507,4.14125,128.75,0
12.067873478,99.96094,492.1875,4.144375,111.875,0
13.115915775,99.96094,475.59375,4.14125,130,0
13.991174698,99.94922,462.46875,4.13625,141.25,0
15.047057152,99.94922,447.09375,4.140625,155.9375,0
16.103356361,99.9375,439.40625,4.13875,115.9375,0
17.156036377,99.9375,430.03125,4.139375,108.4375,0
18.034588814,99.9375,424.125,4.14,129.6875,0
19.089407921,99.92578,415.40625,4.1375,149.375,0
20.144034863,99.92578,411.28125,4.14,116.5625,0
21.027831078,99.92578,405.84375,4.139375,125.625,0
