Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.9903817,-0.0753135,-0.006941055,0.07482036,0.988929,-0.05483991,0.01105508,0.05416068,0.9917215
0.002477646,0.9903759,-0.07536148,-0.007176679,0.07485433,0.9889205,-0.05493951,0.0112998,0.05424177,0.9917139
0.002477646,0.9903759,-0.07536148,-0.007176679,0.07485433,0.9889205,-0.05493951,0.0112998,0.05424177,0.9917139
0.007431984,0.9903657,-0.07546251,-0.007528421,0.07493366,0.988903,-0.05514593,0.01167108,0.05442,0.9916999
0.007431984,0.9903657,-0.07546251,-0.007528421,0.07493366,0.988903,-0.05514593,0.01167108,0.05442,0.9916999
0.012386799,0.990359,-0.07555163,-0.007485858,0.07502104,0.9888775,-0.05548207,0.01165892,0.05475735,0.9916813
0.014863968,0.9903576,-0.07558468,-0.007404433,0.07505685,0.9888672,-0.05562469,0.01159043,0.05490531,0.9916744
0.017341137,0.990356,-0.07560689,-0.007343629,0.07508106,0.9888587,-0.0557389,0.01153974,0.05502352,0.9916682
0.019818783,0.9903554,-0.07561963,-0.007283338,0.07509587,0.9888515,-0.05584597,0.0114885,0.05513469,0.9916626
0.022295952,0.9903561,-0.07562228,-0.007179835,0.07510318,0.9888458,-0.05593875,0.0113926,0.05523498,0.9916582
0.024773121,0.9903574,-0.0756115,-0.007113947,0.07509553,0.9888437,-0.05598548,0.01132993,0.05528666,0.9916561
0.027250767,0.9903594,-0.07559443,-0.007026055,0.07508364,0.9888461,-0.05596141,0.01123966,0.05526947,0.9916581
0.032205105,0.9903667,-0.07552683,-0.00676695,0.07503269,0.9888614,-0.05576447,0.01096308,0.05509337,0.9916713
0.034682274,0.9903692,-0.07549462,-0.00669848,0.07500591,0.9888712,-0.05561881,0.01088214,0.05495362,0.9916795
0.037159920,0.9903736,-0.07544696,-0.006607466,0.07496481,0.988882,-0.05548221,0.0107786,0.05482477,0.9916878
0.039637089,0.9903784,-0.07539012,-0.006510001,0.07491565,0.9888972,-0.05527487,0.01066281,0.05462597,0.9916999
0.042114258,0.9903837,-0.07533156,-0.00639462,0.0748655,0.9889116,-0.05508643,0.01053054,0.05444735,0.9917113
0.044591904,0.9903888,-0.07527392,-0.006302436,0.07481482,0.9889253,-0.05491092,0.0104224,0.05427987,0.9917217
0.047069073,0.9903934,-0.07521931,-0.006176622,0.07476904,0.9889386,-0.0547267,0.0102803,0.05410617,0.9917324
0.049546242,0.9903993,-0.075154,-0.006047057,0.07471263,0.9889525,-0.05455455,0.01013481,0.05394489,0.9917427
0.052023888,0.9904057,-0.07507823,-0.005918207,0.07464492,0.9889629,-0.05445696,0.009995084,0.053858,0.9917488
0.054501057,0.9904124,-0.07499506,-0.00584394,0.0745664,0.9889716,-0.05440475,0.009912716,0.05381233,0.991752
0.056978226,0.9904191,-0.07491243,-0.005814061,0.07448609,0.9889812,-0.05434653,0.009874132,0.05375732,0.9917557
0.059455395,0.9904256,-0.07482719,-0.005762777,0.07440419,0.9889896,-0.05430068,0.009815028,0.05371628,0.9917583
0.061933041,0.9904327,-0.07473668,-0.005699812,0.07431795,0.989,-0.0542259,0.009741854,0.05364729,0.9917626
0.064409733,0.9904403,-0.0746397,-0.005645283,0.07422479,0.9890112,-0.05414806,0.009676515,0.05357469,0.9917672
0.066887379,0.9904478,-0.07454151,-0.005598465,0.07412988,0.9890217,-0.05408394,0.009619825,0.05351518,0.9917707
0.069364071,0.990456,-0.07443947,-0.005516261,0.07403287,0.9890317,-0.05403388,0.009528749,0.05347235,0.991774
0.071841717,0.9904643,-0.07433996,-0.005437345,0.07393803,0.9890409,-0.05400386,0.00944258,0.05344922,0.9917765
0.074318886,0.9904712,-0.07424921,-0.005335596,0.0738534,0.9890499,-0.053947,0.009332159,0.05340092,0.9917798
0.076796055,0.9904781,-0.07415763,-0.005293039,0.07376473,0.9890592,-0.05389358,0.0092809,0.05335165,0.9917827
0.081750870,0.9904929,-0.07396851,-0.005189425,0.07358205,0.9890765,-0.05382631,0.009162591,0.05329398,0.991787
0.081750870,0.9904929,-0.07396851,-0.005189425,0.07358205,0.9890765,-0.05382631,0.009162591,0.05329398,0.991787
0.084228039,0.9905005,-0.07387475,-0.005175066,0.07348961,0.9890864,-0.05377994,0.00913984,0.05324966,0.9917901
0.086705208,0.9905067,-0.0737845,-0.005232552,0.07339725,0.989098,-0.05369022,0.009185635,0.05315678,0.9917945
0.089182854,0.9905121,-0.07370616,-0.00530301,0.07331558,0.9891058,-0.05365644,0.009249121,0.05311863,0.9917959
0.091660023,0.9905179,-0.07361761,-0.005424365,0.07322112,0.9891152,-0.05360956,0.009361792,0.05306379,0.9917977
0.094137192,0.9905231,-0.07353266,-0.005592103,0.07312842,0.9891278,-0.05349895,0.009516176,0.05294197,0.9918026
0.096614361,0.9905287,-0.07344291,-0.005785858,0.07302956,0.9891409,-0.05339106,0.009696436,0.05282103,0.9918073
0.099092007,0.9905347,-0.07334912,-0.006009314,0.0729254,0.9891564,-0.05325488,0.009904012,0.05266977,0.9918137
0.101569176,0.9905401,-0.07325386,-0.006258155,0.0728183,0.9891703,-0.05314123,0.01013847,0.05253918,0.9918181
0.106523991,0.9905495,-0.07307579,-0.006845391,0.07261205,0.989198,-0.05290633,0.01069677,0.05226393,0.991827
