Time (s),Altitude (m)
0.165979385,130.0486
1.166812420,130.1602
2.165169716,129.8981
3.168483257,129.9233
4.166843891,129.936
5.170161247,129.9123
6.166047573,130.0554
7.179276466,130.0896
8.165256023,130.1312
9.218124390,130.0117
10.166946888,130.0765
11.165316582,130.3954
12.166165352,130.4638
13.167015076,130.4449
14.167865753,130.4691
15.166240215,130.4259
16.167093277,130.3075
17.165469646,130.3328
18.166325092,130.2791
19.167181492,130.1791
20.165561199,130.1154
21.168897152,130.1659
