Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,-2.006705,-0.4225971,0.8800091,-0.01818854,-0.04884596,1.002669,32.0132,11.09724,-25.82275,1008.05
0.002476692,-2.129172,-0.5436226,1.491634,-0.01678407,-0.04056654,1.000291,32.0132,11.09724,-25.82275,1008.05
0.004953861,-2.312872,-0.846186,2.042096,-0.02167027,-0.03767486,0.9984019,32.0132,11.09724,-25.82275,1008.05
0.007430553,-2.557806,-1.209262,2.531395,-0.02554943,-0.03768679,1.001802,32.0132,11.09724,-25.82275,1008.05
0.009907246,-2.741507,-1.572338,3.020695,-0.02899785,-0.02746962,1.005735,32.0132,11.09724,-25.82275,1008.05
0.012384415,-2.925207,-1.753877,3.14302,-0.03486548,-0.02654472,0.9980485,31.63761,11.46717,-25.44783,1008.05
0.014861107,-2.98644,-1.814389,3.14302,-0.03825939,-0.02606604,1.001931,31.63761,11.46717,-25.44783,1008.05
0.017338276,-3.231374,-1.995928,3.326507,-0.03826586,-0.0202042,1.009684,31.63761,11.46717,-25.44783,1008.05
0.019814968,-3.415075,-2.177466,3.326507,-0.03486645,-0.01872346,1.010638,31.63761,11.46717,-25.44783,1008.05
0.022291660,-3.660008,-2.237978,3.020695,-0.04068275,-0.02020624,1.014041,31.63761,11.46717,-25.44783,1008.05
0.024768829,-3.537542,-2.237978,2.776045,-0.03973298,-0.01581771,1.014541,31.63761,11.46717,-25.44783,1008.05
0.027245522,-3.476308,-2.298491,3.020695,-0.04312366,-0.01826995,1.014547,31.63761,11.46717,-25.44783,1008.05
0.029723167,-3.537542,-2.177466,2.837208,-0.04460833,-0.01780698,1.0078,31.63761,11.46717,-25.44783,1008.05
0.032199383,-3.782475,-2.298491,2.837208,-0.04312475,-0.01778185,1.015033,31.63761,11.46717,-25.44783,1008.05
0.034676075,-3.904943,-2.419516,2.837208,-0.04360237,-0.02022251,1.013575,31.63761,11.46717,-25.44783,1008.05
0.037153721,-4.02741,-2.419516,2.89837,-0.04510279,-0.01341546,1.012652,31.63761,11.46717,-25.44783,1008.05
0.039630413,-4.149877,-2.419516,2.837208,-0.04216516,-0.01485293,1.016008,31.63761,11.46717,-25.44783,1008.05
0.042107582,-4.02741,-2.298491,2.714883,-0.04509406,-0.01438696,1.013613,31.63761,11.46717,-25.44783,1008.05
0.044584274,-3.721242,-2.116953,2.470233,-0.04898795,-0.01294281,1.01509,31.63761,11.46717,-25.44783,1008.05
0.047061443,-3.415075,-1.693364,2.470233,-0.05141082,-0.01099364,1.020905,31.63761,11.46717,-25.44783,1008.05
0.049538136,-3.170141,-1.451313,1.797446,-0.05045948,-0.01100384,1.014625,31.63761,11.46717,-25.44783,1008.05
0.052014828,-2.925207,-1.209262,1.552796,-0.04948294,-0.007573927,1.021394,31.63761,11.46717,-25.44783,1008.05
0.054491997,-2.680273,-0.6646479,1.063496,-0.04803813,-0.005621021,1.020431,31.63761,11.46717,-25.44783,1008.05
0.056968689,-2.557806,-0.3015717,0.5130343,-0.046541,-0.01243041,1.020388,31.63761,11.46717,-25.44783,1008.05
0.059445858,-2.496573,0.2430426,0.207222,-0.05090105,-0.01488534,1.021365,31.63761,11.46717,-25.44783,1008.05
0.061922550,-2.435339,0.5456061,-0.1597527,-0.047547,-0.01294815,1.009772,32.00662,11.45551,-26.27258,1008.05
0.064399242,-2.251639,0.8481696,-0.7713773,-0.04510392,-0.01586063,1.008296,32.00662,11.45551,-26.27258,1008.05
0.066876411,-2.129172,1.332271,-0.9548646,-0.04655854,-0.01635393,1.008784,32.00662,11.45551,-26.27258,1008.05
0.069353104,-2.067938,1.150733,-1.016027,-0.04609679,-0.01490236,1.003962,32.00662,11.45551,-26.27258,1008.05
0.071830750,-1.823005,1.09022,-1.199515,-0.04170788,-0.02024877,0.9986011,32.00662,11.45551,-26.27258,1008.05
0.074306965,-1.639304,1.211246,-1.505327,-0.04219202,-0.01976085,1.000054,32.00662,11.45551,-26.27258,1008.05
0.076783657,-1.639304,1.150733,-1.688814,-0.03834288,-0.01732601,0.9918402,32.00662,11.45551,-26.27258,1008.05
0.079261303,-1.639304,0.9086823,-1.688814,-0.03830145,-0.02414061,0.9927703,32.00662,11.45551,-26.27258,1008.051
0.081737995,-1.761771,0.7876569,-1.811139,-0.03731244,-0.02705712,0.9927499,32.00662,11.45551,-26.27258,1008.051
0.084215164,-1.761771,0.4850934,-2.116951,-0.03197917,-0.02410789,0.9927358,32.00662,11.45551,-26.27258,1008.051
0.086691856,-1.823005,0.1825299,-2.239276,-0.03047387,-0.03384469,0.9902642,32.00662,11.45551,-26.27258,1008.051
0.089168549,-1.884238,-0.05952091,-2.116951,-0.02900888,-0.03432172,0.991219,32.00662,11.45551,-26.27258,1008.051
0.091645718,-2.006705,-0.241059,-1.811139,-0.03147545,-0.03044828,0.987391,32.00662,11.45551,-26.27258,1008.051
0.094122410,-2.251639,-0.7251607,-1.688814,-0.029028,-0.03384651,0.9863948,32.00662,11.45551,-26.27258,1008.051
0.096599579,-2.496573,-1.027724,-1.627652,-0.0294663,-0.03772567,0.9941002,32.00662,11.45551,-26.27258,1008.051
