Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.049539566,4.452268,2.791779,4.305428
0.148618221,3.307789,1.998551,4.239114
0.250174522,2.536356,1.469652,4.194836
0.349252701,2.02,1.1145,4.160696
0.448331833,1.670472,0.8714333,4.135643
0.549888134,1.425104,0.6976892,4.117551
0.648967266,1.269143,0.5865284,4.096134
0.750523091,1.158996,0.5091513,4.076838
0.849602223,1.084798,0.4596021,4.05789
0.948680878,1.042548,0.427938,4.036912
1.050237656,1.016523,0.4145209,-0.01531155
1.149316311,0.9963446,0.3980274,-0.03456665
1.248395443,0.974101,0.3872947,-0.05377182
1.349951744,0.9543166,0.3771309,-0.07568493
1.449030876,0.9376454,0.3699193,-0.09439783
1.548110008,0.9203457,0.3578106,-0.1145541
1.649666310,0.9001005,0.3477423,-0.133702
1.748745442,0.885783,0.3348954,-0.1515619
1.850301743,0.8694115,0.3238474,-0.1705698
1.949381352,0.8541045,0.3165757,-0.191283
2.048460484,0.8406725,0.3088174,-0.2133642
2.150016785,0.8290781,0.2974891,-0.2340296
2.249095917,0.814772,0.2901615,-0.2556733
2.348176003,0.7999659,0.288405,-0.2719067
2.449732304,0.7924704,0.2816572,-0.2941966
2.548811913,0.7792886,0.2752712,-0.3147263
2.650368214,0.7684829,0.2682473,-0.3367181
2.749447346,0.7612398,0.2604649,-0.3585115
2.848526955,0.7504619,0.2539627,-0.3779968
2.950083256,0.7414829,0.2502352,-0.3976962
3.049163342,0.7353123,0.2454672,-0.4185449
3.148242950,0.7255135,0.2419568,-0.4374253
3.249799252,0.7161149,0.2369811,-0.4589725
3.348878861,0.7082077,0.2314682,-0.4770685
3.450435162,0.7011053,0.2257957,-0.4950931
3.549515247,0.6916726,0.2185474,-0.5121522
3.648594856,0.6843702,0.2128338,-0.5309835
3.750151158,0.6763048,0.2056555,-0.5487363
3.849230766,0.6710449,0.201998,-0.5674295
3.948310375,0.6631498,0.1970788,-0.5881242
4.049867630,0.6546955,0.1952302,-0.6070507
4.148947239,0.650714,0.1911791,-0.6265249
4.248026848,0.6447187,0.1890638,-0.6448852
4.349584103,0.6405201,0.1824663,-0.665372
4.448663712,0.6333334,0.1812204,-0.6846687
4.550220013,0.6289273,0.1798229,-0.7033146
4.649300099,0.6249886,0.1779322,-0.7254819
4.748380184,0.622893,0.1747436,-0.7436958
4.849936485,0.6177325,0.1733355,-0.7632608
4.949017048,0.6164263,0.1688101,-0.7835405
5.048096657,0.6152,0.1671474,-0.8011492
5.149653912,0.6105174,0.1655799,-0.8207108
5.248733521,0.6073434,0.1620022,-0.8407342
5.350290775,0.6033784,0.1581783,-0.8590468
5.449370384,0.6001986,0.155194,-0.8744957
5.548450470,0.5925893,0.1524883,-0.8911024
5.650007725,0.5868679,0.1528278,-0.9078338
5.756518841,0.5818224,0.1470906,-0.9265672
5.848167896,0.5817253,0.1453582,-0.9424493
5.949724674,0.5814047,0.1431492,-0.9570516
6.048804760,0.578622,0.1434161,-0.9717137
6.150361538,0.5745153,0.1441951,-0.9913632
6.249442101,0.5717603,0.1430277,-1.005894
6.348521710,0.5969789,0.09325441,-1.02195
6.450079441,0.5927257,0.08882861,-1.03644
6.549159050,0.5904655,0.0807927,-1.050747
6.650716305,0.5781237,0.08427565,-1.067046
6.749796391,0.5793718,0.07899512,-1.083834
6.848876953,0.5510417,0.1190699,-1.10149
6.950434208,0.5485948,0.1211127,-1.234957
7.049514294,0.5424068,0.01044148,-0.9558904
7.148594856,0.5224289,-0.264141,-1.207258
7.250151634,0.5378161,-0.4767594,-1.464949
7.349232197,0.531201,-0.7110807,-2.291072
7.448312760,0.5098124,-0.8920345,-2.859932
7.549869537,0.4925619,-0.7761522,-2.35354
7.648950100,0.4978767,-0.8480645,-2.367639
7.748030663,0.5373237,-0.7237923,-1.811337
7.849587441,0.5635795,-0.4775699,-0.8713695
7.948668480,0.5515527,-0.3334344,-0.5473304
8.050225735,0.5786059,-0.1427288,-0.4161952
8.149305820,0.5834283,0.04831867,-0.4115628
8.248386383,0.5994915,0.08466706,-0.4858207
8.349944115,0.6050524,0.06567787,-0.4989726
8.449024677,0.6954601,0.1357034,-1.380316
8.548104763,0.5821891,0.07865345,-1.994399
8.649662495,0.575157,0.07036066,-2.007922
8.748743057,0.5696489,0.06041713,-2.020572
8.850300789,0.5682565,0.05340909,-2.03544
8.949380875,0.5662513,0.04769794,-2.050169
9.048461437,0.563325,0.03712308,-2.064945
9.150019169,0.5632709,0.02718668,-2.078019
9.249099732,0.5601861,0.01942808,-2.091113
9.348179817,0.5572463,0.01378461,-2.102353
9.449737549,0.5573134,0.005946564,-2.117992
9.548818588,0.5587339,-0.0005947659,-2.132309
9.650376320,0.5560064,-0.009523234,-2.14583
9.749456883,0.5550492,-0.01731247,-2.160593
9.848536968,0.5552908,-0.02420024,-2.17429
9.950094700,0.5536739,-0.03044165,-2.186145
10.049175739,0.5506934,-0.0367491,-2.197095
10.148256302,0.5477994,-0.04094221,-2.207727
10.249814034,0.5453859,-0.04527145,-2.223961
10.348895073,0.5454863,-0.05097162,-2.235848
10.447975636,0.5437694,-0.05198311,-2.247547
10.559441567,0.5401272,-0.056726,-2.26201
10.648614407,0.5398144,-0.05920446,-2.274593
10.750172138,0.5394061,-0.06121867,-2.28962
10.849253178,0.5386299,-0.06454567,-2.301943
10.948334217,0.5410964,-0.06900032,-2.314567
11.049891949,0.5378311,-0.07221149,-2.329442
11.148972988,0.5409656,-0.07249139,-2.343551
11.248053074,0.5390254,-0.07582792,-2.358905
11.349611759,0.5350218,-0.07643947,-2.371338
11.448692799,0.5343018,-0.07741524,-2.383203
11.550250530,0.5364134,-0.08112793,-2.395665
11.649331570,0.5354795,-0.08510425,-2.408293
11.748412609,0.5327448,-0.0821157,-2.421183
11.849970341,0.5330705,-0.08649098,-2.434406
11.949051380,0.5303843,-0.09262923,-2.445539
12.048132420,0.5283535,-0.09224298,-2.459973
12.149690151,0.5256217,-0.09237306,-2.473315
12.248771191,0.5248117,-0.09533164,-2.485506
12.350329399,0.5264003,-0.09748239,-2.501445
12.449410439,0.5275109,-0.09883079,-2.515135
12.548491478,0.5247729,-0.09891441,-2.52699
12.650054455,0.5218922,-0.1010979,-2.540488
12.749130726,0.5218968,-0.1011733,-2.557974
12.848212242,0.5189496,-0.1038541,-2.571378
12.949770451,0.5194343,-0.09913495,-2.585452
13.048851490,0.5198851,-0.09671305,-2.600478
13.150409699,0.5176684,-0.1003559,-2.616564
13.249490738,0.5183719,-0.1006467,-2.628109
13.348571777,0.5169949,-0.1058144,-2.640437
13.450130463,0.5153005,-0.1084002,-2.65454
13.549211502,0.5160778,-0.1047121,-2.67017
13.648292542,0.5156721,-0.1058622,-2.681724
13.749850750,0.5142697,-0.1080362,-2.697014
13.848931790,0.5132723,-0.1092315,-2.712153
13.948013783,0.5124679,-0.1105735,-2.725291
14.049571991,0.5100622,-0.1132707,-2.740342
14.148653030,0.5056891,-0.1127979,-2.753129
14.250211239,0.5007043,-0.1166713,-2.767064
14.349293232,0.4953606,-0.1189474,-2.779214
14.448374271,0.4908302,-0.1206062,-2.792874
14.549932480,0.4843997,-0.1200449,-2.807047
14.649014473,0.4822295,-0.1221395,-2.817645
14.748095513,0.4851563,-0.1241629,-2.831144
14.849653721,0.4847849,-0.1261428,-2.841196
14.948735237,0.4840378,-0.1302106,-2.852277
15.050293922,0.4817905,-0.1298023,-2.86221
15.149375439,0.4808729,-0.1304654,-2.87197
15.248456478,0.4786412,-0.1348945,-2.883559
15.350015640,0.4800653,-0.1353419,-2.896112
15.449096680,0.4785882,-0.1353828,-2.910269
15.548178196,0.4756424,-0.1403243,-2.920946
15.649736881,0.4701379,-0.1364009,-2.93253
15.748818398,0.4687666,-0.1337649,-2.94305
15.850376606,0.4626232,-0.1247585,-2.955209
15.949458599,0.454274,-0.102067,-2.964369
16.048541546,0.4527627,-0.09008884,-2.972739
16.150098801,0.4604603,-0.07963111,-2.98512
16.249180317,0.5367329,-0.02717572,-2.995795
16.348262310,0.5444401,-0.003642215,-3.008546
16.449820995,0.5426044,0.005167865,-3.021159
16.548902989,0.5389299,0.01114111,-3.033588
16.647984505,0.536532,0.01211539,-3.044748
16.749543190,0.534037,0.00905719,-3.055941
16.848624706,0.5333084,0.00776116,-3.069248
16.950183869,0.5349122,0.002087797,-3.082174
17.049265385,0.5384053,0.003322854,-3.093029
17.148347378,0.5375345,0.006192117,-3.104171
17.249910832,0.5388365,0.006438754,-3.117624
17.348988056,0.5418318,0.005808089,-3.129417
17.448069573,0.5401883,0.0047302,-3.141974
