Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.9890191,-0.001653154,0.09177805,0.005664201,0.9922976,-0.04331221,-0.09161801,0.04364971,0.9880748
0.002476215,0.9890146,-0.001656435,0.09182653,0.005676177,0.9922944,-0.04338296,-0.09166589,0.04372135,0.9880672
0.004953861,0.9890121,-0.001675048,0.09185296,0.005696323,0.9922942,-0.04338623,-0.09169146,0.0437265,0.9880647
0.007430553,0.98901,-0.001704199,0.09187628,0.005729458,0.9922928,-0.04341709,-0.09171329,0.04376032,0.9880612
0.009907722,0.989006,-0.001745029,0.09191649,0.005778335,0.9922894,-0.04348335,-0.09175128,0.04383088,0.9880545
0.012384415,0.989004,-0.001783443,0.09193879,0.00583139,0.9922828,-0.04362946,-0.091771,0.04398129,0.9880461
0.014861584,0.9889991,-0.00181291,0.09199075,0.005878164,0.9922755,-0.0437903,-0.09182066,0.04414585,0.9880342
0.017338276,0.9889942,-0.00184173,0.09204122,0.005926331,0.992267,-0.04397371,-0.09186869,0.04433302,0.9880212
0.029723644,0.9889842,-0.001945786,0.09214744,0.00614027,0.9922151,-0.04510312,-0.09196322,0.04547756,0.9879606
0.032200336,0.9889804,-0.001941324,0.09218694,0.006153605,0.9922071,-0.04527544,-0.09200181,0.04565045,0.9879489
0.034677506,0.9889798,-0.001931508,0.09219287,0.006157758,0.9922003,-0.04542334,-0.09200728,0.04579812,0.9879415
0.037154198,0.988978,-0.001931977,0.09221619,0.006170633,0.992195,-0.04554532,-0.0920298,0.04592081,0.9879342
0.039631367,0.988979,-0.001931388,0.09220564,0.006183016,0.9921883,-0.04569037,-0.09201838,0.04606635,0.9879285
0.042108059,0.9889761,-0.001918401,0.09223571,0.00618452,0.9921817,-0.04583178,-0.09204814,0.04620736,0.987919
0.044585228,0.9889701,-0.001900896,0.0923012,0.006188642,0.9921725,-0.04603217,-0.09211312,0.0464074,0.9879037
0.047061920,0.9889677,-0.001885494,0.09232681,0.006192469,0.9921634,-0.04622664,-0.09213821,0.04660144,0.9878923
0.049539089,0.9889663,-0.001863734,0.0923433,0.006185044,0.9921567,-0.04637322,-0.09215479,0.04674673,0.987884
0.052015781,0.9889627,-0.001834249,0.09238254,0.00617082,0.9921499,-0.04651836,-0.09219446,0.04689,0.9878734
0.054493427,0.9889597,-0.001801175,0.09241524,0.006152828,0.9921432,-0.04666492,-0.09222779,0.04703433,0.9878635
0.056970596,0.9889545,-0.001757499,0.09247328,0.006123686,0.9921375,-0.04679288,-0.09228703,0.04715913,0.9878522
0.059447289,0.9889484,-0.001705991,0.09253787,0.006083736,0.9921332,-0.04688561,-0.09235342,0.04724788,0.9878416
0.061924458,0.9889397,-0.001654583,0.09263124,0.006046387,0.9921284,-0.04699023,-0.09244851,0.04734874,0.9878278
0.064401150,0.9889328,-0.001601429,0.09271132,0.006005972,0.9921246,-0.04708743,-0.09253044,0.04744189,0.9878162
0.066878319,0.9889221,-0.001543513,0.09282288,0.005960776,0.9921207,-0.0471682,-0.09264416,0.04751828,0.9878016
0.069355011,0.9889132,-0.001491645,0.09291763,0.005921728,0.9921165,-0.0472583,-0.09274074,0.0476045,0.9877883
0.071832657,0.9889076,-0.00143401,0.09297856,0.005870223,0.9921152,-0.04729442,-0.09280414,0.04763575,0.987781
0.074308872,0.9889015,-0.001374217,0.09304518,0.005820817,0.9921118,-0.04737304,-0.0928731,0.04770952,0.987771
0.076786518,0.9888988,-0.001315811,0.0930749,0.0057676,0.99211,-0.0474151,-0.09290534,0.04774648,0.9877661
0.079263210,0.988898,-0.001255881,0.09308413,0.00571002,0.9921094,-0.04743749,-0.09291732,0.0477634,0.9877642
0.081740379,0.9888986,-0.001198368,0.0930768,0.005652406,0.9921093,-0.04744218,-0.09291274,0.04776268,0.9877645
0.084217072,0.9889007,-0.001147111,0.09305891,0.005601246,0.9921094,-0.04745421,-0.09289726,0.04776987,0.987766
0.086694241,0.988905,-0.001093827,0.09301282,0.005542255,0.9921113,-0.04741891,-0.09285399,0.04772917,0.9877719
0.089170933,0.9889107,-0.00103576,0.09295441,0.005477633,0.9921136,-0.04738104,-0.09279867,0.04768538,0.9877794
0.091648102,0.9889125,-0.0009786158,0.09293632,0.005414414,0.9921166,-0.04732745,-0.09278363,0.0476261,0.9877837
0.094124794,0.9889172,-0.0009270674,0.09288671,0.005349176,0.9921225,-0.04720847,-0.09273719,0.04750152,0.987794
0.096601963,0.9889231,-0.0008908701,0.09282427,0.005296886,0.9921294,-0.04706971,-0.0926773,0.04735843,0.9878065
0.099078655,0.9889316,-0.0008673451,0.09272899,0.005254822,0.9921362,-0.04692093,-0.09258405,0.0472063,0.987822
0.101556301,0.9889407,-0.0008459613,0.09263236,0.005213018,0.9921444,-0.04675231,-0.09248943,0.04703444,0.987839
0.104032993,0.9889462,-0.0008298194,0.09257672,0.00517483,0.9921547,-0.04654487,-0.0924357,0.0468243,0.9878544
0.106510162,0.988952,-0.0008212267,0.09251113,0.005143844,0.9921641,-0.04633821,-0.09237167,0.0466156,0.9878698
0.108986855,0.9889607,-0.0008256575,0.09241761,0.005124122,0.9921741,-0.04612601,-0.09227914,0.04640241,0.9878885
0.111464024,0.9889696,-0.0008452565,0.09232003,0.005119265,0.9921839,-0.04591161,-0.09218187,0.0461884,0.9879074
