Time (s),Data
17.749856472,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
17.802413941,$GPRMC,000000.800,V,,,,,0.00,0.00,060180,,,N*4A\r\n
17.840306282,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
18.717575073,$GPGGA,000001.800,,,,,0,0,,,M,,M,,*41\r\n
18.752529621,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
18.768087864,$GPGSV,1,1,00*79\r\n
18.819926739,$GPRMC,000001.800,V,,,,,0.00,0.00,060180,,,N*4B\r\n
18.858623028,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
19.718345642,$GPGGA,000002.800,,,,,0,0,,,M,,M,,*42\r\n
19.752502442,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
19.803384781,$GPRMC,000002.800,V,,,,,0.00,0.00,060180,,,N*48\r\n
19.840877533,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
20.719756603,$GPGGA,000003.800,,,,,0,0,,,M,,M,,*43\r\n
20.748950958,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
20.800559521,$GPRMC,000003.800,V,,,,,0.00,0.00,060180,,,N*49\r\n
20.839431763,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
21.777544499,$GPGGA,000004.800,,,,,0,0,,,M,,M,,*44\r\n
21.777656079,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
21.800988674,$GPRMC,000004.800,V,,,,,0.00,0.00,060180,,,N*4E\r\n
21.839423657,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
22.719888210,$GPGGA,000005.800,,,,,0,0,,,M,,M,,*45\r\n
22.749890804,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
22.803376198,$GPRMC,000005.800,V,,,,,0.00,0.00,060180,,,N*4F\r\n
22.840339184,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
23.718466282,$GPGGA,000006.800,,,,,0,0,,,M,,M,,*46\r\n
23.750310421,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
23.769637585,$GPGSV,1,1,00*79\r\n
23.829461098,$GPRMC,000006.800,V,,,,,0.00,0.00,060180,,,N*4C\r\n
23.859496117,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
24.718449593,$GPGGA,000007.800,,,,,0,0,,,M,,M,,*47\r\n
24.752249241,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
24.804808617,$GPRMC,000007.800,V,,,,,0.00,0.00,060180,,,N*4D\r\n
24.840362072,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
25.717381954,$GPGGA,000008.800,,,,,0,0,,,M,,M,,*48\r\n
25.752667427,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
25.801128388,$GPRMC,000008.800,V,,,,,0.00,0.00,060180,,,N*42\r\n
25.841751576,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
26.719604969,$GPGGA,000009.800,,,,,0,0,,,M,,M,,*49\r\n
26.748926640,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
26.802421570,$GPRMC,000009.800,V,,,,,0.00,0.00,060180,,,N*43\r\n
26.841120720,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
27.717330933,$GPGGA,000010.800,,,,,0,0,,,M,,M,,*41\r\n
27.756859303,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
27.809152603,$GPRMC,000010.800,V,,,,,0.00,0.00,060180,,,N*4B\r\n
27.839473725,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
28.717756272,$GPGGA,000011.800,,,,,0,0,,,M,,M,,*40\r\n
28.752655506,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
28.768272400,$GPGSV,1,1,00*79\r\n
28.822463036,$GPRMC,000011.800,V,,,,,0.00,0.00,060180,,,N*4A\r\n
28.860746861,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
29.720333100,$GPGGA,000012.800,,,,,0,0,,,M,,M,,*43\r\n
29.752514839,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
29.803427220,$GPRMC,000012.800,V,,,,,0.00,0.00,060180,,,N*49\r\n
29.840348721,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
30.721257687,$GPGGA,000013.800,,,,,0,0,,,M,,M,,*42\r\n
30.750924111,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
30.804902077,$GPRMC,000013.800,V,,,,,0.00,0.00,060180,,,N*48\r\n
30.840404511,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
31.719790936,$GPGGA,000014.799,,,,,0,0,,,M,,M,,*4A\r\n
31.748936653,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
31.800828934,$GPRMC,000014.799,V,,,,,0.00,0.00,060180,,,N*40\r\n
31.840385914,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
32.720809937,$GPGGA,000015.799,,,,,0,0,,,M,,M,,*4B\r\n
32.751119614,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
32.804719448,$GPRMC,000015.799,V,,,,,0.00,0.00,060180,,,N*41\r\n
32.840308190,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
33.717636109,$GPGGA,000016.799,,,,,0,0,,,M,,M,,*48\r\n
33.752838135,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
33.768197537,$GPGSV,1,1,00*79\r\n
33.819906712,$GPRMC,000016.799,V,,,,,0.00,0.00,060180,,,N*42\r\n
33.858682633,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
34.717344284,$GPGGA,000017.799,,,,,0,0,,,M,,M,,*49\r\n
34.790621281,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
34.802106857,$GPRMC,000017.799,V,,,,,0.00,0.00,060180,,,N*43\r\n
34.840258122,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
35.719794750,$GPGGA,000018.799,,,,,0,0,,,M,,M,,*46\r\n
35.750059128,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
35.803466320,$GPRMC,000018.799,V,,,,,0.00,0.00,060180,,,N*4C\r\n
35.840343952,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
36.718404293,$GPGGA,000019.799,,,,,0,0,,,M,,M,,*47\r\n
36.749856949,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
36.801661968,$GPRMC,000019.799,V,,,,,0.00,0.00,060180,,,N*4D\r\n
36.845064640,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
37.719779968,$GPGGA,000020.799,,,,,0,0,,,M,,M,,*4D\r\n
37.748944283,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
37.849003315,$GPRMC,000020.799,V,,,,,0.00,0.00,060180,,,N*47\r\n
37.849113941,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
38.722522259,$GPGGA,000021.799,,,,,0,0,,,M,,M,,*4C\r\n
38.750823498,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
38.769653797,$GPGSV,1,1,00*79\r\n
38.820820809,$GPRMC,000021.799,V,,,,,0.00,0.00,060180,,,N*46\r\n
38.859621525,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
39.717309475,$GPGGA,000022.799,,,,,0,0,,,M,,M,,*4F\r\n
39.749524117,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
39.800653935,$GPRMC,000022.799,V,,,,,0.00,0.00,060180,,,N*45\r\n
39.839340210,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
40.718297482,$GPGGA,000023.799,,,,,0,0,,,M,,M,,*4E\r\n
40.749940396,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
40.802371502,$GPRMC,000023.799,V,,,,,0.00,0.00,060180,,,N*44\r\n
40.846440315,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
41.717310429,$GPGGA,000024.799,,,,,0,0,,,M,,M,,*49\r\n
41.752524376,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
41.800632954,$GPRMC,000024.799,V,,,,,0.00,0.00,060180,,,N*43\r\n
41.839364052,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
42.717823506,$GPGGA,000025.799,,,,,0,0,,,M,,M,,*48\r\n
42.749515534,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
42.800649166,$GPRMC,000025.799,V,,,,,0.00,0.00,060180,,,N*42\r\n
42.842152119,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
43.718530178,$GPGGA,000026.799,,,,,0,0,,,M,,M,,*4B\r\n
43.750883103,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
43.769715309,$GPGSV,1,1,00*79\r\n
43.820775032,$GPRMC,000026.799,V,,,,,0.00,0.00,060180,,,N*41\r\n
43.862101555,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
44.717334747,$GPGGA,000027.799,,,,,0,0,,,M,,M,,*4A\r\n
44.752319813,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
44.800773144,$GPRMC,000027.799,V,,,,,0.00,0.00,060180,,,N*40\r\n
44.839374066,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
45.717313767,$GPGGA,000028.799,,,,,0,0,,,M,,M,,*45\r\n
45.751104355,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
45.800721169,$GPRMC,000028.799,V,,,,,0.00,0.00,060180,,,N*4F\r\n
45.839635849,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
46.725002766,$GPGGA,000029.799,,,,,0,0,,,M,,M,,*44\r\n
46.748906613,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
46.800572396,$GPRMC,000029.799,V,,,,,0.00,0.00,060180,,,N*4E\r\n
46.840144634,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
47.717338085,$GPGGA,000030.799,,,,,0,0,,,M,,M,,*4C\r\n
47.750164509,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
47.800590038,$GPRMC,000030.799,V,,,,,0.00,0.00,060180,,,N*46\r\n
47.839384556,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
48.718520641,$GPGGA,000031.799,,,,,0,0,,,M,,M,,*4D\r\n
48.750123024,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
48.772103787,$GPGSV,1,1,00*79\r\n
48.822597027,$GPRMC,000031.799,V,,,,,0.00,0.00,060180,,,N*47\r\n
48.859518051,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
49.718723774,$GPGGA,000032.799,,,,,0,0,,,M,,M,,*4E\r\n
49.749431610,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
49.800547600,$GPRMC,000032.799,V,,,,,0.00,0.00,060180,,,N*44\r\n
49.841882229,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
50.717306614,$GPGGA,000033.799,,,,,0,0,,,M,,M,,*4F\r\n
50.750107289,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
50.800595761,$GPRMC,000033.799,V,,,,,0.00,0.00,060180,,,N*45\r\n
50.839583874,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
51.717337132,$GPGGA,000034.799,,,,,0,0,,,M,,M,,*48\r\n
51.750144005,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
51.800498963,$GPRMC,000034.799,V,,,,,0.00,0.00,060180,,,N*42\r\n
51.839704991,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
52.719508171,$GPGGA,000035.799,,,,,0,0,,,M,,M,,*49\r\n
52.749840260,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
52.801435948,$GPRMC,000035.799,V,,,,,0.00,0.00,060180,,,N*43\r\n
52.840544224,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
53.720592022,$GPGGA,000036.799,,,,,0,0,,,M,,M,,*4A\r\n
53.750121594,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
53.769046784,$GPGSV,1,1,00*79\r\n
53.824080944,$GPRMC,000036.799,V,,,,,0.00,0.00,060180,,,N*40\r\n
53.889600754,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
54.717618942,$GPGGA,000037.799,,,,,0,0,,,M,,M,,*4B\r\n
54.749536991,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
54.800583840,$GPRMC,000037.799,V,,,,,0.00,0.00,060180,,,N*41\r\n
54.842195988,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
55.719384194,$GPGGA,000038.799,,,,,0,0,,,M,,M,,*44\r\n
55.748910427,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
55.802004814,$GPRMC,000038.799,V,,,,,0.00,0.00,060180,,,N*4E\r\n
55.840443135,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
56.717588902,$GPGGA,000039.799,,,,,0,0,,,M,,M,,*45\r\n
56.749056339,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
56.800496578,$GPRMC,000039.799,V,,,,,0.00,0.00,060180,,,N*4F\r\n
56.842020989,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
57.718189240,$GPGGA,000040.799,,,,,0,0,,,M,,M,,*4B\r\n
57.749876499,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
57.801401615,$GPRMC,000040.799,V,,,,,0.00,0.00,060180,,,N*41\r\n
57.842039585,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
58.720068932,$GPGGA,000041.799,,,,,0,0,,,M,,M,,*4A\r\n
58.752075195,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
58.769045353,$GPGSV,1,1,00*79\r\n
58.824453831,$GPRMC,000041.799,V,,,,,0.00,0.00,060180,,,N*40\r\n
58.860086441,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
