Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,0.2589334,0.1825299,-0.09859026,-0.001918775,-0.002507242,1.000888,36.41793,-13.16185,-21.03667,1003.086
0.009907246,0.1976999,0.1825299,-0.1597527,-0.001930207,0.0004178202,1.002351,36.41793,-13.16185,-21.03667,1003.087
0.029723167,0.1364664,0.1825299,-0.2820776,-0.0009722814,0.00187894,1.000422,36.41793,-13.16185,-21.03667,1003.087
0.049538136,0.1364664,0.0615045,-0.2820776,-0.002467872,0.002822975,0.9912646,36.41793,-13.16185,-21.03667,1003.086
0.069353580,0.1364664,0.364068,-0.09859026,-0.007771102,-0.00108253,0.9985138,36.05315,-13.53253,-21.0288,1003.086
0.089168549,0.07523298,0.1825299,-0.2209152,-0.003884785,0.002356622,1.002854,36.05315,-13.53253,-21.0288,1003.088
0.108983517,0.2589334,0.2430426,-0.2820776,-0.002898016,-0.003983596,0.9965414,37.0908,-12.79507,-21.42571,1003.088
0.128798962,0.1976999,0.0615045,-0.2209152,-0.00481599,-0.002996378,1.006211,37.0908,-12.79507,-21.42571,1003.089
0.173383236,0.1976999,0.3035553,-0.2209152,-0.001436302,-0.004462969,0.996531,36.78847,-13.15787,-21.03806,1003.087
0.188244820,0.1976999,0.3035553,-0.2820776,-0.0009472019,-0.002014113,1.001368,36.78847,-13.15787,-21.03806,1003.087
0.208060265,0.07523298,0.0615045,-0.2209152,-0.004843287,-0.001060398,1.001394,36.78847,-13.15787,-21.03806,1003.091
0.230351925,0.1364664,0.1825299,-0.1597527,-0.003409424,-9.305985E-05,0.9955988,36.78202,-12.79839,-21.42455,1003.091
0.250167847,0.1976999,0.0615045,-0.2209152,-0.007285304,-0.0001026487,0.9999642,36.78202,-12.79839,-21.42455,1003.094
0.269982815,0.2589334,0.2430426,-0.4044026,1.127715E-05,-6.372388E-05,1.000407,36.79422,-13.52456,-21.03158,1003.094
0.289798260,0.1364664,0.2430426,-0.3432401,-0.003385407,-0.002031384,0.9994502,36.79422,-13.52456,-21.03158,1003.092
0.309613228,0.2589334,0.2430426,-0.3432401,-0.004849291,-0.0005758172,1.000431,36.79422,-13.52456,-21.03158,1003.092
0.329428196,0.3201669,0.1825299,-0.2209152,0.001931515,0.003839396,0.9994512,36.42298,-13.53576,-21.41021,1003.095
0.349243641,0.1976999,0.1825299,-0.09859026,-0.00339028,0.0008983659,1.002844,36.42298,-13.53576,-21.41021,1003.095
0.369059086,0.1364664,0.1825299,-0.2209152,-0.004865665,0.0008790974,0.9980252,36.43014,-13.88803,-20.64369,1003.092
0.388874531,0.0139995,0.1825299,-0.1597527,-0.005813798,-0.003508257,0.9980078,36.43014,-13.88803,-20.64369,1003.092
0.408689499,0.3201669,0.2430426,-0.2209152,-0.004360746,0.001383772,1.0043,36.43014,-13.88803,-20.64369,1003.094
0.428504944,0.07523298,0.364068,-0.2209152,-0.002921432,0.001377261,0.9984999,36.79352,-13.53178,-21.4116,1003.094
0.448319912,0.1364664,0.0009917939,-0.2820776,-0.002422564,-0.0005667484,0.9989697,36.79352,-13.53178,-21.4116,1003.091
0.468135834,0.1364664,0.1825299,-0.2209152,-0.004832963,-0.004963997,0.997995,36.79927,-13.89848,-21.40512,1003.091
0.490427494,0.2589334,0.1825299,-0.1597527,-0.001428636,-0.003479746,1.000397,36.79927,-13.89848,-21.40512,1003.094
0.510242462,0.07523298,0.2430426,-0.3432401,-0.003384876,-0.003008748,0.9979971,36.79927,-13.89848,-21.40512,1003.094
0.530057907,0.1976999,0.1825299,-0.2209152,-0.007777083,0.0008686834,0.9999719,37.09796,-13.14733,-20.6592,1003.093
0.549873352,0.0139995,0.1220172,-0.2209152,-0.009250274,0.001339854,0.9966035,37.09796,-13.14733,-20.6592,1003.093
0.596934319,0.07523298,0.0009917939,-0.2209152,-0.001968426,0.002834866,0.9951233,36.78847,-13.15787,-21.03806,1003.096
0.609319210,0.07523298,0.2430426,-0.1597527,0.0004839585,0.000906783,0.997996,36.78847,-13.15787,-21.03806,1003.097
0.629134178,0.07523298,0.0615045,-0.1597527,-0.003395222,-0.000571782,0.998975,37.09796,-13.14733,-20.6592,1003.097
0.648950100,0.07523298,0.1220172,-0.1597527,-0.007789069,0.003304478,1.000467,37.09796,-13.14733,-20.6592,1003.098
0.668765068,0.07523298,0.0009917939,-0.1597527,-0.004814351,-0.002995207,1.006693,36.79493,-13.51735,-20.65156,1003.098
0.688580036,0.1976999,0.1825299,-0.2209152,-0.001935703,-0.001541596,0.9975141,36.79493,-13.51735,-20.65156,1003.097
0.708395481,0.0139995,0.2430426,-0.1597527,-0.007259092,-0.001550533,1.005266,36.79493,-13.51735,-20.65156,1003.097
0.728210449,0.1976999,0.1220172,-0.1597527,-0.002393051,-0.0005456561,1.007658,37.09725,-13.15455,-21.03922,1003.096
0.748026371,0.1976999,0.1825299,-0.2209152,-0.003862985,-0.001538774,1.002834,37.09725,-13.15455,-21.03922,1003.096
0.770318031,0.1364664,0.1825299,-0.2209152,-0.003376655,-0.001536257,1.002831,37.09796,-13.14733,-20.6592,1003.097
0.790133476,0.2589334,0.1825299,-0.3432401,-0.00388206,0.001869698,1.002852,37.09796,-13.14733,-20.6592,1003.097
0.809948921,0.1976999,0.1825299,-0.2820776,-0.006296271,-0.001552529,1.002365,37.09796,-13.14733,-20.6592,1003.096
0.829764366,0.07523298,0.2430426,-0.1597527,-0.002436212,0.0004012417,0.9965614,36.79422,-13.52456,-21.03158,1003.096
0.849579334,0.2589334,0.1825299,-0.2209152,1.783576E-05,-5.903654E-05,1.002338,36.79422,-13.52456,-21.03158,1003.099
0.869394303,0.1976999,0.1825299,-0.09859026,-0.002878849,-0.001525537,1.006207,36.41793,-13.16185,-21.03667,1003.099
0.889210224,0.07523298,0.1825299,-0.09859026,-0.002913211,0.002849753,1.003334,36.41793,-13.16185,-21.03667,1003.098
0.909025669,0.1364664,0.1825299,-0.09859026,-0.005343242,0.001371707,1.001409,36.41793,-13.16185,-21.03667,1003.098
0.928840637,0.07523298,-0.05952091,-0.2820776,-0.003369565,-0.002508934,1.003309,36.78847,-13.15787,-21.03806,1003.097
0.948655606,0.1976999,0.0615045,-0.3432401,-0.001908984,-0.005433477,0.9989419,36.78847,-13.15787,-21.03806,1003.097
