Time (s),X (g),Y (g),Z (g)
0.000000000,0.001989101,-0.002691395,0.007580344
0.009907246,0.001935999,0.0001280783,0.009034447
0.029723167,0.00289638,0.001579779,0.007115042
0.049538136,0.001451354,0.002544352,-0.00197462
0.069353580,-0.003723557,-0.001377224,0.005245607
0.089168549,7.454253E-05,0.002006613,0.00954224
0.108983517,0.001166392,-0.004239507,0.003266163
0.128798962,-0.00074075,-0.003240361,0.01287826
0.173383236,0.002549924,-0.004874974,0.003249002
0.188244820,0.003055844,-0.002450595,0.008052402
0.210536957,-0.001261344,0.0003963622,0.01050687
0.230351925,0.000501711,-0.0006315681,0.002333131
0.250167847,-0.003202782,-0.0006622776,0.006684479
0.269982815,0.004107486,-0.0006509303,0.007094697
0.289798260,0.0006969048,-0.002665479,0.006157055
0.309613228,-0.0006932327,-0.001197642,0.007138007
0.329428196,0.006044935,0.003194059,0.006139531
0.349243641,0.0008472304,0.0002569153,0.009529707
0.369059086,-0.0006416812,0.0001400912,0.004749255
0.388874531,-0.001597852,-0.00423091,0.004733139
0.408689499,-0.0001316632,0.000590084,0.01098024
0.428504944,0.001322408,0.0006217294,0.005213118
0.448319912,0.001831557,-0.001311928,0.005675944
0.468135834,-0.0005943852,-0.00567744,0.004715285
0.490427494,0.002782097,-0.004175953,0.007088189
0.510242462,0.0008266701,-0.003711048,0.00471237
0.530057907,-0.003519554,0.0001455153,0.006695317
0.549873352,-0.004984505,0.0005534164,0.003356516
0.596934319,0.002229389,0.001960308,0.001856856
0.609319210,0.004692561,-6.232169E-06,0.004698074
0.629134178,0.0008724612,-0.001471113,0.005685131
0.648950100,-0.00343577,0.0023454,0.007189901
0.668765068,-0.000477267,-0.003910015,0.01335518
0.688580036,0.002360005,-0.00249527,0.004227034
0.708395481,-0.002831327,-0.002524723,0.01194951
0.728210449,0.002023134,-0.001539802,0.0143048
0.750503063,-0.001362115,-0.002093186,0.01097952
0.770318031,0.001077913,-0.0025901,0.009514332
0.790133476,0.0006103499,0.0007203352,0.009540115
0.809948921,-0.001734324,-0.002721574,0.009063578
0.829764366,0.002080934,-0.0008123449,0.003284207
0.849579334,0.004562108,-0.001293383,0.009009923
0.869394303,0.001733356,-0.002788376,0.01286466
0.889210224,0.00172365,0.00154154,0.01001648
0.909025669,-0.000705403,5.834805E-05,0.008113601
0.928840637,0.001258617,-0.00382185,0.00998662
0.948655606,0.002737225,-0.006739541,0.005638213
0.968471050,0.001330778,-0.00386484,0.009506773
0.988286495,0.00225614,-0.0009778866,0.005201404
