Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.186343193,94.80859,1064.4375,4.034375,256.5625,0
1.241236210,94.79688,753.375,4.033125,285.3125,0
2.119881153,94.79688,617.71875,4.03375,265.625,0
3.174774647,94.78516,510.75,4.0325,273.4375,0
4.229589939,94.77344,431.25,4.014375,378.125,0
5.108501434,94.77344,391.21875,4.024375,290,0
6.163394451,94.76172,356.0625,4.035,240.3125,0
7.218025684,94.75,330.375,4.033125,245,0
8.097444534,94.75,312.75,4.0325,245,0
9.151837826,94.73828,297.75,4.03375,246.5625,0
10.206717014,94.72656,285,4.034375,242.5,0
11.085734367,94.72656,275.90625,4.0325,250.3125,0
12.140450001,94.71094,265.03125,4.031875,261.25,0
13.195312977,94.69922,257.8125,4.033125,251.875,0
14.250311852,94.69922,251.90625,4.03375,245.3125,0
15.128954411,94.6875,247.03125,4.0325,254.375,0
16.183848858,94.6875,241.59375,4.030625,258.4375,0
17.238641739,94.67578,237.375,4.031875,260.3125,0
18.117523193,94.66406,233.71875,4.02875,246.875,0
19.172365189,94.66406,230.34375,4.02875,260,0
20.227113724,94.65234,227.15625,4.03,252.1875,0
21.106099129,94.64063,224.8125,4.030625,232.8125,0
22.160935402,94.64063,222.65625,4.0275,258.4375,0
23.215839386,94.62891,220.6875,4.030625,250,0
24.094784737,94.61328,214.3125,4.028125,256.875,0
25.149471760,94.60156,202.21875,4.00375,409.0625,0
26.204320431,94.58984,191.34375,4.001875,409.0625,0
27.083298683,94.57813,184.21875,3.991875,358.75,0
28.138048172,94.56641,175.21875,3.98875,430.625,0
29.192923546,94.55469,169.3125,4.015625,311.875,0
30.247725487,94.54297,165,4.005,321.25,0
31.126604557,94.53125,161.625,4.003125,492.8125,0
32.181784153,94.51563,156.84375,3.988125,440.625,0
33.236276150,94.50391,153.84375,4.0225,316.875,0
34.115246773,94.49219,155.0625,4.02125,254.0625,0
35.170097351,94.49219,156.1875,4.0025,356.25,0
36.224909306,94.48047,154.40625,4.0125,262.1875,0
37.103790283,94.46875,154.59375,3.996875,362.5,0
38.158914089,94.45703,153,4.0025,314.0625,0
39.213334084,94.44531,149.34375,3.995,441.875,0
