Time (s),X (g),Y (g),Z (g)
0.000000000,0.001964756,-0.002713972,0.007640123
0.009907246,0.001914293,0.0001259307,0.009103239
0.029723167,0.002892657,0.001584343,0.007174194
0.049538136,0.001476153,0.002557058,-0.001982868
0.069353580,-0.003773778,-0.001374947,0.005266488
0.089168549,4.230556E-05,0.002023262,0.0096066
0.108983517,0.001150106,-0.0042703,0.003294289
0.128798962,-0.0008061202,-0.003257121,0.01296341
0.173383236,0.002542884,-0.004912449,0.003283501
0.188244820,0.003038525,-0.002470366,0.008120477
0.208060265,-0.000837259,-0.001543296,0.008146644
0.230351925,0.0004945581,-0.0006356213,0.002351284
0.250167847,-0.003253149,-0.0006565872,0.006717086
0.269982815,0.004104641,-0.0006589887,0.007160246
0.289798260,0.0006713711,-0.002680811,0.006203413
0.309613228,-0.0007298621,-0.001200028,0.007184267
0.329428196,0.006065585,0.003209475,0.006204486
0.349243641,0.0008127929,0.0002634171,0.009597778
0.369059086,-0.0006660311,0.0001455677,0.004778624
0.388874531,-0.001635009,-0.004253693,0.004761636
0.408689499,-0.0001782752,0.0006029658,0.01105368
0.428504944,0.001309843,0.0006281531,0.005253673
0.448319912,0.00181793,-0.001318803,0.005723298
0.468135834,-0.0006251442,-0.005711723,0.004749
0.490427494,0.002766264,-0.004202144,0.007151127
0.510242462,0.0008085209,-0.003733608,0.00475055
0.530057907,-0.003571826,0.0001545425,0.006725609
0.549873352,-0.005032197,0.0005639499,0.00335753
0.596934319,0.002237889,0.001973769,0.001877248
0.609319210,0.004704281,-4.850503E-06,0.004750013
0.629134178,0.0008530854,-0.001476366,0.005728781
0.648950100,-0.003489262,0.002369796,0.00722146
0.668765068,-0.0005399683,-0.003923798,0.01344734
0.688580036,0.0023568,-0.00250883,0.004268408
0.708395481,-0.002903941,-0.002529277,0.01202053
0.728210449,0.001973219,-0.001536308,0.01441228
0.750503063,-0.001420401,-0.002095704,0.01105011
0.770318031,0.001042499,-0.00259749,0.009586453
0.790133476,0.0005713885,0.000736219,0.009606719
0.809948921,-0.00178719,-0.002729452,0.009120345
0.829764366,0.002080161,-0.0008134127,0.003316998
0.849579334,0.00455195,-0.001289771,0.009093583
0.869394303,0.001686436,-0.002790271,0.01296347
0.889210224,0.001688037,0.001565705,0.01009041
0.909025669,-0.0007480038,6.913336E-05,0.00816524
0.928840637,0.001222698,-0.00383371,0.01006532
0.948655606,0.002733466,-0.006775898,0.005698502
0.968471050,0.001297455,-0.003876989,0.009582877
0.988286495,0.002246809,-0.00097715,0.005248725
1.008101940,0.005229431,-0.00246041,0.002329588
1.055163383,-5.41294E-05,-0.0006238826,0.001403868
1.070024490,0.003915811,-0.003047057,0.01198918
1.089839935,0.0005073068,0.00320485,0.009144962
1.109654903,-0.00186232,-0.002179538,0.01106107
1.129470825,0.001527515,0.002156305,0.002377212
1.149285793,0.003553471,-0.003204152,0.008131444
1.169101238,0.0002205535,-0.002262036,0.0153954
1.188916206,0.005586355,-0.003258054,0.0105347
1.208732128,0.001221309,-0.001354057,0.01249951
1.228547096,0.0003346032,-0.007704132,0.009576142
1.248362064,0.001316506,-0.004322411,0.002831221
1.268177509,0.0008571311,-0.002903666,0.008151174
1.287993431,-0.0001033195,-0.002467901,0.006711245
1.310285091,-6.809505E-05,0.001865144,0.007699609
1.330101013,0.002889514,-0.001094299,0.008634329
1.349915981,-0.0009755651,-0.003100616,0.00719732
1.369730949,0.000987357,-0.001638781,0.002367854
1.389546394,-0.001390408,-0.002633267,0.01058167
1.409361839,0.002019209,0.0002479018,0.005269289
1.429177284,-0.001356702,-0.001234922,0.00672847
1.473761559,0.002121326,-0.005164852,0.005241811
1.488623142,0.002629176,-0.007116547,0.004746735
1.508438587,0.001192406,-0.0007907334,0.01009697
1.528253555,0.002702954,-0.006173107,0.01102698
1.550546169,0.003685388,-0.002293305,0.008146048
1.570361138,0.005152184,-0.0003623972,0.005734861
1.590176582,0.003227474,-0.002361368,0.004770458
1.609992027,0.0008255411,-0.003360343,0.004296064
1.629807472,0.001324585,-0.002430445,0.00381583
1.649622440,0.00183875,-0.001980486,0.002850771
1.669437409,0.005260805,-0.002457412,0.005725682
1.689253330,0.002365877,-0.00445223,0.004283726
1.709068775,0.002429329,-0.008821706,0.01053578
1.728883743,0.0009885379,-0.003012284,0.01298743
1.748699665,0.005829412,-0.001568597,0.002350152
1.768514633,0.0009995513,-0.002583608,0.005750358
1.788329601,0.004461735,-0.004476549,0.01440996
1.808145046,0.002531591,-0.003533684,0.01008207
1.830437184,0.003983483,-0.0006434906,0.008640826
1.850252629,-0.0003946712,-0.0006981499,0.00721705
1.870068550,-0.0008143955,-0.002208113,0.004316747
1.914652825,0.001623977,-0.001754413,0.004788399
1.929514408,0.0007004011,-0.005168813,0.007190168
1.949329376,-0.0007486753,0.0001292978,0.003364444
1.969144821,-0.0001937067,-0.001342838,0.00914681
