Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.049538136,0.01533948,0.2259766,0.1580579
0.173383236,0.02592833,0.2279912,0.1310153
0.250167847,0.03195411,0.2310261,0.1144303
0.349243641,0.03662726,0.2408191,0.09257936
0.448319912,0.04338254,0.2429632,0.07149176
0.549873352,0.04475834,0.2416787,0.04741164
0.648950100,0.05391747,0.2463616,0.02771547
0.748026371,0.05971007,0.2505963,0.007244174
0.849579334,0.07099549,0.2597865,-0.01407002
0.948655606,0.07743824,0.2659937,-0.03560134
1.055163383,0.08622706,0.2763393,-0.0152004
1.149285793,0.09659152,0.2858915,-0.0368325
1.248362064,0.1034525,0.2977672,-0.05775222
1.349915981,0.1171206,0.3053874,-0.0773816
1.473761559,0.1244441,0.3153898,-0.09998112
1.548068524,0.1281479,0.321593,-0.1157024
1.649622440,0.1368888,0.3286268,-0.135187
1.748699665,0.1423114,0.3346082,-0.1553495
1.850252629,0.1470648,0.3396075,-0.1769735
1.949329376,0.1548242,0.3482531,-0.1977415
2.048406124,0.1606266,0.356764,-0.2189571
2.149959564,0.1686867,0.3614403,-0.2398118
2.249036789,0.1753344,0.3641204,-0.2610482
2.353066921,0.1802881,0.3736393,-0.2850521
2.449667454,0.1856823,0.3785096,-0.3057296
2.548743725,0.1935859,0.3799725,-0.3272653
2.650298119,0.1958236,0.3862523,-0.3491937
2.749374867,0.202452,0.3884895,-0.370878
2.848451615,0.2054389,0.393453,-0.3922549
2.950005532,0.2058297,0.396993,-0.4145035
3.049082279,0.2118115,0.4038995,-0.4377069
3.148159504,0.2106453,0.4099261,-0.4615295
3.249713898,0.2111598,0.4134043,-0.486814
3.348791123,0.2142269,0.4160025,-0.5085018
3.450344563,0.2192193,0.4216846,-0.531449
3.549421787,0.2211277,0.4238721,-0.5539157
3.673267841,0.2241741,0.4260689,-0.5799087
3.750052929,0.2278602,0.4273452,-0.5941733
3.849130154,0.2277135,0.4341327,-0.6181204
3.948207379,0.2271244,0.4360654,-0.6396663
4.049761772,0.2244276,0.4390739,-0.6605682
4.148838520,0.2255661,0.4426005,-0.6805465
4.250392914,0.2235353,0.4465629,-0.6969821
4.349470139,0.221676,0.4513945,-0.7163289
4.448547363,0.2198168,0.4533755,-0.7327304
4.550101757,0.2207453,0.4569241,-0.7530248
4.649178505,0.2200086,0.4580311,-0.7712253
4.748256207,0.2241517,0.4608895,-0.7870835
4.849810600,0.2222356,0.4588984,-0.8056636
4.973657608,0.2224362,0.461674,-0.8285342
5.047965527,0.2220009,0.4615096,-0.844348
5.149519920,0.2207072,0.4592657,-0.8632304
5.248597145,0.2212505,0.4593392,-0.8796276
5.350151062,0.2217195,0.4561352,-0.8947545
5.449229241,0.2219793,0.4526366,-0.9113665
5.548306942,0.2237764,0.4520086,-0.9261014
5.649861336,0.222718,0.4530684,-0.9406404
5.748938084,0.220165,0.4488863,-0.9553406
5.852969647,0.2196054,0.4503106,-0.9726002
5.949570179,0.2196228,0.4482622,-0.9861668
6.048647881,0.2167612,0.4480023,-1.001045
6.150203228,0.215957,0.4447711,-1.016891
6.249279976,0.2141326,0.4419475,-1.031828
6.348357678,0.2092906,0.4369431,-1.048079
6.449913025,0.2023068,0.4374177,-1.061218
6.548990727,0.2023699,0.43526,-1.07619
6.648068428,0.2008905,0.4358295,-1.087803
6.749622822,0.1989763,0.4357324,-1.101903
6.848700524,0.1965636,0.4391844,-1.115609
6.950255394,0.1924784,0.436486,-1.127696
7.049333096,0.1919508,0.4370145,-1.141247
7.173180103,0.1895112,0.4366446,-1.155119
7.249966145,0.1866193,0.4375651,-1.165819
7.349043846,0.1834357,0.4358689,-1.178615
7.448121548,0.181253,0.4330571,-1.188975
7.549676418,0.1783948,0.430534,-1.200299
7.747831822,0.1717423,0.4294105,-1.224081
7.750308991,0.1714021,0.4294466,-1.224413
7.849386692,0.1716574,0.4319299,-1.232517
7.948464394,0.1691649,0.4297747,-1.241145
8.050019741,0.1676515,0.4287264,-1.254368
8.149097919,0.1646711,0.4283139,-1.263321
8.248175621,0.1648281,0.428634,-1.272905
8.349730969,0.1610999,0.428717,-1.285555
8.448808670,0.1603136,0.4266553,-1.295021
8.550363541,0.1558376,0.4247612,-1.307711
8.649441719,0.1557292,0.4225703,-1.317512
8.748520374,0.1526832,0.4210376,-1.32778
8.850075245,0.1506622,0.4200847,-1.338517
8.949152947,0.146821,0.4177275,-1.348555
9.048231602,0.14482,0.4177367,-1.358893
9.149786472,0.1419304,0.4145408,-1.369569
9.248865128,0.1385663,0.4134631,-1.377552
9.347942829,0.1328757,0.4133205,-1.38769
9.449498177,0.1324162,0.4086614,-1.396163
9.548576832,0.1311625,0.4056884,-1.403348
9.650131703,0.1317751,0.4064263,-1.412353
9.749210358,0.125163,0.4055135,-1.418737
9.848288536,0.1217379,0.4025379,-1.425328
9.949843407,0.1201153,0.4038495,-1.436639
10.048922062,0.1172462,0.4049698,-1.447399
10.148000240,0.1143393,0.402035,-1.45529
10.249555588,0.1102481,0.4005859,-1.462293
10.348633766,0.108587,0.3990032,-1.471522
10.450189591,0.1063905,0.3936864,-1.479683
10.549267769,0.1037317,0.3916774,-1.483705
10.648346424,0.1021343,0.3920833,-1.490548
10.749901295,0.1031623,0.3895734,-1.496493
10.848980427,0.09951565,0.3881148,-1.502127
10.948058605,0.09781904,0.3833674,-1.510089
11.049613953,0.09512308,0.3823464,-1.514879
11.148693085,0.09186972,0.3821817,-1.523451
11.250247955,0.09162451,0.3817881,-1.530646
11.349327087,0.09068295,0.3815077,-1.536439
11.448405266,0.09112318,0.3764411,-1.543679
11.549961090,0.08875228,0.3703574,-1.549411
11.649039269,0.0867492,0.3679288,-1.556657
11.748117924,0.08670465,0.3638277,-1.563648
11.849673748,0.08433361,0.3623573,-1.571074
11.948752403,0.08216941,0.3597597,-1.578192
12.050308228,0.08436546,0.3560473,-1.584668
12.149386883,0.08231672,0.3538928,-1.59146
12.248465538,0.08302074,0.3500459,-1.597714
12.350021362,0.08178622,0.3471955,-1.60244
12.449100018,0.08148941,0.3469852,-1.609161
12.548178673,0.08013066,0.3432578,-1.615796
12.649734497,0.07622245,0.3412783,-1.622104
12.748813152,0.07385679,0.3408618,-1.626468
12.847892285,0.07278492,0.3401121,-1.630314
12.949447632,0.07091446,0.3364646,-1.63599
13.048526764,0.0679711,0.3359948,-1.640326
13.150082588,0.06527285,0.33095,-1.646778
13.249161720,0.06282802,0.3288469,-1.650218
13.348240852,0.06259792,0.326871,-1.655294
13.449796200,0.0616735,0.3265288,-1.657308
13.548875332,0.06145369,0.3262628,-1.663948
13.647954464,0.06326977,0.3225339,-1.672769
13.749510288,0.06092418,0.3227473,-1.681526
13.848589421,0.06021095,0.3206212,-1.686358
13.950145722,0.06143712,0.3210825,-1.692813
14.049224854,0.05871973,0.319912,-1.700822
14.148303509,0.05830387,0.3210026,-1.706757
14.249859333,0.05673291,0.3207467,-1.713716
14.348938465,0.0552155,0.3200714,-1.720254
14.448017597,0.05390012,0.3237906,-1.726704
14.549573898,0.0537013,0.3228768,-1.730843
14.648653031,0.05408778,0.3190672,-1.735052
14.750208855,0.05678662,0.3212863,-1.741782
14.849288464,0.0564134,0.3187264,-1.743734
14.948367596,0.05295324,0.3203242,-1.749451
15.049923897,0.05130569,0.3203165,-1.755411
15.149003029,0.04949336,0.3231967,-1.759169
15.248082161,0.04723606,0.3245179,-1.764072
15.349638462,0.04307069,0.333151,-1.81175
15.448717117,0.03253819,0.3165516,-1.439911
15.550273895,0.03766048,0.3375094,-1.314139
15.649352551,0.03568275,0.3406798,-1.313514
15.748432636,0.03164977,0.2843602,-1.697925
15.849988938,0.01754651,0.2699404,-1.460209
15.949068070,0.0084354,0.2381882,-1.333405
16.048147678,0.02810855,0.2277039,-1.630511
16.149703980,0.05325545,0.1801014,-2.705794
16.248783112,0.03361008,0.05940745,-3.457225
16.350339413,0.02517452,0.0994029,-2.802479
16.449419022,0.06318185,0.1049041,-2.346031
