Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.066877365,3.572961,-8.677487,-0.6194498
0.165956020,3.55203,-8.655907,-0.6335912
0.267510891,3.563924,-8.660854,-0.6479698
0.366588593,3.62027,-8.637943,-0.6973389
0.465667248,3.695837,-8.619989,-0.7416118
0.567222119,3.692569,-8.614936,-0.7522783
0.666300297,3.709342,-8.616835,-0.7730892
0.765378952,3.733992,-8.607879,-0.7916003
0.866933823,3.729871,-8.599709,-0.7976494
0.966012478,3.738603,-8.586763,-0.8115306
1.067567348,3.751884,-8.5781,-0.0179197
1.166645527,3.776736,-8.564987,-0.04301962
1.265724182,3.828274,-8.549815,-0.08358475
1.367279053,3.886641,-8.54399,-0.1358975
1.466357708,3.913814,-8.541058,-0.175946
1.565435887,3.89591,-8.539189,-0.1909271
1.666991711,3.909641,-8.53215,-0.2072789
1.766069889,3.908812,-8.520585,-0.2151553
1.867625237,3.896027,-8.503169,-0.216556
1.966703415,3.905991,-8.497346,-0.2318087
2.065782547,3.909606,-8.496419,-0.2460625
2.167337418,4.03511,-8.467576,-0.3442294
2.266416073,4.354383,-8.411927,-0.672749
2.365495205,5.101647,-8.25512,-0.8780304
2.467050552,5.306821,-8.222417,-0.9244218
2.566129208,4.662539,-8.342857,-0.8583776
2.667685032,4.222834,-8.411201,-0.7346948
2.766763210,4.084735,-8.407567,-0.6530389
2.865841389,3.928842,-8.39845,-0.5814278
2.967397213,3.770377,-8.408209,-0.5210571
3.066476345,3.677423,-8.389832,-0.4540955
3.165554524,3.5661,-8.372952,-0.3720172
3.267110348,3.493996,-8.364261,-0.3004232
3.366189480,3.426051,-8.361417,-0.251518
3.467745304,3.467913,-8.390163,-0.295563
3.566823483,3.368086,-8.397471,-0.220765
3.665902615,2.886519,-8.288366,-0.1365513
3.767458439,2.700773,-8.246911,-0.1171721
3.866537571,2.978936,-8.346758,-0.05790855
3.965615750,2.789989,-8.322888,-0.2327412
4.067172050,2.228277,-8.819491,-0.5210605
4.166250706,1.875205,-8.331816,-0.2612026
4.265329838,1.909275,-7.675582,0.2165409
4.366885185,1.962245,-7.22018,0.6515336
4.465964317,2.165793,-7.215162,0.5536658
4.567520619,2.327507,-8.338801,-0.1899846
4.666599274,2.325335,-8.852369,-0.675302
4.765678406,2.298458,-8.98606,-0.8504627
4.867234707,2.132124,-10.73242,-0.3808881
4.966313839,2.028398,-10.83988,0.1576043
5.065392494,1.976334,-10.73136,0.466323
5.166948319,2.020681,-12.25348,0.3067063
5.266027451,2.109222,-14.37328,-0.2597477
5.367583752,2.03257,-15.56808,-0.6375929
5.466662884,1.933192,-15.61602,-0.7673922
5.565742016,1.935407,-15.24077,-0.7711807
5.667297840,2.053858,-15.29662,-0.8134676
5.766377449,2.278686,-15.34023,-0.8421057
5.865456581,2.17932,-15.96513,-0.8631631
5.967011929,2.226748,-16.23097,-0.8525209
6.066092014,2.32783,-16.16632,-0.9114905
6.167647362,2.284397,-15.77426,-0.9156036
6.266726494,2.214105,-14.48579,-1.057893
6.365806103,2.657736,-11.61564,-0.7158731
6.467362881,2.546235,-10.75702,-0.8897354
6.566441536,2.612746,-10.34422,-0.8798273
6.665520668,2.56761,-10.34545,-0.8832032
6.767076969,2.544229,-10.3434,-0.8988328
6.866156101,2.528354,-10.27585,-0.9253805
6.967712403,2.40189,-10.27398,-0.9346176
7.066792488,2.41975,-10.28899,-0.924172
7.165871620,2.57617,-10.32155,-0.9458391
7.267427921,2.739954,-10.38598,-0.9991849
7.366507530,2.742789,-10.61564,-1.094539
7.465586662,2.715532,-10.7316,-1.062729
7.567142964,2.752404,-10.83273,-1.079235
7.666222572,2.793209,-10.28563,-1.067091
7.765301705,2.760803,-10.24041,-1.091078
7.866858006,2.538283,-10.36516,-1.091149
7.965937615,2.236307,-10.64794,-1.06603
8.067494392,1.974826,-10.53838,-1.071064
8.166574001,2.225757,-9.623649,-1.05979
8.265653133,2.598893,-9.609404,-1.070138
8.367209911,2.799162,-9.851742,-1.07853
8.466289044,2.94134,-9.973724,-1.076877
8.565368652,3.014055,-9.853498,-1.078775
8.666924954,3.042879,-9.58647,-1.077956
8.766005039,3.128336,-9.524621,-1.089307
8.867561817,3.215877,-9.533771,-1.097592
8.966640949,3.370291,-9.545635,-1.107352
9.065720558,3.504407,-9.594316,-1.124241
9.167277813,3.589866,-9.550022,-1.135137
9.266356945,3.279754,-9.53868,-1.156078
9.365436554,2.849457,-9.701421,-1.173647
9.466993332,2.731292,-9.768521,-1.190765
9.566073418,2.725302,-9.521475,-1.197839
9.667629719,3.338453,-9.573258,-1.186827
9.766709328,4.196646,-9.617233,-1.192011
9.888082028,3.978977,-9.596702,-1.22261
9.967346192,3.789541,-9.595434,-1.227912
10.066425800,3.99029,-9.608697,-1.233013
10.165505409,4.116365,-9.62169,-1.249983
10.267062664,4.01585,-9.581522,-1.26154
10.366142273,4.005014,-10.20218,-1.276556
10.467698574,4.07495,-10.15189,-1.31294
10.566779137,4.306859,-9.895997,-1.291112
10.665858746,4.365564,-9.727505,-1.315633
10.767415047,4.303391,-9.743906,-1.32906
10.866495609,4.064592,-9.910151,-1.348271
10.965575218,3.754503,-10.09293,-1.332456
11.067132473,3.980567,-10.04692,-1.323529
11.166212082,4.255116,-10.04508,-1.341489
11.265291691,4.076934,-10.07568,-1.361291
11.366848946,3.926456,-10.07654,-1.375036
11.465928555,3.96222,-10.08047,-1.384972
11.567485809,4.053885,-10.08832,-1.398313
11.666565895,4.064744,-10.08492,-1.409312
11.765645504,4.022368,-10.09264,-1.423462
11.867202759,3.976705,-10.08766,-1.435973
11.966282368,3.980792,-10.09671,-1.451505
12.065362930,3.98579,-10.09408,-1.464783
12.166919708,3.97839,-10.10146,-1.478086
12.265999794,3.980242,-10.09974,-1.492122
12.367556572,3.984063,-10.10842,-1.504067
12.466637135,3.981202,-10.10852,-1.51732
12.565717220,3.986604,-10.10916,-1.528828
12.667274475,3.984022,-10.11195,-1.540243
12.766354084,3.987973,-10.11236,-1.550749
12.865434647,3.98227,-10.11962,-1.557751
12.966991425,3.983664,-10.12057,-1.566479
13.066071987,3.979045,-10.12417,-1.578664
13.167629242,3.981971,-10.12248,-1.590074
13.266709328,3.983789,-10.12675,-1.600906
13.365788937,3.987706,-10.12691,-1.614247
13.467346668,3.985206,-10.13208,-1.624928
13.566426754,3.981711,-10.13355,-1.634334
13.665506840,3.98196,-10.13834,-1.645746
13.767064572,3.983435,-10.13746,-1.65672
13.866144180,3.985227,-10.13623,-1.669489
13.965224743,3.983228,-10.1395,-1.682147
14.066782475,3.984022,-10.13819,-1.692728
14.165862083,3.984059,-10.13949,-1.701643
14.267419815,3.979983,-10.14074,-1.711143
14.366500378,3.977135,-10.13924,-1.719932
14.465580940,3.97663,-10.13615,-1.729251
14.567137718,3.976067,-10.1338,-1.74034
14.666218281,3.971406,-10.13785,-1.750931
14.765298367,3.97476,-10.13906,-1.764575
14.866856098,3.973526,-10.14053,-1.77628
14.965936661,3.971602,-10.14193,-1.789253
15.067493439,3.975976,-10.13515,-1.802483
15.166574001,3.974157,-10.13306,-1.813042
15.265654564,3.974279,-10.1351,-1.825573
15.367212296,3.9747,-10.13434,-1.838282
15.466292381,3.972047,-10.13425,-1.849289
15.565372944,3.971434,-10.13245,-1.862075
15.666930676,3.972263,-10.13138,-1.871962
15.766011238,3.972429,-10.12977,-1.886456
15.867568970,3.973458,-10.13317,-1.896872
15.966649056,3.976238,-10.13348,-1.909479
16.065729618,3.975067,-10.13628,-1.920667
16.167287350,3.978389,-10.1368,-1.933387
16.266367436,3.975878,-10.13867,-1.944023
16.365448475,3.976966,-10.13937,-1.95358
16.467006207,3.972874,-10.13888,-1.964449
16.566086769,3.972164,-10.14055,-1.974933
16.667644501,3.970928,-10.14078,-1.986767
16.766725064,3.971317,-10.1464,-1.996396
16.865806103,3.969355,-10.14652,-2.007038
16.967362881,3.968386,-10.1516,-2.016621
17.066443920,3.970706,-10.15528,-2.027247
17.165524483,3.967386,-10.16129,-2.03823
17.267082214,3.965048,-10.16141,-2.048185
17.366163254,3.959312,-10.1659,-2.056944
17.465243340,3.958877,-10.16754,-2.068691
17.566801071,3.957846,-10.16967,-2.07821
17.665882111,3.959723,-10.17622,-2.087145
17.767439842,3.956434,-10.18021,-2.095255
17.866520405,3.955961,-10.18229,-2.105218
17.965601444,3.952497,-10.18028,-2.112898
18.067159176,3.951128,-10.18162,-2.120488
18.166240215,3.949008,-10.18495,-2.128669
18.265320778,3.946586,-10.18796,-2.137673
18.366878986,3.946449,-10.19132,-2.145465
18.465959549,3.942557,-10.19356,-2.151397
18.567517758,3.939839,-10.19794,-2.160262
18.666598320,3.936947,-10.20447,-2.168471
18.765679360,3.935937,-10.20794,-2.176116
18.867237091,3.932625,-10.20408,-2.184414
18.966318131,3.931725,-10.20406,-2.193405
19.065399170,3.92936,-10.20738,-2.20261
19.166956902,3.929855,-10.21173,-2.211516
19.266037941,3.927854,-10.21397,-2.218845
19.367595673,3.931808,-10.21823,-2.227644
19.466676712,3.929687,-10.22133,-2.235655
19.565757752,3.929796,-10.22345,-2.244932
19.667315960,3.927446,-10.22831,-2.250359
19.766396523,3.928523,-10.2319,-2.259891
19.865477562,3.925161,-10.23462,-2.269495
19.967035771,3.923176,-10.23604,-2.279161
20.066116810,3.922564,-10.23885,-2.289435
20.165197849,3.921225,-10.23907,-2.296208
20.266755581,3.916707,-10.24311,-2.302356
20.365836620,3.913477,-10.24654,-2.306704
20.467394829,3.912668,-10.24945,-2.312777
20.566475868,3.913964,-10.25147,-2.318848
20.665557385,3.913386,-10.25158,-2.324072
20.767115593,3.914011,-10.25417,-2.331058
20.866196633,3.913832,-10.25657,-2.336565
20.965277672,3.911031,-10.25663,-2.341502
21.066835880,3.90614,-10.26287,-2.34618
21.165916920,3.909009,-10.2661,-2.351229
21.267474651,3.905188,-10.26717,-2.356425
21.366556645,3.906083,-10.27094,-2.362163
21.465637684,3.904941,-10.27426,-2.370766
21.567195892,3.901922,-10.27564,-2.377145
21.666276932,3.903353,-10.28055,-2.384853
21.765357971,3.902341,-10.28517,-2.388395
21.866916180,3.894773,-10.29239,-2.392359
