Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.049540520,-0.07026425,0.3517476,-0.5712777
0.148622513,-0.07326561,0.3454627,-0.5901385
0.250181198,-0.06985396,0.3469598,-0.6093712
0.349263191,-0.06732352,0.3485501,-0.6288352
0.448344708,-0.05810568,0.3574229,-0.6435343
0.549903870,-0.04699967,0.3618618,-0.6627383
0.648985863,-0.04300175,0.3769909,-0.6817169
0.748067379,-0.03775068,0.3831045,-0.6981208
0.849626541,-0.03549007,0.3893126,-0.7164629
0.948709011,-0.02745306,0.3977762,-0.735572
1.050267696,-0.01764097,0.4062282,-0.007725175
1.149349690,-0.01044422,0.4135932,-0.02622408
1.248432159,-3.452946E-05,0.4254082,-0.04198109
1.349990845,0.003915924,0.433325,-0.05997952
1.449073315,0.009008482,0.4399573,-0.07681638
1.548155308,0.01478022,0.4472093,-0.09501076
1.649714947,0.01859193,0.455997,-0.1152948
1.748796463,0.02146459,0.4624803,-0.1321356
1.850356102,0.03065556,0.4699475,-0.1505721
1.949438572,0.03278089,0.4741757,-0.1662047
2.048520565,0.03531924,0.4828963,-0.1869925
2.150080204,0.03903991,0.4872119,-0.2048539
2.249162674,0.03898915,0.4915865,-0.2217101
2.348244667,0.04120587,0.495728,-0.2377876
2.449803829,0.04464937,0.4986818,-0.2570083
2.548886299,0.04498294,0.5030935,-0.2740117
2.647968769,0.04566192,0.5048707,-0.2910237
2.749528408,0.04883343,0.5084307,-0.3111515
2.848610878,0.05000417,0.5142717,-0.3273994
2.950170517,0.0536177,0.5206452,-0.3459946
3.049252987,0.05897522,0.5205705,-0.362684
3.148335457,0.06016336,0.5263432,-0.3799892
3.249895096,0.05978432,0.5282817,-0.3994697
3.348977089,0.06122875,0.5345731,-0.4137858
3.448060513,0.06125482,0.5389184,-0.4291305
3.549620152,0.06356715,0.5381287,-0.4427042
3.648702622,0.06577305,0.5407909,-0.4617827
3.750262261,0.0643834,0.5429509,-0.4779814
3.849345207,0.06697737,0.5430662,-0.4934419
3.948427677,0.06873289,0.5483769,-0.5094721
4.049987316,0.06826205,0.5473198,-0.5259832
4.149070263,0.06773294,0.5490658,-0.5413049
4.248152733,0.0674231,0.5488077,-0.5546365
4.349712372,0.06744926,0.5472179,-0.5673749
4.448795319,0.06557233,0.547744,-0.5802212
4.550355435,0.06089851,0.5517665,-0.5964141
4.649438381,0.0625762,0.5497187,-0.6105656
4.748521328,0.06048346,0.5522485,-0.6246868
4.850080967,0.05753543,0.5491853,-0.6379104
4.949163914,0.05798244,0.5487063,-0.6500196
5.048247337,0.05592582,0.5511284,-0.6619934
5.149806976,0.05501864,0.5539164,-0.6733581
5.248889923,0.05329071,0.5555077,-0.6856414
5.347972870,0.05077384,0.5572526,-0.6971693
5.449532509,0.04509615,0.5581998,-0.7103809
5.548615933,0.04637875,0.5561463,-0.7258257
5.650176048,0.04694376,0.5544865,-0.7381999
5.749258995,0.04697497,0.5562776,-0.7522448
5.848342419,0.04575714,0.5601723,-0.7664121
5.949902535,0.04482618,0.5555784,-0.7743499
6.048985481,0.04652169,0.5544183,-0.7855219
6.148068905,0.04570274,0.5549131,-0.7968658
6.249629021,0.04731242,0.5518413,-0.8086087
6.348711968,0.04839201,0.5511828,-0.8193536
6.450272560,0.04723581,0.5522767,-0.8309714
6.549355507,0.0430892,0.5467443,-0.841438
6.648438454,0.04346018,0.5441558,-0.8534425
6.749999047,0.04023459,0.5435514,-0.863139
6.849081993,0.03813859,0.5408926,-0.8724504
6.948165894,0.03418103,0.540474,-0.88345
7.049726009,0.03599187,0.5418291,-0.8963445
7.148809433,0.03549899,0.5410801,-0.9070382
7.247892380,0.03348142,0.5387134,-0.9182103
7.349452496,0.04056985,0.5418787,-0.9285104
7.448536396,0.04705992,0.5429965,-0.9364815
7.550096512,0.04264615,0.5403342,-0.9472283
7.649179936,0.0414454,0.5402951,-0.9587978
7.748263359,0.03758696,0.5389344,-0.9702588
7.849823952,0.0386605,0.5384108,-0.9820623
7.948907852,0.03786189,0.5376742,-0.9939623
8.047990799,0.03705181,0.5335538,-1.001784
8.149551868,0.03424693,0.5323699,-1.012438
8.248634815,0.03319697,0.5330225,-1.019417
8.350195885,0.03220288,0.5295171,-1.027737
8.449278832,0.0311317,0.5291011,-1.035296
8.548362732,0.03081834,0.52679,-1.045476
8.649923802,0.02913955,0.5244348,-1.054657
8.749006748,0.02662013,0.5244434,-1.064601
8.848090649,0.02674934,0.5234577,-1.0732
8.949651242,0.02635117,0.5207189,-1.083878
9.048735142,0.02562896,0.5232522,-1.094806
9.150295734,0.0226965,0.5218362,-1.103677
9.249379158,0.01835853,0.5212957,-1.112556
9.348463059,0.01293913,0.5188137,-1.117866
9.450024128,0.01034434,0.5193582,-1.124925
9.549107552,0.01265644,0.5171468,-1.131874
9.648191452,0.007250239,0.5185967,-1.137836
9.749752045,0.008973829,0.5170116,-1.146746
9.848835468,0.006775178,0.5134852,-1.152993
9.947919846,0.005966527,0.5140427,-1.161873
10.049480438,0.001945138,0.5111124,-1.171414
10.148564816,-0.002048774,0.5118201,-1.178389
10.250124931,-0.004334173,0.5064374,-1.185271
10.349209309,-0.004627415,0.507317,-1.193581
10.448293209,-0.008589979,0.5057885,-1.198462
10.549854279,-0.01094499,0.5031772,-1.207497
10.648938179,-0.01028648,0.4992207,-1.214611
10.748021603,-0.01139949,0.4974694,-1.221041
10.849582672,-0.01091998,0.4958373,-1.224659
10.948667050,-0.01062069,0.4927529,-1.230368
11.050228119,-0.005774755,0.4885079,-1.24004
11.149312019,-0.007280135,0.4876873,-1.249795
11.248395443,-0.007284078,0.4861358,-1.252766
11.349957466,-0.00638291,0.4841317,-1.255066
11.449040890,-0.007849115,0.4855496,-1.260095
11.548124790,-0.01002272,0.484863,-1.264299
11.649686337,-0.006712825,0.4820877,-1.273088
11.748770237,-0.00561359,0.4819899,-1.276986
11.847854614,-0.00633633,0.4790971,-1.281592
11.949415684,-0.004829906,0.4776445,-1.287618
