Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.186505318,99.47266,565.78125,4.084375,272.8125,0
1.241153240,99.47266,492.46875,4.08125,271.25,0
2.119911194,99.46094,443.4375,4.081875,264.0625,0
3.174667835,99.44922,403.78125,4.081875,251.5625,0
4.229406357,99.44922,372.5625,4.08125,262.8125,0
5.108444691,99.4375,349.3125,4.081875,268.4375,0
6.163432121,99.42578,330.46875,4.085,258.4375,0
7.218110085,99.42578,315.9375,4.085625,246.25,0
8.097063065,99.41406,306.09375,4.081875,252.8125,0
9.151818752,99.41406,295.59375,4.0825,231.25,0
10.206501484,99.39844,286.3125,4.0825,246.875,0
11.085708618,99.38672,279.84375,4.081875,267.1875,0
12.140372276,99.38672,273.28125,4.08375,244.375,0
13.195375919,99.375,268.21875,4.080625,257.8125,0
14.250017643,99.375,263.15625,4.08375,242.1875,0
15.128985882,99.36328,258.5625,4.0825,236.875,0
16.183696747,99.35156,253.78125,4.080625,283.75,0
17.238867283,99.35156,250.21875,4.081875,254.6875,0
18.117682934,99.33984,247.78125,4.08125,251.5625,0
19.172931671,99.33984,244.875,4.07875,243.4375,0
20.227120876,99.32813,242.71875,4.080625,245.3125,0
21.106148720,99.31641,239.625,4.07875,261.25,0
22.160932541,99.31641,236.34375,4.066875,290.3125,0
23.215595722,99.30078,221.34375,4.058125,400.3125,0
24.094810963,99.28906,207.46875,4.05125,488.125,0
25.149503708,99.27734,204.9375,4.075,271.25,0
26.204263687,99.26563,206.15625,4.076875,241.5625,0
27.083180428,99.25391,200.25,4.066875,356.25,0
28.137977600,99.24219,187.96875,4.043125,510,0
29.194063664,99.23047,177.5625,4.0425,494.375,0
30.247588635,99.21875,172.875,4.075625,241.5625,0
31.126633644,99.20313,174.46875,4.07625,256.25,0
32.181343555,99.19141,171.5625,4.035,498.4375,0
33.236194134,99.17969,162.75,4.0325,509.375,0
34.115181923,99.16797,156.9375,4.035,500.3125,0
35.170110226,99.15625,154.6875,4.074375,262.8125,0
36.224800110,99.14453,153.65625,4.040625,381.875,0
37.103815079,99.13281,153.375,4.03875,413.125,0
38.158475876,99.12109,150.46875,4.034375,501.875,0
39.213271141,99.10547,145.40625,4.03125,499.0625,0
40.092732430,99.09375,142.125,4.07,246.25,0
41.147122383,99.08203,145.78125,4.049375,450,0
42.201906204,99.07031,142.40625,4.041875,487.8125,0
43.080823898,99.05859,139.40625,4.036875,392.8125,0
44.135965347,99.04688,138.75,4.03125,445.625,0
45.191062450,99.03516,137.8125,4.038125,410.9375,0
46.245278359,99.00781,134.53125,4.030625,511.25,0
47.124286652,98.99609,132.5625,4.03625,443.125,0
