Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,0.2589334,0.0009917939,-0.2209152,-0.002913788,0.0008938522,0.9999453,29.41368,-4.762534,-28.76362,1003.445
0.009907722,0.3201669,0.0615045,-0.1597527,-0.004843819,-8.303369E-05,1.002847,29.40793,-4.395839,-28.7701,1003.445
0.029723644,0.07523298,0.0615045,-0.09859026,-0.007777638,0.0003794148,0.9990039,29.40793,-4.395839,-28.7701,1003.445
0.049539566,0.1976999,0.0615045,-0.03742781,-0.004859637,0.001861149,1.001409,29.40793,-4.395839,-28.7701,1003.444
0.069354534,0.2589334,0.0615045,-0.2209152,-0.001938428,-0.001054671,0.9975166,28.67332,-4.763283,-28.38082,1003.444
0.089170456,0.2589334,0.0009917939,-0.03742781,-0.005826847,0.000882266,1.001409,28.67332,-4.763283,-28.38082,1003.442
0.108986378,0.1364664,0.0009917939,-0.09859026,-0.008753552,0.00183867,1.000465,29.04385,-4.7593,-28.38221,1003.442
0.128801823,0.1976999,0.0615045,-0.1597527,-0.006283199,-0.00447642,1.001384,29.04385,-4.7593,-28.38221,1003.443
0.148617268,0.1976999,0.1220172,-0.09859026,-0.00193568,-7.496309E-05,0.999935,29.04385,-4.7593,-28.38221,1003.443
0.168432713,0.1976999,0.1825299,-0.1597527,-0.007775975,0.001847219,1.001908,29.40864,-4.388622,-28.39008,1003.442
0.188248634,0.1976999,0.1220172,-0.09859026,-0.003385384,-0.000564751,1.001871,29.40864,-4.388622,-28.39008,1003.442
0.208064556,0.07523298,0.1825299,-0.2820776,-0.006324122,-0.0001058178,0.9965801,29.40864,-4.388622,-28.39008,1003.443
0.230357170,0.2589334,0.0615045,0.02373465,-0.002910509,0.0008961956,1.000911,29.0381,-4.392605,-28.38869,1003.443
0.250172615,0.3201669,0.1220172,-0.2209152,-0.00243732,-0.0005772943,0.9946256,29.0381,-4.392605,-28.38869,1003.441
0.269988537,0.1976999,0.1220172,-0.2209152,-0.004853079,0.001865836,1.00334,29.0381,-4.392605,-28.38869,1003.441
0.289803982,0.1364664,0.1220172,-0.1597527,-0.006309941,-0.002051172,0.9975354,29.0381,-4.392605,-28.38869,1003.444
0.309619427,0.3201669,0.0615045,-0.1597527,-0.005380375,0.003300657,0.9936964,29.04303,-4.76772,-28.82557,1003.444
0.329435349,0.3201669,0.0009917939,-0.2820776,-0.006809874,0.001847566,0.9999716,29.04303,-4.76772,-28.82557,1003.443
0.349251270,0.3814003,0.1220172,-0.09859026,-0.005342733,-0.001072289,0.9975352,29.04303,-4.76772,-28.82557,1003.443
0.369067192,0.2589334,0.1825299,-0.1597527,-0.007775444,0.0008698551,1.000454,29.04303,-4.76772,-28.82557,1003.446
0.388882160,0.2589334,0.0009917939,-0.4044026,-0.01167536,0.001331957,0.9985476,29.04303,-4.76772,-28.82557,1003.446
0.408698082,0.1364664,0.0615045,-0.03742781,-0.003383767,-0.002030212,0.9999329,29.04303,-4.76772,-28.82557,1003.445
0.428514004,0.1364664,0.2430426,-0.1597527,-0.002918153,0.001379605,0.9994652,29.04385,-4.7593,-28.38221,1003.445
0.448329449,0.3201669,0.0615045,-0.1597527,-0.009241566,-0.001098283,0.9951429,29.04385,-4.7593,-28.38221,1003.444
0.468145371,0.2589334,0.1825299,-0.09859026,-0.00341977,0.002343906,0.9965767,29.0381,-4.392605,-28.38869,1003.444
0.487960339,0.07523298,0.1825299,-0.2209152,-0.004895663,0.004768634,0.9956319,29.0381,-4.392605,-28.38869,1003.447
0.510253906,0.2589334,0.1220172,-0.1597527,-0.002906168,-0.00105619,0.9989699,29.0381,-4.392605,-28.38869,1003.447
0.530068874,0.2589334,-0.241059,-0.2820776,-0.009730067,-0.0001246075,0.996116,29.04385,-4.7593,-28.38221,1003.446
0.549884796,0.3201669,0.0615045,-0.09859026,-0.005361831,0.0008695499,0.9951319,29.04385,-4.7593,-28.38221,1003.446
0.569700241,0.2589334,0.1220172,0.02373465,-0.005812135,-0.002040453,1.000911,29.04303,-4.76772,-28.82557,1003.445
0.589516163,0.3201669,0.0615045,-0.2209152,-0.01114756,-0.00254686,1.004317,29.04303,-4.76772,-28.82557,1003.445
0.609332085,0.1976999,0.3035553,-0.03742781,-0.005852504,0.002819418,0.9970752,29.04303,-4.76772,-28.82557,1003.443
0.629147053,0.07523298,0.1220172,-0.2209152,-0.00729461,-0.001087044,0.995615,28.66756,-4.396588,-28.3873,1003.443
0.648962975,0.2589334,0.0009917939,-0.2820776,-0.003443742,0.007215494,0.9975674,28.66756,-4.396588,-28.3873,1003.446
