Time (s),W,X,Y,Z
0.000000000,0.9953387,-0.0003957191,-0.00307991,-0.07693334
0.009907722,0.9953379,-0.000351726,-0.003091349,-0.07694422
0.029723644,0.9953541,-0.0003068723,-0.003070149,-0.07673602
0.049539566,0.9953673,-0.0002260561,-0.003018129,-0.0765668
0.069354534,0.9953494,-0.0001839556,-0.002987309,-0.07679965
0.089170456,0.9953219,-9.438344E-05,-0.002997999,-0.07715517
0.108986378,0.9953013,-0.0001369484,-0.00300864,-0.07742137
0.128801823,0.9952829,-7.467849E-05,-0.003050948,-0.07765429
0.148617268,0.9952667,-4.66114E-05,-0.003070591,-0.07786293
0.168432713,0.9952762,-9.817429E-05,-0.003107965,-0.07773956
0.188248634,0.9952943,-9.050939E-05,-0.00309737,-0.07750795
0.208064556,0.9953133,-0.0001121688,-0.003095782,-0.0772619
0.230357170,0.995329,-0.0001711381,-0.003065793,-0.07706051
0.250172615,0.9953402,-0.00017261,-0.003061879,-0.07691615
0.269988537,0.99535,-0.0001824033,-0.003065485,-0.07678914
0.289803982,0.9953558,-9.362138E-05,-0.003073755,-0.07671435
0.309619427,0.9953644,-0.0001802596,-0.003080884,-0.07660153
0.329435349,0.9953514,-0.000248292,-0.003076623,-0.07677044
0.349251270,0.9953372,-0.0002578874,-0.003085266,-0.0769533
0.369067192,0.9953229,-0.0002283622,-0.003106778,-0.07713853
0.388882160,0.9953087,-0.0001805969,-0.003105049,-0.07732142
0.408698082,0.9953002,-0.0002479661,-0.003080467,-0.07743242
0.428514004,0.9952917,-0.0002921935,-0.003088688,-0.07754099
0.448329449,0.9952832,-0.0003174829,-0.003091312,-0.0776495
0.468145371,0.9952846,-0.0003183869,-0.003109917,-0.07763019
0.490437985,0.9952989,-0.0003698827,-0.003067104,-0.07744753
0.510253906,0.995308,-0.0003544158,-0.003085245,-0.07732976
0.530068874,0.9953012,-0.0004075562,-0.003067743,-0.07741964
0.549884796,0.9952939,-0.0004293725,-0.003061981,-0.07751249
0.569700241,0.9952869,-0.0004661979,-0.00308424,-0.07759985
0.589516163,0.9952787,-0.0004413461,-0.003128836,-0.07770532
0.609332085,0.9952715,-0.0004508986,-0.003138344,-0.07779743
0.629147053,0.9952773,-0.0004055552,-0.003168049,-0.07772223
0.648962975,0.9952849,-0.0004600213,-0.003184021,-0.0776232
0.668778896,0.9952904,-0.0004535765,-0.003174084,-0.07755282
0.688594818,0.9952956,-0.0004574758,-0.003190012,-0.077485
0.708410263,0.9953007,-0.0004648894,-0.003170025,-0.07742079
0.728226185,0.995311,-0.0004766097,-0.003184931,-0.07728842
0.748041630,0.9953184,-0.0004436867,-0.003193046,-0.07719266
0.770334721,0.9953204,-0.0004276104,-0.003211145,-0.0771654
0.790150166,0.9953162,-0.0004472875,-0.003217591,-0.07721891
