Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.250172615,25.978,28.872
1.248387814,26.078,28.888
2.249083042,26.22,28.9
3.249781132,26.268,28.91
4.250480652,26.362,28.924
5.248705387,26.402,28.936
6.249409199,26.496,28.948
7.250114441,26.598,28.962
8.248344898,26.586,28.974
9.249053955,26.704,28.986
10.249764443,26.776,29
11.250476837,26.84,29.01
12.248713970,26.828,29.024
13.249430180,26.91,29.036
