Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,0.07277915,0.3478,8.869736
0.009907722,0.06783263,0.3494919,8.870978
0.029723644,0.06242051,0.3474824,8.84691
0.049539566,0.05262076,0.3422685,8.82733
0.069354534,0.04759366,0.3391114,8.854209
0.089170456,0.03752502,0.3411058,8.895247
0.108986378,0.04259963,0.3419318,8.926011
0.128801823,0.03590896,0.3473014,8.952905
0.148617268,0.03293589,0.3497846,8.976995
0.168432713,0.03914826,0.3535919,8.962766
0.188248634,0.03809051,0.3524605,8.936007
0.208064556,0.04047582,0.3520971,8.907593
0.230357170,0.04690909,0.3481639,8.884348
0.250172615,0.04699253,0.3477113,8.86767
0.269988537,0.04810443,0.3480424,8.853003
0.289803982,0.03795592,0.3497698,8.844333
0.309619427,0.04792829,0.3498266,8.831331
0.329435349,0.05576286,0.3487341,8.850867
0.349251270,0.05700598,0.349625,8.871993
0.369067192,0.05387249,0.3523292,8.893379
0.388882160,0.04843733,0.3525452,8.914492
0.408698082,0.05599327,0.3491385,8.927334
0.428514004,0.06118374,0.349677,8.939893
0.448329449,0.06414954,0.3497446,8.952436
0.468145371,0.06441318,0.3518598,8.950212
0.490437985,0.06987883,0.3465315,8.929123
0.510253906,0.06822334,0.3487457,8.915516
0.530068874,0.07420076,0.3462721,8.925912
0.549884796,0.07668694,0.3454142,8.936646
0.569700241,0.08114535,0.3476187,8.946755
0.589516163,0.07872858,0.3529178,8.958932
0.609332085,0.0799437,0.3539098,8.969578
0.629147053,0.07497651,0.3577076,8.960879
0.648962975,0.08133797,0.359052,8.949464
0.668778896,0.08048344,0.3579817,8.941328
0.688594818,0.08104906,0.3597691,8.933499
0.708410263,0.08169843,0.357429,8.92608
0.728226185,0.08312935,0.3590361,8.910793
0.750518799,0.07933107,0.3597644,8.898238
0.770334721,0.07769138,0.3624694,8.896569
0.790150166,0.08002799,0.3630264,8.902759
0.809965611,0.08090033,0.3656527,8.907238
